receipt_number,invoice_number,amount_paid,payment_date,payment_mode,remarks
RCP/2023-24/004773,INV/2023-24/005541,3000,12-12-2023,CASH,
RCP/2023-24/004776,INV/2023-24/005544,3000,04-03-2024,UPI,
RCP/2023-24/004789,INV/2023-24/005559,3000,04-12-2023,CHEQUE,
RCP/2023-24/004790,INV/2023-24/005562,3000,07-03-2024,CASH,
RCP/2023-24/004791,INV/2023-24/005563,6000,13-04-2023,CASH,
RCP/2023-24/004792,INV/2023-24/005564,1000,26-04-2023,CASH,
RCP/2023-24/004793,INV/2023-24/005565,500,18-04-2023,BANK_TRANSFER,
RCP/2023-24/004803,INV/2023-24/005576,3000,21-11-2023,BANK_TRANSFER,
RCP/2023-24/004805,INV/2023-24/005578,3000,05-01-2024,CHEQUE,
RCP/2023-24/004812,INV/2023-24/005585,375,15-04-2023,UPI,
RCP/2023-24/004830,INV/2023-24/005604,375,19-10-2023,CASH,
RCP/2023-24/004831,INV/2023-24/005605,3000,12-04-2023,UPI,
RCP/2023-24/004839,INV/2023-24/005613,3000,13-12-2023,UPI,
RCP/2023-24/004841,INV/2023-24/005615,3000,10-02-2024,UPI,
RCP/2023-24/004842,INV/2023-24/005616,3000,08-03-2024,BANK_TRANSFER,
RCP/2023-24/004845,INV/2023-24/005619,500,15-04-2023,CASH,
RCP/2023-24/004847,INV/2023-24/005622,375,13-10-2023,UPI,
RCP/2023-24/004856,INV/2023-24/005631,3000,17-12-2023,UPI,
RCP/2023-24/004862,INV/2023-24/005637,500,20-04-2023,CASH,
RCP/2023-24/004870,INV/2023-24/005645,4000,13-08-2023,UPI,
RCP/2023-24/004871,INV/2023-24/005646,4000,04-09-2023,CASH,
RCP/2023-24/004883,INV/2023-24/005658,500,22-10-2023,ONLINE,
RCP/2023-24/004886,INV/2023-24/005661,4000,12-06-2023,UPI,
RCP/2023-24/004888,INV/2023-24/005663,4000,05-08-2023,UPI,
RCP/2023-24/004891,INV/2023-24/005666,4000,13-11-2023,CHEQUE,
RCP/2023-24/004897,INV/2023-24/005675,500,20-04-2023,BANK_TRANSFER,
RCP/2023-24/004899,INV/2023-24/005678,4000,06-05-2023,BANK_TRANSFER,
RCP/2023-24/004903,INV/2023-24/005683,4000,08-10-2023,ONLINE,
RCP/2023-24/004908,INV/2023-24/005689,8000,25-04-2023,CASH,
RCP/2023-24/004912,INV/2023-24/005693,500,14-04-2023,UPI,
RCP/2023-24/004914,INV/2023-24/005696,4000,25-05-2023,CHEQUE,
RCP/2023-24/004919,INV/2023-24/005702,4000,18-11-2023,CASH,
RCP/2023-24/004926,INV/2023-24/005710,1500,24-04-2023,UPI,
RCP/2023-24/004929,INV/2023-24/005713,4000,18-04-2023,BANK_TRANSFER,
RCP/2023-24/004932,INV/2023-24/005716,4000,06-07-2023,CHEQUE,
RCP/2023-24/004933,INV/2023-24/005717,4000,18-08-2023,CASH,
RCP/2023-24/004941,INV/2023-24/005726,2000,20-04-2023,BANK_TRANSFER,
RCP/2023-24/004942,INV/2023-24/005727,1000,19-04-2023,CASH,
RCP/2023-24/004947,INV/2023-24/005732,4000,11-05-2023,UPI,
RCP/2023-24/004948,INV/2023-24/005733,4000,15-06-2023,BANK_TRANSFER,
RCP/2023-24/004955,INV/2023-24/005740,4000,11-01-2024,CHEQUE,
RCP/2023-24/004963,INV/2023-24/005749,4000,10-04-2023,BANK_TRANSFER,
RCP/2023-24/004969,INV/2023-24/005756,4000,13-11-2023,UPI,
RCP/2023-24/004982,INV/2023-24/005770,4000,24-07-2023,UPI,
RCP/2023-24/005003,INV/2023-24/005791,4000,18-10-2023,CHEQUE,
RCP/2023-24/005004,INV/2023-24/005792,4000,12-11-2023,CASH,
RCP/2023-24/005006,INV/2023-24/005794,4000,02-01-2024,UPI,
RCP/2023-24/005010,INV/2023-24/005799,1000,20-04-2023,CASH,
RCP/2023-24/005025,INV/2023-24/005817,1000,23-04-2023,BANK_TRANSFER,
RCP/2023-24/005026,INV/2023-24/005818,1500,16-04-2023,UPI,
RCP/2023-24/005027,INV/2023-24/005820,500,17-10-2023,CASH,
RCP/2023-24/005036,INV/2023-24/005831,4000,13-02-2024,CASH,
RCP/2023-24/005051,INV/2023-24/005849,4000,16-02-2024,CHEQUE,
RCP/2023-24/005057,INV/2023-24/005855,500,15-04-2023,UPI,
RCP/2023-24/005060,INV/2023-24/005858,4000,06-05-2023,UPI,
RCP/2023-24/005077,INV/2023-24/005881,4000,04-10-2023,CASH,
RCP/2023-24/005082,INV/2023-24/005886,4000,09-03-2024,CASH,
RCP/2023-24/005087,INV/2023-24/005891,500,25-04-2023,CASH,
RCP/2023-24/005094,INV/2023-24/005898,4000,10-09-2023,BANK_TRANSFER,
RCP/2023-24/005100,INV/2023-24/005905,8000,22-04-2023,UPI,
RCP/2023-24/005102,INV/2023-24/005907,1000,19-04-2023,UPI,
RCP/2023-24/005103,INV/2023-24/005910,500,10-10-2023,UPI,
RCP/2023-24/005114,INV/2023-24/005923,8000,22-04-2023,CASH,
RCP/2023-24/005115,INV/2023-24/005924,2000,25-04-2023,UPI,
RCP/2023-24/005117,INV/2023-24/005926,1500,25-04-2023,ONLINE,
RCP/2023-24/005118,INV/2023-24/005928,500,22-10-2023,UPI,
RCP/2023-24/005120,INV/2023-24/005930,4000,25-05-2023,CASH,
RCP/2023-24/005125,INV/2023-24/005936,4000,11-11-2023,CASH,
RCP/2023-24/005129,INV/2023-24/005941,8000,19-04-2023,BANK_TRANSFER,
RCP/2023-24/005131,INV/2023-24/005943,1000,23-04-2023,CASH,
RCP/2023-24/005132,INV/2023-24/005944,1500,22-04-2023,CASH,
RCP/2023-24/005133,INV/2023-24/005945,500,17-04-2023,ONLINE,
RCP/2023-24/005145,INV/2023-24/005959,8000,15-04-2023,UPI,
RCP/2023-24/005150,INV/2023-24/005965,4000,06-04-2023,UPI,
RCP/2023-24/005162,INV/2023-24/005977,8000,24-04-2023,CASH,
RCP/2023-24/005165,INV/2023-24/005980,1500,20-04-2023,UPI,
RCP/2023-24/005166,INV/2023-24/005981,500,23-04-2023,UPI,
RCP/2023-24/005176,INV/2023-24/005991,4000,02-12-2023,CASH,
RCP/2023-24/005180,INV/2023-24/005996,2000,16-04-2023,CHEQUE,
RCP/2023-24/005187,INV/2023-24/006004,4000,23-07-2023,UPI,
RCP/2023-24/005194,INV/2023-24/006012,4000,19-03-2024,ONLINE,
RCP/2023-24/005196,INV/2023-24/006014,2000,23-04-2023,CHEQUE,
RCP/2023-24/005198,INV/2023-24/006016,1500,22-04-2023,UPI,
RCP/2023-24/005204,INV/2023-24/006022,4000,12-07-2023,BANK_TRANSFER,
RCP/2023-24/005218,INV/2023-24/006039,4000,22-06-2023,BANK_TRANSFER,
RCP/2023-24/005220,INV/2023-24/006041,4000,18-08-2023,UPI,
RCP/2023-24/005227,INV/2023-24/006049,8000,21-04-2023,UPI,
RCP/2023-24/005232,INV/2023-24/006054,500,15-10-2023,CASH,
RCP/2023-24/005238,INV/2023-24/006061,4000,18-10-2023,ONLINE,
RCP/2023-24/005241,INV/2023-24/006064,4000,10-01-2024,UPI,
RCP/2023-24/005242,INV/2023-24/006065,4000,14-02-2024,CASH,
RCP/2023-24/005243,INV/2023-24/006066,4000,01-03-2024,UPI,
RCP/2023-24/005257,INV/2023-24/006081,4000,13-12-2023,CHEQUE,
RCP/2023-24/005279,INV/2023-24/006104,2000,16-04-2023,BANK_TRANSFER,
RCP/2023-24/005281,INV/2023-24/006106,1500,13-04-2023,CASH,
RCP/2023-24/005287,INV/2023-24/006114,4000,15-09-2023,CASH,
RCP/2023-24/005288,INV/2023-24/006115,4000,09-10-2023,UPI,
RCP/2023-24/005296,INV/2023-24/006125,500,24-04-2023,CASH,
RCP/2023-24/005307,INV/2023-24/006136,4000,10-01-2024,UPI,
RCP/2023-24/005309,INV/2023-24/006139,8000,15-04-2023,CASH,
RCP/2023-24/005313,INV/2023-24/006143,500,14-04-2023,CHEQUE,
RCP/2023-24/005317,INV/2023-24/006147,4000,12-06-2023,BANK_TRANSFER,
RCP/2023-24/005319,INV/2023-24/006149,4000,06-08-2023,CHEQUE,
RCP/2023-24/005321,INV/2023-24/006151,4000,22-10-2023,CASH,
RCP/2023-24/005332,INV/2023-24/006164,4000,24-05-2023,BANK_TRANSFER,
RCP/2023-24/005334,INV/2023-24/006166,4000,05-07-2023,UPI,
RCP/2023-24/005335,INV/2023-24/006167,4000,05-08-2023,CHEQUE,
RCP/2023-24/005342,INV/2023-24/006175,8000,20-04-2023,BANK_TRANSFER,
RCP/2023-24/005348,INV/2023-24/006183,4000,07-06-2023,CASH,
RCP/2023-24/005356,INV/2023-24/006193,8000,14-04-2023,CASH,
RCP/2023-24/005360,INV/2023-24/006197,500,21-04-2023,UPI,
RCP/2023-24/005371,INV/2023-24/006209,4000,13-02-2024,CHEQUE,
RCP/2023-24/005373,INV/2023-24/006212,2000,17-04-2023,CASH,
RCP/2023-24/005382,INV/2023-24/006224,4000,20-11-2023,UPI,
RCP/2023-24/005389,INV/2023-24/006232,1500,24-04-2023,CASH,
RCP/2023-24/005390,INV/2023-24/006234,500,22-10-2023,UPI,
RCP/2023-24/005391,INV/2023-24/006235,4000,22-04-2023,UPI,
RCP/2023-24/005402,INV/2023-24/006249,1000,13-04-2023,UPI,
RCP/2023-24/005405,INV/2023-24/006253,4000,24-04-2023,UPI,
RCP/2023-24/005406,INV/2023-24/006254,4000,06-05-2023,CASH,
RCP/2023-24/005409,INV/2023-24/006257,4000,11-08-2023,CASH,
RCP/2023-24/005411,INV/2023-24/006260,4000,20-11-2023,ONLINE,
RCP/2023-24/005418,INV/2023-24/006268,1500,14-04-2023,CHEQUE,
RCP/2023-24/005425,INV/2023-24/006275,4000,16-08-2023,CHEQUE,
RCP/2023-24/005426,INV/2023-24/006276,4000,20-09-2023,CHEQUE,
RCP/2023-24/005427,INV/2023-24/006277,4000,09-10-2023,BANK_TRANSFER,
RCP/2023-24/005439,INV/2023-24/006294,4000,23-09-2023,UPI,
RCP/2023-24/005440,INV/2023-24/006295,4000,19-10-2023,CASH,
RCP/2023-24/005446,INV/2023-24/006302,2000,15-04-2023,CHEQUE,
RCP/2023-24/005448,INV/2023-24/006305,500,22-04-2023,CASH,
RCP/2023-24/005449,INV/2023-24/006306,500,19-10-2023,CHEQUE,
RCP/2023-24/005452,INV/2023-24/006309,4000,14-06-2023,BANK_TRANSFER,
RCP/2023-24/005458,INV/2023-24/006317,4000,10-02-2024,UPI,
RCP/2023-24/005470,INV/2023-24/006333,4000,21-12-2023,UPI,
RCP/2023-24/005471,INV/2023-24/006335,4000,07-02-2024,BANK_TRANSFER,
RCP/2023-24/005472,INV/2023-24/006337,8000,16-04-2023,UPI,
RCP/2023-24/005480,INV/2023-24/006347,4000,17-08-2023,CASH,
RCP/2023-24/005481,INV/2023-24/006348,4000,20-09-2023,CASH,
RCP/2023-24/005485,INV/2023-24/006353,4000,05-02-2024,UPI,
RCP/2023-24/005490,INV/2023-24/006360,500,13-10-2023,BANK_TRANSFER,
RCP/2023-24/005491,INV/2023-24/006362,4000,15-05-2023,UPI,
RCP/2023-24/005492,INV/2023-24/006363,4000,05-06-2023,UPI,
RCP/2023-24/005501,INV/2023-24/006372,4000,03-03-2024,CASH,
RCP/2023-24/005506,INV/2023-24/006378,500,13-10-2023,UPI,
RCP/2023-24/005509,INV/2023-24/006381,4000,25-06-2023,CASH,
RCP/2023-24/005511,INV/2023-24/006385,4000,07-10-2023,CHEQUE,
RCP/2023-24/005512,INV/2023-24/006386,4000,21-11-2023,CASH,
RCP/2023-24/005521,INV/2023-24/006395,500,24-04-2023,UPI,
RCP/2023-24/005523,INV/2023-24/006397,4000,19-04-2023,CASH,
RCP/2023-24/005531,INV/2023-24/006406,4000,06-01-2024,CASH,
RCP/2023-24/005538,INV/2023-24/006414,500,19-10-2023,UPI,
RCP/2023-24/005547,INV/2023-24/006424,4000,19-01-2024,UPI,
RCP/2023-24/005550,INV/2023-24/006428,2000,16-04-2023,UPI,
RCP/2023-24/005558,INV/2023-24/006438,4000,13-09-2023,UPI,
RCP/2023-24/005560,INV/2023-24/006442,4000,13-01-2024,CASH,
RCP/2023-24/005568,INV/2023-24/006451,4000,10-04-2023,BANK_TRANSFER,
RCP/2023-24/005569,INV/2023-24/006452,4000,22-05-2023,UPI,
RCP/2023-24/005570,INV/2023-24/006453,4000,05-06-2023,BANK_TRANSFER,
RCP/2023-24/005572,INV/2023-24/006456,4000,21-09-2023,UPI,
RCP/2023-24/005574,INV/2023-24/006458,4000,06-11-2023,UPI,
RCP/2023-24/005575,INV/2023-24/006459,4000,12-12-2023,BANK_TRANSFER,
RCP/2023-24/005576,INV/2023-24/006463,8000,21-04-2023,BANK_TRANSFER,
RCP/2023-24/005594,INV/2023-24/006484,1500,24-04-2023,UPI,
RCP/2023-24/005599,INV/2023-24/006490,4000,24-07-2023,BANK_TRANSFER,
RCP/2023-24/005613,INV/2023-24/006505,4000,22-04-2023,UPI,
RCP/2023-24/005632,INV/2023-24/006526,4000,22-07-2023,UPI,
RCP/2023-24/005634,INV/2023-24/006529,4000,03-10-2023,CHEQUE,
RCP/2023-24/005637,INV/2023-24/006532,4000,18-01-2024,UPI,
RCP/2023-24/005640,INV/2023-24/006535,8000,16-04-2023,BANK_TRANSFER,
RCP/2023-24/005645,INV/2023-24/006542,4000,15-05-2023,ONLINE,
RCP/2023-24/005646,INV/2023-24/006543,4000,25-06-2023,CASH,
RCP/2023-24/005662,INV/2023-24/006561,4000,07-06-2023,UPI,
RCP/2023-24/005666,INV/2023-24/006567,4000,21-12-2023,CASH,
RCP/2023-24/005671,INV/2023-24/006572,2000,20-04-2023,BANK_TRANSFER,
RCP/2023-24/005673,INV/2023-24/006574,1500,21-04-2023,UPI,
RCP/2023-24/005677,INV/2023-24/006578,4000,22-05-2023,CHEQUE,
RCP/2023-24/005690,INV/2023-24/006599,4000,23-08-2023,UPI,
RCP/2023-24/005693,INV/2023-24/006602,4000,18-11-2023,BANK_TRANSFER,
RCP/2023-24/005695,INV/2023-24/006604,4000,21-01-2024,BANK_TRANSFER,
RCP/2023-24/005697,INV/2023-24/006606,4000,16-03-2024,CASH,
RCP/2023-24/005698,INV/2023-24/006607,8000,19-04-2023,CASH,
RCP/2023-24/005699,INV/2023-24/006608,2000,24-04-2023,UPI,
RCP/2023-24/005702,INV/2023-24/006611,500,20-04-2023,ONLINE,
RCP/2023-24/005709,INV/2023-24/006620,4000,21-11-2023,UPI,
RCP/2023-24/005712,INV/2023-24/006623,4000,12-02-2024,UPI,
RCP/2023-24/005718,INV/2023-24/006630,500,21-10-2023,CASH,
RCP/2023-24/005719,INV/2023-24/006632,4000,07-05-2023,UPI,
RCP/2023-24/005721,INV/2023-24/006634,4000,05-07-2023,CASH,
RCP/2023-24/005722,INV/2023-24/006635,4000,07-08-2023,UPI,
RCP/2023-24/005729,INV/2023-24/006643,8000,22-04-2023,BANK_TRANSFER,
RCP/2023-24/005736,INV/2023-24/006651,4000,24-06-2023,BANK_TRANSFER,
RCP/2023-24/005737,INV/2023-24/006652,4000,25-07-2023,CASH,
RCP/2023-24/005741,INV/2023-24/006657,4000,16-12-2023,ONLINE,
RCP/2023-24/005747,INV/2023-24/006665,500,20-04-2023,BANK_TRANSFER,
RCP/2023-24/005749,INV/2023-24/006667,4000,17-04-2023,UPI,
RCP/2023-24/005752,INV/2023-24/006670,4000,06-07-2023,CASH,
RCP/2023-24/005757,INV/2023-24/006675,4000,10-12-2023,UPI,
RCP/2023-24/005759,INV/2023-24/006677,4000,03-02-2024,CASH,
RCP/2023-24/005761,INV/2023-24/006679,8000,25-04-2023,BANK_TRANSFER,
RCP/2023-24/005763,INV/2023-24/006681,1000,21-04-2023,UPI,
RCP/2023-24/005769,INV/2023-24/006687,4000,22-06-2023,CASH,
RCP/2023-24/005771,INV/2023-24/006690,4000,14-09-2023,UPI,
RCP/2023-24/005772,INV/2023-24/006692,4000,06-11-2023,CASH,
RCP/2023-24/005774,INV/2023-24/006695,4000,15-02-2024,ONLINE,
RCP/2023-24/005778,INV/2023-24/006699,1000,24-04-2023,UPI,
RCP/2023-24/005784,INV/2023-24/006706,4000,06-07-2023,CHEQUE,
RCP/2023-24/005786,INV/2023-24/006709,4000,16-10-2023,UPI,
RCP/2023-24/005795,INV/2023-24/006721,4000,20-04-2023,UPI,
RCP/2023-24/005797,INV/2023-24/006725,4000,23-08-2023,CASH,
RCP/2023-24/005811,INV/2023-24/006741,4000,20-06-2023,CASH,
RCP/2023-24/005823,INV/2023-24/006754,1500,26-04-2023,UPI,
RCP/2023-24/005825,INV/2023-24/006758,4000,23-05-2023,UPI,
RCP/2023-24/005827,INV/2023-24/006760,4000,17-07-2023,UPI,
RCP/2023-24/005836,INV/2023-24/006772,1500,19-04-2023,ONLINE,
RCP/2023-24/005837,INV/2023-24/006773,500,17-04-2023,CASH,
RCP/2023-24/005844,INV/2023-24/006782,4000,04-11-2023,ONLINE,
RCP/2023-24/005862,INV/2023-24/006801,4000,16-12-2023,UPI,
RCP/2023-24/005876,INV/2023-24/006819,4000,12-12-2023,UPI,
RCP/2023-24/005892,INV/2023-24/006836,4000,18-11-2023,BANK_TRANSFER,
RCP/2023-24/005897,INV/2023-24/006841,8000,22-04-2023,UPI,
RCP/2023-24/005902,INV/2023-24/006846,500,23-10-2023,CASH,
RCP/2023-24/005909,INV/2023-24/006857,4000,02-02-2024,CASH,
RCP/2023-24/005912,INV/2023-24/006861,1000,23-04-2023,CASH,
RCP/2023-24/005914,INV/2023-24/006863,500,16-04-2023,CASH,
RCP/2023-24/005921,INV/2023-24/006872,4000,02-11-2023,UPI,
RCP/2023-24/005924,INV/2023-24/006876,4000,19-03-2024,UPI,
RCP/2023-24/005933,INV/2023-24/006886,4000,24-07-2023,BANK_TRANSFER,
RCP/2023-24/005936,INV/2023-24/006889,4000,12-10-2023,CHEQUE,
RCP/2023-24/005941,INV/2023-24/006895,8000,13-04-2023,CASH,
RCP/2023-24/005947,INV/2023-24/006902,4000,10-05-2023,CASH,
RCP/2023-24/005951,INV/2023-24/006907,4000,18-10-2023,CASH,
RCP/2023-24/005953,INV/2023-24/006909,4000,22-12-2023,CASH,
RCP/2023-24/005959,INV/2023-24/006915,1000,16-04-2023,CASH,
RCP/2023-24/005963,INV/2023-24/006919,4000,21-04-2023,UPI,
RCP/2023-24/005965,INV/2023-24/006922,4000,12-07-2023,CASH,
RCP/2023-24/005967,INV/2023-24/006924,4000,09-09-2023,BANK_TRANSFER,
RCP/2023-24/005968,INV/2023-24/006926,4000,04-11-2023,CASH,
RCP/2023-24/005976,INV/2023-24/006937,4000,10-04-2023,ONLINE,
RCP/2023-24/005981,INV/2023-24/006943,4000,10-10-2023,CASH,
RCP/2023-24/005985,INV/2023-24/006947,4000,19-02-2024,CHEQUE,
RCP/2023-24/005994,INV/2023-24/006959,4000,09-08-2023,BANK_TRANSFER,
RCP/2023-24/006005,INV/2023-24/006972,500,15-10-2023,CHEQUE,
RCP/2023-24/006010,INV/2023-24/006977,4000,09-08-2023,UPI,
RCP/2023-24/006013,INV/2023-24/006981,4000,14-12-2023,ONLINE,
RCP/2023-24/006017,INV/2023-24/006987,1000,18-04-2023,ONLINE,
RCP/2023-24/006021,INV/2023-24/006995,4000,10-08-2023,CASH,
RCP/2023-24/006023,INV/2023-24/006997,4000,13-10-2023,CHEQUE,
RCP/2023-24/006027,INV/2023-24/007002,4000,16-03-2024,BANK_TRANSFER,
RCP/2023-24/006033,INV/2023-24/007010,4000,07-05-2023,ONLINE,
RCP/2023-24/006036,INV/2023-24/007014,4000,21-09-2023,CASH,
RCP/2023-24/006037,INV/2023-24/007015,4000,14-10-2023,CASH,
RCP/2023-24/006038,INV/2023-24/007016,4000,08-11-2023,UPI,
RCP/2023-24/006043,INV/2023-24/007021,8000,24-04-2023,UPI,
RCP/2023-24/006059,INV/2023-24/007040,2000,20-04-2023,BANK_TRANSFER,
RCP/2023-24/006062,INV/2023-24/007043,500,14-04-2023,CASH,
RCP/2023-24/006068,INV/2023-24/007049,4000,24-08-2023,CHEQUE,
RCP/2023-24/006080,INV/2023-24/007063,4000,22-04-2023,BANK_TRANSFER,
RCP/2023-24/006083,INV/2023-24/007066,4000,14-07-2023,ONLINE,
RCP/2023-24/006086,INV/2023-24/007070,4000,20-11-2023,UPI,
RCP/2023-24/006089,INV/2023-24/007073,4000,16-02-2024,ONLINE,
RCP/2023-24/006092,INV/2023-24/007078,1500,26-04-2023,ONLINE,
RCP/2023-24/006097,INV/2023-24/007083,4000,22-06-2023,CHEQUE,
RCP/2023-24/006098,INV/2023-24/007084,4000,10-07-2023,BANK_TRANSFER,
RCP/2023-24/006106,INV/2023-24/007092,4000,01-03-2024,CHEQUE,
RCP/2023-24/006112,INV/2023-24/007099,4000,19-04-2023,BANK_TRANSFER,
RCP/2023-24/006113,INV/2023-24/007101,4000,06-06-2023,UPI,
RCP/2023-24/006121,INV/2023-24/007112,2000,18-04-2023,BANK_TRANSFER,
RCP/2023-24/006128,INV/2023-24/007119,4000,12-06-2023,CASH,
RCP/2023-24/006135,INV/2023-24/007127,4000,16-02-2024,UPI,
RCP/2023-24/006142,INV/2023-24/007135,4000,12-04-2023,CASH,
RCP/2023-24/006143,INV/2023-24/007136,4000,13-05-2023,CASH,
RCP/2023-24/006146,INV/2023-24/007140,4000,17-09-2023,CASH,
RCP/2023-24/006151,INV/2023-24/007145,4000,01-02-2024,CASH,
RCP/2023-24/006165,INV/2023-24/007161,4000,14-12-2023,CASH,
RCP/2023-24/006172,INV/2023-24/007168,1500,22-04-2023,UPI,
RCP/2023-24/006173,INV/2023-24/007169,500,22-04-2023,CASH,
RCP/2023-24/006179,INV/2023-24/007176,4000,08-09-2023,CASH,
RCP/2023-24/006191,INV/2023-24/007189,4000,22-04-2023,UPI,
RCP/2023-24/006203,INV/2023-24/007202,2000,13-04-2023,BANK_TRANSFER,
RCP/2023-24/006206,INV/2023-24/007205,500,15-04-2023,UPI,
RCP/2023-24/006211,INV/2023-24/007211,4000,16-08-2023,CASH,
RCP/2023-24/006219,INV/2023-24/007219,8000,23-04-2023,ONLINE,
RCP/2023-24/006220,INV/2023-24/007220,2000,19-04-2023,BANK_TRANSFER,
RCP/2023-24/006221,INV/2023-24/007221,1000,22-04-2023,BANK_TRANSFER,
RCP/2023-24/006227,INV/2023-24/007227,4000,23-06-2023,CHEQUE,
RCP/2023-24/006230,INV/2023-24/007230,4000,04-09-2023,BANK_TRANSFER,
RCP/2023-24/006260,INV/2023-24/007264,4000,07-07-2023,UPI,
RCP/2023-24/006264,INV/2023-24/007269,4000,14-12-2023,CASH,
RCP/2023-24/006266,INV/2023-24/007271,4000,31-01-2024,CASH,
RCP/2023-24/006282,INV/2023-24/007290,4000,06-03-2024,BANK_TRANSFER,
RCP/2023-24/006285,INV/2023-24/007295,500,22-04-2023,UPI,
RCP/2023-24/006288,INV/2023-24/007298,4000,17-05-2023,CASH,
RCP/2023-24/006289,INV/2023-24/007299,4000,23-06-2023,CHEQUE,
RCP/2023-24/006290,INV/2023-24/007301,4000,05-08-2023,BANK_TRANSFER,
RCP/2023-24/006292,INV/2023-24/007304,4000,17-11-2023,UPI,
RCP/2023-24/006308,INV/2023-24/007323,4000,06-12-2023,CASH,
RCP/2023-24/006317,INV/2023-24/007333,4000,12-04-2023,BANK_TRANSFER,
RCP/2023-24/006318,INV/2023-24/007334,4000,09-05-2023,UPI,
RCP/2023-24/006322,INV/2023-24/007340,4000,21-11-2023,UPI,
RCP/2023-24/006327,INV/2023-24/007346,2000,26-04-2023,BANK_TRANSFER,
RCP/2023-24/006336,INV/2023-24/007356,4000,23-09-2023,UPI,
RCP/2023-24/006339,INV/2023-24/007359,4000,14-12-2023,UPI,
RCP/2023-24/006347,INV/2023-24/007370,4000,18-05-2023,UPI,
RCP/2023-24/006354,INV/2023-24/007377,4000,17-12-2023,BANK_TRANSFER,
RCP/2023-24/006357,INV/2023-24/007380,4000,05-03-2024,CASH,
RCP/2023-24/006362,INV/2023-24/007385,500,26-04-2023,UPI,
RCP/2023-24/006364,INV/2023-24/007387,4000,07-04-2023,UPI,
RCP/2023-24/006365,INV/2023-24/007388,4000,26-05-2023,UPI,
RCP/2023-24/006367,INV/2023-24/007390,4000,11-07-2023,BANK_TRANSFER,
RCP/2023-24/006374,INV/2023-24/007399,8000,14-04-2023,BANK_TRANSFER,
RCP/2023-24/006378,INV/2023-24/007407,4000,25-06-2023,UPI,
RCP/2023-24/006381,INV/2023-24/007410,4000,06-09-2023,UPI,
RCP/2023-24/006382,INV/2023-24/007411,4000,10-10-2023,CASH,
RCP/2023-24/006389,INV/2023-24/007419,1000,25-04-2023,CASH,
RCP/2023-24/006390,INV/2023-24/007420,1500,21-04-2023,UPI,
RCP/2023-24/006392,INV/2023-24/007423,4000,12-04-2023,BANK_TRANSFER,
RCP/2023-24/006402,INV/2023-24/007435,8000,20-04-2023,UPI,
RCP/2023-24/006406,INV/2023-24/007440,500,20-10-2023,CASH,
RCP/2023-24/006411,INV/2023-24/007445,4000,24-08-2023,CASH,
RCP/2023-24/006415,INV/2023-24/007451,4000,18-02-2024,BANK_TRANSFER,
RCP/2023-24/006419,INV/2023-24/007455,1000,14-04-2023,CHEQUE,
RCP/2023-24/006421,INV/2023-24/007457,500,17-04-2023,BANK_TRANSFER,
RCP/2023-24/006428,INV/2023-24/007465,4000,23-10-2023,CASH,
RCP/2023-24/006431,INV/2023-24/007470,4000,05-03-2024,CASH,
RCP/2023-24/006432,INV/2023-24/007471,8000,15-04-2023,UPI,
RCP/2023-24/006436,INV/2023-24/007476,500,11-10-2023,CASH,
RCP/2023-24/006444,INV/2023-24/007484,4000,13-11-2023,UPI,
RCP/2023-24/006448,INV/2023-24/007489,8000,23-04-2023,UPI,
RCP/2023-24/006451,INV/2023-24/007493,500,21-04-2023,BANK_TRANSFER,
RCP/2023-24/006455,INV/2023-24/007497,4000,16-06-2023,UPI,
RCP/2023-24/006460,INV/2023-24/007506,4000,11-03-2024,UPI,
RCP/2023-24/006476,INV/2023-24/007523,4000,10-02-2024,UPI,
RCP/2023-24/006481,INV/2023-24/007528,1500,20-04-2023,CASH,
RCP/2023-24/006484,INV/2023-24/007531,4000,23-04-2023,BANK_TRANSFER,
RCP/2023-24/006492,INV/2023-24/007539,4000,10-12-2023,UPI,
RCP/2023-24/006493,INV/2023-24/007540,4000,03-01-2024,CASH,
RCP/2023-24/006498,INV/2023-24/007547,500,25-04-2023,BANK_TRANSFER,
RCP/2023-24/006499,INV/2023-24/007548,500,11-10-2023,UPI,
RCP/2023-24/006502,INV/2023-24/007552,4000,17-07-2023,UPI,
RCP/2023-24/006505,INV/2023-24/007556,4000,09-11-2023,BANK_TRANSFER,
RCP/2023-24/006508,INV/2023-24/007561,8000,20-04-2023,CASH,
RCP/2023-24/006510,INV/2023-24/007564,1500,16-04-2023,CASH,
RCP/2023-24/006514,INV/2023-24/007568,4000,11-05-2023,BANK_TRANSFER,
RCP/2023-24/006517,INV/2023-24/007572,4000,23-09-2023,BANK_TRANSFER,
RCP/2023-24/006522,INV/2023-24/007578,4000,07-03-2024,ONLINE,
RCP/2023-24/006541,INV/2023-24/007599,1000,21-04-2023,CHEQUE,
RCP/2023-24/006543,INV/2023-24/007601,500,21-04-2023,CASH,
RCP/2023-24/006544,INV/2023-24/007602,500,15-10-2023,ONLINE,
RCP/2023-24/006562,INV/2023-24/007624,4000,23-07-2023,CASH,
RCP/2023-24/006577,INV/2023-24/007640,4000,18-05-2023,CHEQUE,
RCP/2023-24/006581,INV/2023-24/007645,4000,10-10-2023,CHEQUE,
RCP/2023-24/006583,INV/2023-24/007647,4000,06-12-2023,CASH,
