invoice_number,admission_number,fee_type,amount,due_date,invoice_date,academic_year
INV/2025-26/025121,STU0409,Exam Fee,500,16-04-2025,01-04-2025,2025-26
INV/2025-26/022915,STU0287,Tuition Fee,4000,08-10-2025,28-09-2025,2025-26
INV/2025-26/019414,STU0092,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2023-24/008207,STU0463,Tuition Fee,4000,05-02-2024,26-01-2024,2023-24
INV/2023-24/006309,STU0358,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2025-26/025442,STU0427,Lab Fee,2000,16-04-2025,01-04-2025,2025-26
INV/2024-25/009755,STU0031,Tuition Fee,2000,09-08-2024,30-07-2024,2024-25
INV/2024-25/014530,STU0299,Tuition Fee,4000,08-09-2024,29-08-2024,2024-25
INV/2023-24/004388,STU0251,Tuition Fee,3000,07-11-2023,28-10-2023,2023-24
INV/2025-26/022167,STU0245,Library Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/013991,STU0269,Tuition Fee,3000,08-10-2024,28-09-2024,2024-25
INV/2025-26/018986,STU0069,Tuition Fee,3000,11-05-2025,01-05-2025,2025-26
INV/2025-26/022534,STU0266,Tuition Fee,4000,10-07-2025,30-06-2025,2025-26
INV/2025-26/021695,STU0219,Tuition Fee,3000,05-02-2026,26-01-2026,2025-26
INV/2023-24/007169,STU0405,Exam Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/005160,STU0294,Tuition Fee,3000,08-09-2023,29-08-2023,2023-24
INV/2023-24/003399,STU0196,Tuition Fee,3000,07-12-2023,27-11-2023,2023-24
INV/2024-25/010816,STU0092,Exam Fee,375,13-10-2024,28-09-2024,2024-25
INV/2023-24/004256,STU0244,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2025-26/018812,STU0059,Tuition Fee,3000,07-11-2025,28-10-2025,2025-26
INV/2025-26/023018,STU0293,Tuition Fee,4000,11-05-2025,01-05-2025,2025-26
INV/2025-26/018959,STU0067,Tuition Fee,3000,05-02-2026,26-01-2026,2025-26
INV/2024-25/011823,STU0148,Exam Fee,375,16-04-2024,01-04-2024,2024-25
INV/2025-26/018795,STU0058,Tuition Fee,3000,07-12-2025,27-11-2025,2025-26
INV/2024-25/012990,STU0213,Lab Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2023-24/002588,STU0151,Tuition Fee,3000,07-11-2023,28-10-2023,2023-24
INV/2025-26/024382,STU0368,Sports Fee,1500,16-04-2025,01-04-2025,2025-26
INV/2024-25/014798,STU0314,Tuition Fee,4000,10-07-2024,30-06-2024,2024-25
INV/2025-26/020522,STU0154,Tuition Fee,3000,07-11-2025,28-10-2025,2025-26
INV/2023-24/001153,STU0068,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2024-25/016663,STU0417,Library Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2024-25/017162,STU0445,Tuition Fee,4000,06-01-2025,27-12-2024,2024-25
INV/2024-25/011745,STU0144,Tuition Fee,3000,05-02-2025,26-01-2025,2024-25
INV/2023-24/008778,STU0495,Tuition Fee,4000,08-09-2023,29-08-2023,2023-24
INV/2025-26/017807,STU0001,Tuition Fee,2000,08-10-2025,28-09-2025,2025-26
INV/2025-26/024100,STU0353,Tuition Fee,4000,10-07-2025,30-06-2025,2025-26
INV/2025-26/023303,STU0308,Exam Fee,500,16-04-2025,01-04-2025,2025-26
INV/2023-24/003695,STU0212,Exam Fee,375,16-04-2023,01-04-2023,2023-24
INV/2025-26/018343,STU0032,Exam Fee,250,16-04-2025,01-04-2025,2025-26
INV/2024-25/016741,STU0422,Tuition Fee,4000,10-06-2024,31-05-2024,2024-25
INV/2023-24/004538,STU0259,Lab Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2024-25/014161,STU0278,Library Fee,500,16-04-2024,01-04-2024,2024-25
INV/2023-24/008739,STU0493,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2025-26/019783,STU0113,Tuition Fee,3000,08-10-2025,28-09-2025,2025-26
INV/2025-26/021663,STU0217,Library Fee,500,16-04-2025,01-04-2025,2025-26
INV/2025-26/023991,STU0347,Tuition Fee,4000,10-06-2025,31-05-2025,2025-26
INV/2025-26/020666,STU0162,Tuition Fee,3000,07-11-2025,28-10-2025,2025-26
INV/2023-24/000472,STU0028,Annual Fee,5000,16-04-2023,01-04-2023,2023-24
INV/2025-26/022238,STU0249,Lab Fee,2000,16-04-2025,01-04-2025,2025-26
INV/2025-26/019322,STU0087,Lab Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2023-24/008213,STU0463,Exam Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/002761,STU0161,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2025-26/023039,STU0294,Tuition Fee,4000,09-08-2025,30-07-2025,2025-26
INV/2023-24/006014,STU0341,Lab Fee,2000,16-04-2023,01-04-2023,2023-24
INV/2024-25/012159,STU0167,Tuition Fee,3000,05-02-2025,26-01-2025,2024-25
INV/2024-25/010068,STU0049,Tuition Fee,2000,07-03-2025,25-02-2025,2024-25
INV/2024-25/015852,STU0372,Lab Fee,2000,16-04-2024,01-04-2024,2024-25
INV/2023-24/004552,STU0260,Tuition Fee,3000,06-01-2024,27-12-2023,2023-24
INV/2024-25/009768,STU0032,Tuition Fee,2000,11-04-2024,01-04-2024,2024-25
INV/2024-25/013936,STU0266,Tuition Fee,3000,08-09-2024,29-08-2024,2024-25
INV/2023-24/006687,STU0379,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2023-24/007015,STU0397,Tuition Fee,4000,08-10-2023,28-09-2023,2023-24
INV/2023-24/001099,STU0065,Tuition Fee,2000,05-02-2024,26-01-2024,2023-24
INV/2025-26/024873,STU0396,Tuition Fee,4000,10-06-2025,31-05-2025,2025-26
INV/2023-24/006461,STU0366,Tuition Fee,4000,05-02-2024,26-01-2024,2023-24
INV/2024-25/009913,STU0040,Tuition Fee,2000,06-01-2025,27-12-2024,2024-25
INV/2024-25/011125,STU0110,Tuition Fee,3000,10-06-2024,31-05-2024,2024-25
INV/2024-25/017645,STU0472,Tuition Fee,4000,08-10-2024,28-09-2024,2024-25
INV/2025-26/022713,STU0276,Tuition Fee,4000,10-06-2025,31-05-2025,2025-26
INV/2025-26/023879,STU0340,Exam Fee,500,16-04-2025,01-04-2025,2025-26
INV/2024-25/009350,STU0007,Tuition Fee,2000,07-11-2024,28-10-2024,2024-25
INV/2025-26/019235,STU0082,Exam Fee,375,16-04-2025,01-04-2025,2025-26
INV/2025-26/021557,STU0211,Exam Fee,375,16-04-2025,01-04-2025,2025-26
INV/2025-26/024188,STU0358,Tuition Fee,4000,11-05-2025,01-05-2025,2025-26
INV/2023-24/009018,STU0508,Tuition Fee,4000,06-03-2024,25-02-2024,2023-24
INV/2023-24/006275,STU0356,Tuition Fee,4000,09-08-2023,30-07-2023,2023-24
INV/2023-24/001372,STU0081,Tuition Fee,2000,06-03-2024,25-02-2024,2023-24
INV/2024-25/016593,STU0413,Exam Fee,500,16-04-2024,01-04-2024,2024-25
INV/2025-26/018695,STU0052,Exam Fee,375,16-04-2025,01-04-2025,2025-26
INV/2023-24/008091,STU0457,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2025-26/020966,STU0179,Tuition Fee,3000,11-05-2025,01-05-2025,2025-26
INV/2025-26/024516,STU0376,Tuition Fee,4000,08-09-2025,29-08-2025,2025-26
INV/2024-25/014273,STU0285,Tuition Fee,4000,11-04-2024,01-04-2024,2024-25
INV/2024-25/013468,STU0240,Tuition Fee,3000,08-09-2024,29-08-2024,2024-25
INV/2024-25/013769,STU0257,Tuition Fee,3000,11-04-2024,01-04-2024,2024-25
INV/2025-26/023262,STU0306,Tuition Fee,4000,07-03-2026,25-02-2026,2025-26
INV/2024-25/009707,STU0028,Tuition Fee,2000,07-11-2024,28-10-2024,2024-25
INV/2024-25/016156,STU0389,Tuition Fee,4000,07-03-2025,25-02-2025,2024-25
INV/2025-26/022034,STU0238,Tuition Fee,3000,07-11-2025,28-10-2025,2025-26
INV/2023-24/001277,STU0076,Tuition Fee,2000,11-05-2023,01-05-2023,2023-24
INV/2024-25/010904,STU0097,Sports Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2024-25/010145,STU0054,Tuition Fee,2000,10-07-2024,30-06-2024,2024-25
INV/2025-26/022476,STU0262,Exam Fee,500,13-10-2025,28-09-2025,2025-26
INV/2024-25/015496,STU0352,Exam Fee,500,13-10-2024,28-09-2024,2024-25
INV/2023-24/003189,STU0184,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2025-26/018997,STU0069,Annual Fee,6000,16-04-2025,01-04-2025,2025-26
INV/2025-26/018714,STU0053,Exam Fee,375,13-10-2025,28-09-2025,2025-26
INV/2024-25/013080,STU0218,Lab Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2023-24/003861,STU0222,Tuition Fee,3000,10-06-2023,31-05-2023,2023-24
INV/2023-24/007370,STU0417,Tuition Fee,4000,11-05-2023,01-05-2023,2023-24
INV/2025-26/024586,STU0380,Tuition Fee,4000,10-07-2025,30-06-2025,2025-26
INV/2025-26/022648,STU0272,Tuition Fee,4000,06-01-2026,27-12-2025,2025-26
INV/2025-26/022303,STU0253,Tuition Fee,4000,08-10-2025,28-09-2025,2025-26
INV/2025-26/022054,STU0239,Tuition Fee,3000,06-01-2026,27-12-2025,2025-26
INV/2023-24/001517,STU0090,Tuition Fee,2000,10-07-2023,30-06-2023,2023-24
INV/2024-25/014309,STU0287,Tuition Fee,4000,11-04-2024,01-04-2024,2024-25
INV/2025-26/019538,STU0099,Lab Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/011817,STU0148,Tuition Fee,3000,05-02-2025,26-01-2025,2024-25
INV/2024-25/015756,STU0367,Tuition Fee,4000,07-11-2024,28-10-2024,2024-25
INV/2025-26/022720,STU0276,Tuition Fee,4000,06-01-2026,27-12-2025,2025-26
INV/2023-24/001671,STU0099,Tuition Fee,2000,09-08-2023,30-07-2023,2023-24
INV/2024-25/015445,STU0350,Tuition Fee,4000,10-06-2024,31-05-2024,2024-25
INV/2023-24/004055,STU0232,Exam Fee,375,16-04-2023,01-04-2023,2023-24
INV/2023-24/007304,STU0413,Tuition Fee,4000,07-11-2023,28-10-2023,2023-24
INV/2023-24/000622,STU0037,Tuition Fee,2000,06-01-2024,27-12-2023,2023-24
INV/2025-26/024446,STU0372,Tuition Fee,4000,07-11-2025,28-10-2025,2025-26
INV/2024-25/016478,STU0407,Tuition Fee,4000,06-01-2025,27-12-2024,2024-25
INV/2023-24/000959,STU0057,Tuition Fee,2000,08-10-2023,28-09-2023,2023-24
INV/2023-24/005068,STU0289,Tuition Fee,3000,10-07-2023,30-06-2023,2023-24
INV/2025-26/021593,STU0213,Exam Fee,375,16-04-2025,01-04-2025,2025-26
INV/2025-26/021436,STU0205,Tuition Fee,3000,10-07-2025,30-06-2025,2025-26
INV/2024-25/016662,STU0417,Lab Fee,2000,16-04-2024,01-04-2024,2024-25
INV/2024-25/015686,STU0363,Tuition Fee,4000,06-01-2025,27-12-2024,2024-25
INV/2024-25/017403,STU0458,Exam Fee,500,16-04-2024,01-04-2024,2024-25
INV/2024-25/010490,STU0074,Tuition Fee,2000,07-12-2024,27-11-2024,2024-25
INV/2023-24/005230,STU0298,Tuition Fee,3000,10-07-2023,30-06-2023,2023-24
INV/2024-25/016162,STU0389,Exam Fee,500,13-10-2024,28-09-2024,2024-25
INV/2025-26/022741,STU0277,Annual Fee,8000,16-04-2025,01-04-2025,2025-26
INV/2023-24/004372,STU0250,Tuition Fee,3000,06-01-2024,27-12-2023,2023-24
INV/2025-26/023724,STU0332,Tuition Fee,4000,08-09-2025,29-08-2025,2025-26
INV/2023-24/008746,STU0493,Tuition Fee,4000,06-01-2024,27-12-2023,2023-24
INV/2024-25/010179,STU0056,Tuition Fee,2000,10-07-2024,30-06-2024,2024-25
INV/2023-24/001024,STU0061,Tuition Fee,2000,10-07-2023,30-06-2023,2023-24
INV/2024-25/013648,STU0250,Tuition Fee,3000,08-09-2024,29-08-2024,2024-25
INV/2025-26/018482,STU0041,Tuition Fee,3000,11-05-2025,01-05-2025,2025-26
INV/2024-25/011061,STU0106,Tuition Fee,3000,05-02-2025,26-01-2025,2024-25
INV/2023-24/006280,STU0356,Tuition Fee,4000,06-01-2024,27-12-2023,2023-24
INV/2024-25/012158,STU0167,Tuition Fee,3000,06-01-2025,27-12-2024,2024-25
INV/2025-26/023286,STU0307,Exam Fee,500,13-10-2025,28-09-2025,2025-26
INV/2023-24/002403,STU0141,Tuition Fee,3000,10-06-2023,31-05-2023,2023-24
INV/2024-25/016325,STU0399,Tuition Fee,4000,11-04-2024,01-04-2024,2024-25
INV/2023-24/002630,STU0153,Lab Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2024-25/015244,STU0338,Exam Fee,500,13-10-2024,28-09-2024,2024-25
INV/2023-24/004086,STU0234,Tuition Fee,3000,06-03-2024,25-02-2024,2023-24
INV/2023-24/003961,STU0227,Annual Fee,6000,16-04-2023,01-04-2023,2023-24
INV/2025-26/018155,STU0021,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/016691,STU0419,Tuition Fee,4000,08-10-2024,28-09-2024,2024-25
INV/2023-24/004182,STU0239,Exam Fee,375,13-10-2023,28-09-2023,2023-24
INV/2023-24/004686,STU0267,Exam Fee,375,13-10-2023,28-09-2023,2023-24
INV/2023-24/002542,STU0148,Sports Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2023-24/008122,STU0458,Sports Fee,1500,16-04-2023,01-04-2023,2023-24
INV/2023-24/003930,STU0225,Exam Fee,375,13-10-2023,28-09-2023,2023-24
INV/2024-25/014542,STU0299,Exam Fee,500,13-10-2024,28-09-2024,2024-25
INV/2023-24/004761,STU0272,Tuition Fee,3000,10-06-2023,31-05-2023,2023-24
INV/2023-24/007587,STU0429,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2024-25/012303,STU0175,Tuition Fee,3000,05-02-2025,26-01-2025,2024-25
INV/2025-26/023681,STU0329,Exam Fee,500,16-04-2025,01-04-2025,2025-26
INV/2023-24/002303,STU0135,Tuition Fee,3000,05-02-2024,26-01-2024,2023-24
INV/2023-24/006692,STU0379,Tuition Fee,4000,07-11-2023,28-10-2023,2023-24
INV/2023-24/004119,STU0236,Tuition Fee,3000,07-12-2023,27-11-2023,2023-24
INV/2025-26/021219,STU0193,Tuition Fee,3000,10-06-2025,31-05-2025,2025-26
INV/2025-26/025346,STU0422,Tuition Fee,4000,07-11-2025,28-10-2025,2025-26
INV/2025-26/024737,STU0388,Tuition Fee,4000,05-02-2026,26-01-2026,2025-26
INV/2025-26/017841,STU0003,Tuition Fee,2000,08-10-2025,28-09-2025,2025-26
INV/2023-24/001241,STU0073,Exam Fee,250,13-10-2023,28-09-2023,2023-24
INV/2023-24/000697,STU0041,Exam Fee,250,13-10-2023,28-09-2023,2023-24
INV/2023-24/001499,STU0089,Tuition Fee,2000,10-06-2023,31-05-2023,2023-24
INV/2025-26/025036,STU0405,Tuition Fee,4000,10-07-2025,30-06-2025,2025-26
INV/2023-24/003437,STU0198,Tuition Fee,3000,05-02-2024,26-01-2024,2023-24
INV/2025-26/019663,STU0106,Annual Fee,6000,16-04-2025,01-04-2025,2025-26
INV/2024-25/010948,STU0100,Tuition Fee,3000,08-09-2024,29-08-2024,2024-25
INV/2025-26/019921,STU0121,Tuition Fee,3000,11-04-2025,01-04-2025,2025-26
INV/2024-25/009800,STU0033,Exam Fee,250,16-04-2024,01-04-2024,2024-25
INV/2024-25/017103,STU0442,Tuition Fee,4000,09-08-2024,30-07-2024,2024-25
INV/2025-26/020920,STU0176,Tuition Fee,3000,06-01-2026,27-12-2025,2025-26
INV/2024-25/015525,STU0354,Tuition Fee,4000,05-02-2025,26-01-2025,2024-25
INV/2023-24/008281,STU0467,Annual Fee,8000,16-04-2023,01-04-2023,2023-24
INV/2025-26/020346,STU0144,Tuition Fee,3000,07-03-2026,25-02-2026,2025-26
INV/2024-25/011621,STU0137,Annual Fee,6000,16-04-2024,01-04-2024,2024-25
INV/2023-24/001002,STU0059,Exam Fee,250,16-04-2023,01-04-2023,2023-24
INV/2023-24/006667,STU0378,Tuition Fee,4000,11-04-2023,01-04-2023,2023-24
INV/2023-24/008329,STU0470,Tuition Fee,4000,08-10-2023,28-09-2023,2023-24
INV/2024-25/013525,STU0243,Tuition Fee,3000,07-12-2024,27-11-2024,2024-25
INV/2024-25/014544,STU0300,Tuition Fee,4000,11-05-2024,01-05-2024,2024-25
INV/2023-24/000954,STU0057,Tuition Fee,2000,11-05-2023,01-05-2023,2023-24
INV/2024-25/012051,STU0161,Tuition Fee,3000,05-02-2025,26-01-2025,2024-25
INV/2024-25/015032,STU0327,Tuition Fee,4000,10-07-2024,30-06-2024,2024-25
INV/2024-25/014707,STU0309,Tuition Fee,4000,10-06-2024,31-05-2024,2024-25
INV/2023-24/006604,STU0374,Tuition Fee,4000,06-01-2024,27-12-2023,2023-24
INV/2024-25/012880,STU0207,Tuition Fee,3000,07-03-2025,25-02-2025,2024-25
INV/2025-26/021955,STU0234,Tuition Fee,3000,11-04-2025,01-04-2025,2025-26
INV/2024-25/009273,STU0002,Exam Fee,250,16-04-2024,01-04-2024,2024-25
INV/2023-24/001972,STU0116,Exam Fee,250,13-10-2023,28-09-2023,2023-24
INV/2023-24/005740,STU0326,Tuition Fee,4000,06-01-2024,27-12-2023,2023-24
INV/2023-24/006004,STU0341,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2024-25/012710,STU0198,Tuition Fee,3000,10-07-2024,30-06-2024,2024-25
INV/2025-26/019794,STU0113,Exam Fee,375,13-10-2025,28-09-2025,2025-26
INV/2024-25/011414,STU0126,Tuition Fee,3000,10-07-2024,30-06-2024,2024-25
INV/2024-25/013906,STU0264,Tuition Fee,3000,07-03-2025,25-02-2025,2024-25
INV/2023-24/005756,STU0327,Tuition Fee,4000,07-11-2023,28-10-2023,2023-24
INV/2025-26/024391,STU0369,Tuition Fee,4000,08-10-2025,28-09-2025,2025-26
INV/2023-24/000158,STU0010,Tuition Fee,2000,09-08-2023,30-07-2023,2023-24
INV/2025-26/020467,STU0151,Tuition Fee,3000,08-10-2025,28-09-2025,2025-26
INV/2023-24/008902,STU0502,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2024-25/016704,STU0420,Tuition Fee,4000,11-05-2024,01-05-2024,2024-25
INV/2024-25/009324,STU0005,Exam Fee,250,16-04-2024,01-04-2024,2024-25
INV/2025-26/023096,STU0297,Tuition Fee,4000,07-11-2025,28-10-2025,2025-26
INV/2025-26/020998,STU0180,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2024-25/012857,STU0206,Tuition Fee,3000,08-10-2024,28-09-2024,2024-25
INV/2023-24/002621,STU0153,Tuition Fee,3000,09-08-2023,30-07-2023,2023-24
INV/2025-26/025192,STU0413,Sports Fee,1500,16-04-2025,01-04-2025,2025-26
INV/2025-26/023901,STU0342,Tuition Fee,4000,10-06-2025,31-05-2025,2025-26
INV/2025-26/018266,STU0028,Tuition Fee,2000,08-10-2025,28-09-2025,2025-26
INV/2023-24/001840,STU0109,Tuition Fee,2000,10-07-2023,30-06-2023,2023-24
INV/2023-24/004868,STU0278,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2024-25/017243,STU0450,Tuition Fee,4000,11-04-2024,01-04-2024,2024-25
INV/2024-25/016723,STU0421,Tuition Fee,4000,10-06-2024,31-05-2024,2024-25
INV/2023-24/007127,STU0403,Tuition Fee,4000,05-02-2024,26-01-2024,2023-24
INV/2025-26/018450,STU0039,Tuition Fee,2000,10-07-2025,30-06-2025,2025-26
INV/2024-25/016444,STU0405,Tuition Fee,4000,07-03-2025,25-02-2025,2024-25
INV/2024-25/017667,STU0473,Tuition Fee,4000,05-02-2025,26-01-2025,2024-25
INV/2024-25/009573,STU0020,Tuition Fee,2000,06-01-2025,27-12-2024,2024-25
INV/2023-24/006335,STU0359,Tuition Fee,4000,05-02-2024,26-01-2024,2023-24
INV/2024-25/015382,STU0346,Tuition Fee,4000,07-03-2025,25-02-2025,2024-25
INV/2023-24/004111,STU0236,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2023-24/003403,STU0196,Annual Fee,6000,16-04-2023,01-04-2023,2023-24
INV/2023-24/002412,STU0141,Tuition Fee,3000,06-03-2024,25-02-2024,2023-24
INV/2024-25/016758,STU0423,Tuition Fee,4000,11-05-2024,01-05-2024,2024-25
INV/2023-24/006699,STU0379,Library Fee,1000,16-04-2023,01-04-2023,2023-24
INV/2025-26/021153,STU0189,Tuition Fee,3000,07-12-2025,27-11-2025,2025-26
INV/2023-24/002296,STU0135,Tuition Fee,3000,10-07-2023,30-06-2023,2023-24
INV/2025-26/018183,STU0023,Tuition Fee,2000,07-12-2025,27-11-2025,2025-26
INV/2025-26/022723,STU0276,Annual Fee,8000,16-04-2025,01-04-2025,2025-26
INV/2024-25/011249,STU0117,Tuition Fee,3000,11-04-2024,01-04-2024,2024-25
INV/2023-24/002798,STU0163,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2025-26/023035,STU0294,Tuition Fee,4000,11-04-2025,01-04-2025,2025-26
INV/2024-25/015779,STU0368,Annual Fee,8000,16-04-2024,01-04-2024,2024-25
INV/2024-25/010264,STU0061,Tuition Fee,2000,10-07-2024,30-06-2024,2024-25
INV/2025-26/021424,STU0204,Tuition Fee,3000,06-01-2026,27-12-2025,2025-26
INV/2023-24/007894,STU0446,Tuition Fee,4000,10-07-2023,30-06-2023,2023-24
INV/2023-24/001093,STU0065,Tuition Fee,2000,09-08-2023,30-07-2023,2023-24
INV/2025-26/020356,STU0145,Tuition Fee,3000,10-07-2025,30-06-2025,2025-26
INV/2025-26/021044,STU0183,Tuition Fee,3000,07-11-2025,28-10-2025,2025-26
INV/2024-25/015691,STU0363,Library Fee,1000,16-04-2024,01-04-2024,2024-25
INV/2023-24/005425,STU0309,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2025-26/022456,STU0261,Sports Fee,1500,16-04-2025,01-04-2025,2025-26
INV/2023-24/000590,STU0035,Tuition Fee,2000,06-03-2024,25-02-2024,2023-24
INV/2023-24/008480,STU0478,Lab Fee,2000,16-04-2023,01-04-2023,2023-24
INV/2024-25/016394,STU0402,Sports Fee,1500,16-04-2024,01-04-2024,2024-25
INV/2025-26/023179,STU0302,Tuition Fee,4000,11-04-2025,01-04-2025,2025-26
INV/2024-25/013279,STU0229,Library Fee,500,16-04-2024,01-04-2024,2024-25
INV/2024-25/017646,STU0472,Tuition Fee,4000,07-11-2024,28-10-2024,2024-25
INV/2023-24/003215,STU0186,Tuition Fee,3000,09-08-2023,30-07-2023,2023-24
INV/2025-26/017953,STU0009,Exam Fee,250,13-10-2025,28-09-2025,2025-26
INV/2023-24/004865,STU0277,Exam Fee,375,16-04-2023,01-04-2023,2023-24
INV/2023-24/001752,STU0104,Tuition Fee,2000,11-04-2023,01-04-2023,2023-24
INV/2025-26/025124,STU0410,Tuition Fee,4000,11-05-2025,01-05-2025,2025-26
INV/2023-24/009213,STU0519,Tuition Fee,4000,07-12-2023,27-11-2023,2023-24
INV/2023-24/002322,STU0136,Tuition Fee,3000,06-03-2024,25-02-2024,2023-24
INV/2023-24/004097,STU0235,Tuition Fee,3000,09-08-2023,30-07-2023,2023-24
INV/2025-26/024964,STU0401,Tuition Fee,4000,10-07-2025,30-06-2025,2025-26
INV/2025-26/019530,STU0099,Tuition Fee,3000,08-09-2025,29-08-2025,2025-26
INV/2023-24/004546,STU0260,Tuition Fee,3000,10-07-2023,30-06-2023,2023-24
INV/2024-25/010822,STU0093,Tuition Fee,3000,08-09-2024,29-08-2024,2024-25
INV/2023-24/001327,STU0079,Tuition Fee,2000,11-04-2023,01-04-2023,2023-24
INV/2024-25/013601,STU0247,Annual Fee,6000,16-04-2024,01-04-2024,2024-25
INV/2025-26/019221,STU0082,Tuition Fee,3000,10-06-2025,31-05-2025,2025-26
INV/2025-26/018213,STU0025,Tuition Fee,2000,09-08-2025,30-07-2025,2025-26
INV/2025-26/021133,STU0188,Tuition Fee,3000,08-10-2025,28-09-2025,2025-26
INV/2023-24/007781,STU0439,Exam Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/005825,STU0331,Tuition Fee,4000,09-08-2023,30-07-2023,2023-24
INV/2023-24/002096,STU0124,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2023-24/008376,STU0472,Exam Fee,500,13-10-2023,28-09-2023,2023-24
INV/2025-26/023014,STU0292,Sports Fee,1500,16-04-2025,01-04-2025,2025-26
INV/2025-26/021124,STU0187,Sports Fee,1000,16-04-2025,01-04-2025,2025-26
INV/2025-26/022813,STU0281,Annual Fee,8000,16-04-2025,01-04-2025,2025-26
INV/2023-24/009025,STU0509,Tuition Fee,4000,11-04-2023,01-04-2023,2023-24
INV/2024-25/011971,STU0157,Tuition Fee,3000,10-06-2024,31-05-2024,2024-25
INV/2025-26/021654,STU0217,Tuition Fee,3000,08-09-2025,29-08-2025,2025-26
INV/2025-26/020598,STU0158,Tuition Fee,3000,07-03-2026,25-02-2026,2025-26
INV/2024-25/013751,STU0256,Tuition Fee,3000,11-04-2024,01-04-2024,2024-25
INV/2025-26/020663,STU0162,Tuition Fee,3000,09-08-2025,30-07-2025,2025-26
INV/2025-26/018297,STU0030,Tuition Fee,2000,10-07-2025,30-06-2025,2025-26
INV/2025-26/021000,STU0180,Exam Fee,375,13-10-2025,28-09-2025,2025-26
INV/2025-26/025079,STU0407,Tuition Fee,4000,05-02-2026,26-01-2026,2025-26
INV/2024-25/013827,STU0260,Tuition Fee,3000,09-08-2024,30-07-2024,2024-25
INV/2023-24/007062,STU0399,Exam Fee,500,13-10-2023,28-09-2023,2023-24
INV/2023-24/002703,STU0157,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2024-25/010144,STU0054,Tuition Fee,2000,10-06-2024,31-05-2024,2024-25
INV/2024-25/013420,STU0237,Tuition Fee,3000,07-03-2025,25-02-2025,2024-25
INV/2025-26/018179,STU0023,Tuition Fee,2000,09-08-2025,30-07-2025,2025-26
INV/2024-25/015988,STU0380,Tuition Fee,4000,08-09-2024,29-08-2024,2024-25
INV/2025-26/025123,STU0410,Tuition Fee,4000,11-04-2025,01-04-2025,2025-26
INV/2023-24/000201,STU0012,Library Fee,500,16-04-2023,01-04-2023,2023-24
INV/2023-24/009045,STU0510,Tuition Fee,4000,10-06-2023,31-05-2023,2023-24
INV/2025-26/024326,STU0365,Lab Fee,2000,16-04-2025,01-04-2025,2025-26
INV/2023-24/002563,STU0150,Tuition Fee,3000,11-04-2023,01-04-2023,2023-24
INV/2023-24/003194,STU0185,Tuition Fee,3000,11-05-2023,01-05-2023,2023-24
INV/2024-25/011908,STU0153,Tuition Fee,3000,07-03-2025,25-02-2025,2024-25
INV/2024-25/013735,STU0255,Tuition Fee,3000,10-06-2024,31-05-2024,2024-25
INV/2025-26/023134,STU0299,Tuition Fee,4000,06-01-2026,27-12-2025,2025-26
INV/2024-25/013726,STU0254,Tuition Fee,3000,07-03-2025,25-02-2025,2024-25
INV/2025-26/019130,STU0077,Tuition Fee,3000,11-05-2025,01-05-2025,2025-26
INV/2024-25/011080,STU0107,Tuition Fee,3000,07-03-2025,25-02-2025,2024-25
INV/2024-25/010279,STU0062,Tuition Fee,2000,11-05-2024,01-05-2024,2024-25
INV/2023-24/006527,STU0370,Tuition Fee,4000,09-08-2023,30-07-2023,2023-24
