admission_number,exam_name,subject_code,max_marks,marks_obtained,grade,exam_date,academic_year
STU0037,Unit Test 2,HINNursery,100,45.9,D,28-10-2023,2023-24
STU0262,Unit Test 1,TEL4,100,86.2,A,31-05-2023,2023-24
STU0165,Final,SCI3,100,66.8,B,26-01-2025,2024-25
STU0484,Midterm,ART10,50,21.5,D,30-07-2023,2023-24
STU0357,Unit Test 2,SCI6,100,84.0,A,28-10-2023,2023-24
STU0320,Unit Test 2,SST5,100,48.0,D,28-10-2023,2023-24
STU0470,Unit Test 1,CS10,100,90.7,A+,31-05-2024,2024-25
STU0407,Midterm,ART10,50,49.1,A+,30-07-2025,2025-26
STU0132,Unit Test 1,CS2,50,35.4,B+,31-05-2024,2024-25
STU0420,Unit Test 1,CS8,100,72.8,B+,31-05-2023,2023-24
STU0271,Midterm,PE4,50,41.2,A,30-07-2023,2023-24
STU0192,Unit Test 2,CS4,50,27.8,C,28-10-2025,2025-26
STU0384,Midterm,PE7,50,41.7,A,30-07-2023,2023-24
STU0459,Final,ART10,50,24.7,D,26-01-2025,2024-25
STU0208,Unit Test 2,PE3,50,33.9,B,28-10-2023,2023-24
STU0095,Unit Test 2,CS2,50,47.8,A+,28-10-2025,2025-26
STU0304,Midterm,ART7,50,30.0,B,30-07-2025,2025-26
STU0109,Midterm,PE1,50,44.0,A,30-07-2024,2024-25
STU0352,Unit Test 1,ART7,50,35.9,B+,31-05-2024,2024-25
STU0336,Unit Test 1,MATH6,100,83.2,A,31-05-2023,2023-24
STU0300,Unit Test 1,HIN5,100,83.4,A,31-05-2023,2023-24
STU0328,Midterm,HIN8,100,66.6,B,30-07-2025,2025-26
STU0381,Unit Test 2,ART7,50,35.6,B+,28-10-2023,2023-24
STU0381,Final,SST7,100,56.0,C,26-01-2024,2023-24
STU0332,Midterm,TEL6,100,60.5,B,30-07-2023,2023-24
STU0309,Midterm,ENG5,100,80.0,A,30-07-2023,2023-24
STU0037,Unit Test 2,ARTLKG,50,48.0,A+,28-10-2024,2024-25
STU0196,Unit Test 2,TEL4,100,53.8,C,28-10-2025,2025-26
STU0008,Unit Test 2,HINNursery,100,58.2,C,28-10-2023,2023-24
STU0338,Unit Test 1,ENG6,100,60.0,C,31-05-2023,2023-24
STU0470,Unit Test 2,CS10,100,88.8,A,28-10-2024,2024-25
STU0278,Unit Test 1,CS4,50,26.4,C,31-05-2023,2023-24
STU0357,Midterm,TEL7,100,81.1,A,30-07-2024,2024-25
STU0158,Final,SCI2,100,86.3,A,26-01-2025,2024-25
STU0024,Final,MATHUKG,100,66.2,B,26-01-2026,2025-26
STU0308,Final,TEL7,100,63.2,B,26-01-2026,2025-26
STU0441,Unit Test 2,SCI10,100,76.6,B+,28-10-2024,2024-25
STU0338,Unit Test 1,MATH7,100,70.7,B+,31-05-2024,2024-25
STU0149,Unit Test 1,TEL1,100,62.0,B,31-05-2023,2023-24
STU0509,Midterm,MATH10,100,68.8,B,30-07-2023,2023-24
STU0050,Final,SST1,100,56.1,C,26-01-2026,2025-26
STU0459,Unit Test 1,ART9,50,24.8,D,31-05-2023,2023-24
STU0491,Unit Test 2,PE10,50,43.8,A,28-10-2023,2023-24
STU0073,Unit Test 1,TEL1,100,73.8,B+,31-05-2025,2025-26
STU0196,Unit Test 2,MATH3,100,82.5,A,28-10-2024,2024-25
STU0420,Unit Test 2,SCI8,100,67.8,B,28-10-2023,2023-24
STU0008,Midterm,TELUKG,100,86.0,A,30-07-2025,2025-26
STU0140,Midterm,TEL3,100,72.1,B+,30-07-2025,2025-26
STU0336,Final,ENG8,100,61.0,B,26-01-2026,2025-26
STU0308,Midterm,HIN6,100,68.8,B,30-07-2024,2024-25
STU0278,Final,SST4,100,60.2,B,26-01-2024,2023-24
STU0472,Midterm,PE10,50,37.7,B+,30-07-2024,2024-25
STU0241,Unit Test 2,ART6,50,32.1,B,28-10-2025,2025-26
STU0287,Unit Test 2,MATH5,100,56.4,C,28-10-2023,2023-24
STU0308,Unit Test 1,SST6,100,87.4,A,31-05-2024,2024-25
STU0407,Final,PE10,50,21.5,D,26-01-2026,2025-26
STU0366,Unit Test 1,PE8,50,41.1,A,31-05-2024,2024-25
STU0271,Unit Test 2,CS6,100,72.2,B+,28-10-2025,2025-26
STU0208,Unit Test 1,CS3,50,30.0,C,31-05-2023,2023-24
STU0497,Unit Test 1,CS10,100,96.6,A+,31-05-2023,2023-24
STU0016,Midterm,ENGLKG,100,46.6,D,30-07-2024,2024-25
STU0262,Unit Test 1,SST4,100,55.8,C,31-05-2023,2023-24
STU0456,Midterm,MATH9,100,63.8,B,30-07-2023,2023-24
STU0171,Unit Test 2,SCI3,100,59.5,C,28-10-2024,2024-25
STU0017,Final,EVSLKG,100,75.7,B+,26-01-2025,2024-25
STU0475,Unit Test 1,HIN10,100,89.4,A,31-05-2024,2024-25
STU0446,Midterm,MATH9,100,77.3,B+,30-07-2023,2023-24
STU0140,Midterm,CS1,50,50.0,A+,30-07-2023,2023-24
STU0441,Unit Test 1,PE10,50,37.0,B+,31-05-2024,2024-25
STU0249,Midterm,TEL6,100,70.9,B+,30-07-2025,2025-26
STU0139,Unit Test 1,ENG1,100,54.2,C,31-05-2023,2023-24
STU0301,Final,SST6,100,94.2,A+,26-01-2025,2024-25
STU0102,Unit Test 1,HIN2,100,60.0,B,31-05-2025,2025-26
STU0231,Final,MATH4,100,95.1,A+,26-01-2025,2024-25
STU0359,Midterm,MATH7,100,56.0,C,30-07-2024,2024-25
STU0189,Unit Test 1,TEL2,100,66.4,B,31-05-2023,2023-24
STU0093,Final,SCI1,100,68.2,B,26-01-2025,2024-25
STU0301,Unit Test 2,SCI6,100,50.8,C,28-10-2024,2024-25
STU0050,Final,ENG1,100,96.6,A+,26-01-2026,2025-26
STU0107,Final,PE2,50,34.4,B,26-01-2026,2025-26
STU0165,Final,PE3,50,50.0,A+,26-01-2025,2024-25
STU0153,Midterm,TEL3,100,100.0,A+,30-07-2025,2025-26
STU0139,Unit Test 2,SST2,100,73.3,B+,28-10-2024,2024-25
STU0185,Final,SST3,100,77.3,B+,26-01-2025,2024-25
STU0359,Midterm,SST7,100,90.1,A+,30-07-2024,2024-25
STU0359,Final,HIN6,100,70.4,B+,26-01-2024,2023-24
STU0278,Midterm,MATH4,100,87.0,A,30-07-2023,2023-24
STU0475,Midterm,ART10,50,39.1,B+,30-07-2024,2024-25
STU0139,Unit Test 2,HIN3,100,66.7,B,28-10-2025,2025-26
STU0351,Unit Test 1,HIN7,100,62.4,B,31-05-2024,2024-25
STU0328,Unit Test 1,TEL8,100,59.1,C,31-05-2025,2025-26
STU0416,Unit Test 1,CS9,100,20.8,F,31-05-2024,2024-25
STU0177,Final,CS3,50,40.0,A,26-01-2025,2024-25
STU0196,Final,CS2,50,31.0,B,26-01-2024,2023-24
STU0095,Unit Test 1,SST1,100,61.1,B,31-05-2024,2024-25
STU0262,Midterm,TEL6,100,89.6,A,30-07-2025,2025-26
STU0384,Midterm,MATH8,100,73.8,B+,30-07-2024,2024-25
STU0073,Final,HINLKG,100,71.8,B+,26-01-2024,2023-24
STU0391,Midterm,PE8,50,39.7,B+,30-07-2024,2024-25
STU0282,Unit Test 2,HIN6,100,56.8,C,28-10-2024,2024-25
STU0465,Final,TEL9,100,65.0,B,26-01-2024,2023-24
STU0139,Midterm,MATH1,100,59.3,C,30-07-2023,2023-24
STU0008,Unit Test 2,TELNursery,100,69.9,B,28-10-2023,2023-24
STU0481,Unit Test 2,SST10,100,61.3,B,28-10-2023,2023-24
STU0231,Final,SST4,100,83.3,A,26-01-2025,2024-25
STU0459,Unit Test 2,CS10,100,91.9,A+,28-10-2024,2024-25
STU0338,Midterm,CS7,100,32.3,F,30-07-2024,2024-25
STU0202,Final,CS5,50,42.1,A,26-01-2026,2025-26
STU0439,Unit Test 1,TEL10,100,72.0,B+,31-05-2025,2025-26
STU0320,Unit Test 2,ART6,50,25.6,C,28-10-2024,2024-25
STU0097,Midterm,ENG1,100,57.4,C,30-07-2024,2024-25
STU0366,Midterm,CS9,100,100.0,A+,30-07-2025,2025-26
STU0465,Midterm,PE9,50,42.9,A,30-07-2023,2023-24
STU0336,Unit Test 1,PE7,50,30.9,B,31-05-2024,2024-25
STU0351,Unit Test 2,SST8,100,84.9,A,28-10-2025,2025-26
STU0189,Final,MATH4,100,84.5,A,26-01-2026,2025-26
STU0416,Unit Test 2,ENG9,100,96.5,A+,28-10-2024,2024-25
STU0088,Final,MATH2,100,91.7,A+,26-01-2026,2025-26
STU0165,Midterm,TEL2,100,91.0,A+,30-07-2023,2023-24
STU0090,Unit Test 2,CS2,50,24.1,D,28-10-2025,2025-26
STU0336,Unit Test 1,HIN7,100,100.0,A+,31-05-2024,2024-25
STU0200,Unit Test 1,PE3,50,31.3,B,31-05-2024,2024-25
STU0017,Unit Test 1,ARTLKG,50,26.2,C,31-05-2024,2024-25
STU0095,Final,TEL1,100,61.7,B,26-01-2025,2024-25
STU0475,Final,CS10,100,89.1,A,26-01-2025,2024-25
STU0336,Midterm,MATH7,100,90.4,A+,30-07-2024,2024-25
STU0336,Unit Test 1,SCI8,100,72.5,B+,31-05-2025,2025-26
STU0050,Unit Test 2,TELLKG,100,59.2,C,28-10-2023,2023-24
STU0351,Midterm,TEL8,100,70.0,B+,30-07-2025,2025-26
STU0472,Midterm,PE9,50,26.6,C,30-07-2023,2023-24
STU0444,Final,CS10,100,57.8,C,26-01-2025,2024-25
STU0139,Unit Test 1,SST2,100,67.8,B,31-05-2024,2024-25
STU0200,Midterm,PE3,50,45.9,A+,30-07-2024,2024-25
STU0147,Midterm,CS2,50,47.7,A+,30-07-2024,2024-25
STU0309,Final,HIN6,100,70.3,B+,26-01-2025,2024-25
STU0357,Unit Test 1,TEL7,100,63.6,B,31-05-2024,2024-25
STU0211,Midterm,HIN3,100,85.5,A,30-07-2023,2023-24
STU0364,Midterm,TEL7,100,88.5,A,30-07-2023,2023-24
STU0439,Final,SCI9,100,67.6,B,26-01-2025,2024-25
STU0155,Midterm,SCI2,100,71.1,B+,30-07-2024,2024-25
STU0472,Final,SST10,100,73.2,B+,26-01-2025,2024-25
STU0271,Midterm,ART6,50,29.4,C,30-07-2025,2025-26
STU0088,Unit Test 1,SST2,100,87.5,A,31-05-2025,2025-26
STU0189,Unit Test 2,ENG2,100,56.3,C,28-10-2023,2023-24
STU0171,Unit Test 2,PE4,50,31.4,B,28-10-2025,2025-26
STU0509,Midterm,TEL10,100,57.8,C,30-07-2023,2023-24
STU0356,Final,SCI7,100,83.4,A,26-01-2025,2024-25
STU0132,Unit Test 1,TEL1,100,69.1,B,31-05-2023,2023-24
STU0444,Unit Test 1,PE9,50,34.8,B,31-05-2023,2023-24
STU0202,Final,HIN3,100,80.8,A,26-01-2024,2023-24
STU0407,Unit Test 2,ENG10,100,59.4,C,28-10-2025,2025-26
STU0171,Unit Test 1,SCI4,100,99.3,A+,31-05-2025,2025-26
STU0320,Final,SCI5,100,84.7,A,26-01-2024,2023-24
STU0357,Unit Test 1,PE6,50,22.8,D,31-05-2023,2023-24
STU0360,Unit Test 2,SCI7,100,60.5,B,28-10-2024,2024-25
STU0366,Midterm,MATH9,100,72.7,B+,30-07-2025,2025-26
STU0287,Unit Test 2,HIN7,100,74.4,B+,28-10-2025,2025-26
STU0140,Midterm,MATH2,100,66.6,B,30-07-2024,2024-25
STU0097,Midterm,CS2,50,36.0,B+,30-07-2025,2025-26
STU0338,Midterm,ENG6,100,72.6,B+,30-07-2023,2023-24
STU0065,Final,EVSLKG,100,100.0,A+,26-01-2024,2023-24
STU0287,Final,MATH6,100,98.9,A+,26-01-2025,2024-25
STU0139,Unit Test 2,ENG3,100,94.0,A+,28-10-2025,2025-26
STU0271,Midterm,MATH4,100,81.5,A,30-07-2023,2023-24
STU0357,Final,HIN7,100,63.7,B,26-01-2025,2024-25
STU0384,Unit Test 1,ART8,50,43.8,A,31-05-2024,2024-25
STU0093,Unit Test 2,TEL1,100,71.9,B+,28-10-2024,2024-25
STU0192,Unit Test 2,HIN4,100,81.2,A,28-10-2025,2025-26
STU0390,Unit Test 1,HIN8,100,82.1,A,31-05-2024,2024-25
STU0132,Midterm,ENG3,100,82.9,A,30-07-2025,2025-26
STU0192,Unit Test 1,SCI3,100,69.3,B,31-05-2024,2024-25
STU0424,Unit Test 2,ART8,50,29.2,C,28-10-2023,2023-24
STU0185,Unit Test 2,MATH4,100,83.4,A,28-10-2025,2025-26
STU0423,Unit Test 1,HIN9,100,53.2,C,31-05-2024,2024-25
STU0470,Final,ART9,50,32.0,B,26-01-2024,2023-24
STU0050,Final,PE1,50,27.4,C,26-01-2026,2025-26
STU0444,Midterm,CS10,100,60.1,B,30-07-2024,2024-25
STU0107,Unit Test 1,TEL2,100,60.6,B,31-05-2025,2025-26
STU0177,Unit Test 1,SST4,100,65.9,B,31-05-2025,2025-26
STU0278,Unit Test 2,SST5,100,78.9,B+,28-10-2024,2024-25
STU0192,Midterm,SST3,100,36.0,F,30-07-2024,2024-25
STU0444,Unit Test 1,SCI10,100,81.9,A,31-05-2024,2024-25
STU0308,Final,CS6,100,73.9,B+,26-01-2025,2024-25
STU0211,Unit Test 2,ENG5,100,89.5,A,28-10-2025,2025-26
STU0491,Unit Test 2,MATH10,100,56.1,C,28-10-2023,2023-24
STU0017,Unit Test 1,MATHUKG,100,66.9,B,31-05-2025,2025-26
STU0111,Midterm,MATH2,100,58.4,C,30-07-2025,2025-26
STU0211,Final,ENG4,100,54.7,C,26-01-2025,2024-25
STU0338,Unit Test 2,ART7,50,31.3,B,28-10-2024,2024-25
STU0357,Unit Test 2,HIN6,100,50.4,C,28-10-2023,2023-24
STU0491,Final,SST10,100,69.6,B,26-01-2024,2023-24
STU0184,Unit Test 1,ENG3,100,86.1,A,31-05-2024,2024-25
STU0208,Unit Test 2,MATH3,100,81.6,A,28-10-2023,2023-24
STU0332,Unit Test 2,ENG8,100,82.1,A,28-10-2025,2025-26
STU0200,Unit Test 2,MATH2,100,89.2,A,28-10-2023,2023-24
STU0147,Midterm,TEL2,100,49.1,D,30-07-2024,2024-25
STU0159,Unit Test 2,SST1,100,65.2,B,28-10-2023,2023-24
STU0065,Unit Test 1,EVSUKG,100,55.6,C,31-05-2024,2024-25
STU0301,Unit Test 1,HIN7,100,84.7,A,31-05-2025,2025-26
STU0262,Unit Test 2,SST5,100,62.1,B,28-10-2024,2024-25
STU0016,Final,ARTLKG,50,28.3,C,26-01-2025,2024-25
STU0497,Final,MATH10,100,61.3,B,26-01-2024,2023-24
STU0336,Midterm,TEL6,100,69.4,B,30-07-2023,2023-24
STU0158,Unit Test 2,TEL1,100,58.7,C,28-10-2023,2023-24
STU0202,Midterm,TEL3,100,79.3,B+,30-07-2023,2023-24
STU0475,Unit Test 1,CS10,100,78.7,B+,31-05-2024,2024-25
STU0441,Unit Test 2,PE10,50,39.3,B+,28-10-2024,2024-25
STU0196,Unit Test 2,HIN4,100,53.8,C,28-10-2025,2025-26
STU0171,Unit Test 2,PE3,50,45.4,A+,28-10-2024,2024-25
STU0282,Unit Test 1,PE6,50,49.5,A+,31-05-2024,2024-25
STU0271,Final,SCI5,100,79.2,B+,26-01-2025,2024-25
STU0196,Unit Test 1,ENG2,100,46.8,D,31-05-2023,2023-24
STU0153,Unit Test 1,SST2,100,68.9,B,31-05-2024,2024-25
STU0196,Unit Test 1,SCI4,100,57.5,C,31-05-2025,2025-26
STU0189,Unit Test 2,HIN2,100,79.0,B+,28-10-2023,2023-24
STU0481,Final,TEL10,100,88.5,A,26-01-2024,2023-24
STU0102,Final,SST2,100,70.6,B+,26-01-2026,2025-26
STU0140,Midterm,MATH3,100,91.0,A+,30-07-2025,2025-26
STU0158,Unit Test 2,SST1,100,61.1,B,28-10-2023,2023-24
STU0470,Unit Test 2,SCI9,100,68.8,B,28-10-2023,2023-24
STU0020,Midterm,MATHUKG,100,71.0,B+,30-07-2025,2025-26
STU0184,Final,SST2,100,81.9,A,26-01-2024,2023-24
STU0161,Midterm,CS3,50,27.9,C,30-07-2024,2024-25
STU0381,Final,ENG8,100,67.2,B,26-01-2025,2024-25
STU0132,Unit Test 2,SCI3,100,56.5,C,28-10-2025,2025-26
STU0366,Midterm,MATH8,100,66.4,B,30-07-2024,2024-25
STU0147,Unit Test 1,SCI2,100,87.4,A,31-05-2024,2024-25
STU0308,Final,MATH7,100,72.3,B+,26-01-2026,2025-26
STU0149,Final,PE3,50,42.1,A,26-01-2026,2025-26
STU0390,Midterm,CS9,100,76.3,B+,30-07-2025,2025-26
STU0283,Final,SCI5,100,64.3,B,26-01-2024,2023-24
STU0465,Unit Test 2,TEL10,100,100.0,A+,28-10-2024,2024-25
STU0177,Unit Test 1,CS2,50,37.4,B+,31-05-2023,2023-24
STU0155,Final,SST1,100,76.3,B+,26-01-2024,2023-24
STU0364,Midterm,HIN9,100,66.8,B,30-07-2025,2025-26
STU0189,Unit Test 2,PE2,50,32.7,B,28-10-2023,2023-24
STU0247,Unit Test 1,PE6,50,34.1,B,31-05-2025,2025-26
STU0088,Final,EVSUKG,100,53.8,C,26-01-2024,2023-24
STU0147,Unit Test 2,SST3,100,64.5,B,28-10-2025,2025-26
STU0338,Midterm,MATH6,100,100.0,A+,30-07-2023,2023-24
STU0262,Midterm,CS6,100,94.2,A+,30-07-2025,2025-26
STU0016,Unit Test 1,TELUKG,100,56.1,C,31-05-2025,2025-26
STU0282,Unit Test 1,MATH5,100,82.2,A,31-05-2023,2023-24
STU0384,Final,PE9,50,45.8,A+,26-01-2026,2025-26
STU0200,Unit Test 2,TEL3,100,80.5,A,28-10-2024,2024-25
STU0073,Unit Test 2,PE1,50,32.8,B,28-10-2025,2025-26
STU0287,Final,CS7,100,59.5,C,26-01-2026,2025-26
STU0185,Unit Test 1,MATH4,100,48.6,D,31-05-2025,2025-26
STU0208,Unit Test 1,SST5,100,75.5,B+,31-05-2025,2025-26
STU0139,Midterm,PE1,50,36.3,B+,30-07-2023,2023-24
STU0177,Unit Test 2,SST4,100,61.9,B,28-10-2025,2025-26
STU0459,Unit Test 2,HIN10,100,74.0,B+,28-10-2024,2024-25
STU0095,Unit Test 2,ENG1,100,96.4,A+,28-10-2024,2024-25
STU0020,Midterm,ARTLKG,50,24.6,D,30-07-2024,2024-25
STU0202,Unit Test 2,ENG4,100,64.7,B,28-10-2024,2024-25
STU0308,Final,TEL6,100,69.2,B,26-01-2025,2024-25
STU0093,Unit Test 1,TELUKG,100,54.8,C,31-05-2023,2023-24
STU0336,Unit Test 2,SCI7,100,56.9,C,28-10-2024,2024-25
STU0390,Unit Test 1,TEL9,100,51.2,C,31-05-2025,2025-26
STU0139,Unit Test 2,SST3,100,68.5,B,28-10-2025,2025-26
STU0366,Midterm,SST8,100,78.0,B+,30-07-2024,2024-25
STU0359,Final,SST6,100,55.4,C,26-01-2024,2023-24
STU0277,Unit Test 1,PE6,50,25.4,C,31-05-2025,2025-26
STU0513,Midterm,HIN10,100,50.8,C,30-07-2023,2023-24
STU0515,Unit Test 2,HIN10,100,76.2,B+,28-10-2023,2023-24
STU0211,Final,HIN4,100,55.2,C,26-01-2025,2024-25
STU0155,Unit Test 1,TEL3,100,82.6,A,31-05-2025,2025-26
STU0153,Unit Test 1,ENG1,100,90.9,A+,31-05-2023,2023-24
STU0277,Final,TEL6,100,85.7,A,26-01-2026,2025-26
STU0140,Final,TEL3,100,64.8,B,26-01-2026,2025-26
STU0140,Unit Test 2,CS2,50,42.6,A,28-10-2024,2024-25
STU0111,Unit Test 2,SST2,100,46.6,D,28-10-2025,2025-26
STU0439,Unit Test 2,ENG9,100,71.1,B+,28-10-2024,2024-25
STU0304,Unit Test 2,MATH5,100,54.6,C,28-10-2023,2023-24
STU0196,Final,SCI3,100,89.1,A,26-01-2025,2024-25
STU0364,Final,PE9,50,46.7,A+,26-01-2026,2025-26
STU0202,Unit Test 1,ENG3,100,76.4,B+,31-05-2023,2023-24
STU0515,Unit Test 1,TEL10,100,56.0,C,31-05-2023,2023-24
STU0320,Midterm,SST5,100,65.4,B,30-07-2023,2023-24
STU0308,Final,SCI5,100,27.7,F,26-01-2024,2023-24
STU0249,Unit Test 1,PE6,50,33.6,B,31-05-2025,2025-26
STU0475,Final,MATH10,100,82.8,A,26-01-2025,2024-25
STU0200,Unit Test 2,ENG2,100,92.9,A+,28-10-2023,2023-24
STU0278,Final,CS6,100,69.3,B,26-01-2026,2025-26
STU0095,Midterm,HINUKG,100,75.1,B+,30-07-2023,2023-24
STU0155,Unit Test 1,SST2,100,74.4,B+,31-05-2024,2024-25
STU0381,Unit Test 2,TEL8,100,70.6,B+,28-10-2024,2024-25
STU0088,Unit Test 2,HIN1,100,74.2,B+,28-10-2024,2024-25
STU0211,Final,TEL3,100,81.0,A,26-01-2024,2023-24
STU0456,Final,SCI10,100,77.8,B+,26-01-2025,2024-25
STU0407,Midterm,MATH9,100,48.5,D,30-07-2024,2024-25
STU0139,Final,SCI3,100,58.9,C,26-01-2026,2025-26
STU0351,Midterm,PE6,50,33.3,B,30-07-2023,2023-24
STU0407,Final,HIN9,100,52.2,C,26-01-2025,2024-25
STU0024,Unit Test 1,EVSUKG,100,67.9,B,31-05-2025,2025-26
STU0037,Final,EVSNursery,100,90.9,A+,26-01-2024,2023-24
STU0351,Final,TEL8,100,52.5,C,26-01-2026,2025-26
STU0358,Midterm,TEL8,100,72.2,B+,30-07-2025,2025-26
STU0277,Midterm,TEL6,100,63.2,B,30-07-2025,2025-26
STU0351,Midterm,TEL6,100,81.7,A,30-07-2023,2023-24
STU0177,Midterm,CS4,50,43.7,A,30-07-2025,2025-26
STU0300,Midterm,PE5,50,34.1,B,30-07-2023,2023-24
STU0366,Unit Test 1,HIN9,100,70.0,B,31-05-2025,2025-26
STU0065,Final,TEL1,100,84.6,A,26-01-2026,2025-26
STU0088,Midterm,PE1,50,35.7,B+,30-07-2024,2024-25
STU0309,Final,TEL7,100,70.4,B+,26-01-2026,2025-26
STU0359,Final,PE7,50,35.2,B+,26-01-2025,2024-25
STU0323,Midterm,CS8,100,63.2,B,30-07-2025,2025-26
STU0277,Midterm,MATH4,100,87.6,A,30-07-2023,2023-24
STU0139,Midterm,CS3,50,37.8,B+,30-07-2025,2025-26
STU0155,Unit Test 2,HIN2,100,65.9,B,28-10-2024,2024-25
STU0020,Unit Test 1,EVSUKG,100,83.4,A,31-05-2025,2025-26
STU0037,Midterm,HINLKG,100,98.0,A+,30-07-2024,2024-25
STU0020,Final,ARTLKG,50,35.4,B+,26-01-2025,2024-25
STU0359,Unit Test 2,SST6,100,77.7,B+,28-10-2023,2023-24
STU0287,Unit Test 1,HIN7,100,73.9,B+,31-05-2025,2025-26
STU0503,Unit Test 1,SCI10,100,75.6,B+,31-05-2023,2023-24
STU0301,Unit Test 1,TEL5,100,58.5,C,31-05-2023,2023-24
STU0249,Unit Test 1,ENG6,100,77.2,B+,31-05-2025,2025-26
STU0165,Midterm,CS2,50,39.3,B+,30-07-2023,2023-24
STU0328,Final,ART8,50,25.8,C,26-01-2026,2025-26
STU0016,Final,ARTNursery,50,38.5,B+,26-01-2024,2023-24
STU0262,Midterm,MATH4,100,67.5,B,30-07-2023,2023-24
STU0459,Unit Test 1,ENG9,100,90.3,A+,31-05-2023,2023-24
STU0357,Midterm,CS7,100,59.2,C,30-07-2024,2024-25
STU0271,Unit Test 2,TEL4,100,74.0,B+,28-10-2023,2023-24
STU0211,Unit Test 1,SCI5,100,72.1,B+,31-05-2025,2025-26
STU0196,Midterm,PE2,50,36.8,B+,30-07-2023,2023-24
STU0283,Final,TEL6,100,99.8,A+,26-01-2025,2024-25
STU0424,Unit Test 2,ENG8,100,71.5,B+,28-10-2023,2023-24
STU0287,Unit Test 1,ART6,50,33.7,B,31-05-2024,2024-25
STU0481,Unit Test 2,ART10,50,36.7,B+,28-10-2023,2023-24
STU0390,Unit Test 1,PE9,50,41.5,A,31-05-2025,2025-26
STU0097,Midterm,PE1,50,33.2,B,30-07-2024,2024-25
STU0185,Unit Test 2,SCI3,100,72.2,B+,28-10-2024,2024-25
STU0381,Midterm,ENG7,100,69.2,B,30-07-2023,2023-24
STU0444,Midterm,ENG10,100,43.0,D,30-07-2024,2024-25
STU0171,Unit Test 2,SST4,100,81.1,A,28-10-2025,2025-26
STU0282,Final,ART6,50,42.3,A,26-01-2025,2024-25
STU0165,Final,HIN4,100,75.2,B+,26-01-2026,2025-26
STU0416,Unit Test 2,SCI10,100,64.8,B,28-10-2025,2025-26
STU0107,Midterm,HINUKG,100,69.7,B,30-07-2023,2023-24
STU0384,Midterm,ENG9,100,67.4,B,30-07-2025,2025-26
STU0132,Final,ENG1,100,88.1,A,26-01-2024,2023-24
STU0301,Unit Test 1,ART6,50,29.5,C,31-05-2024,2024-25
STU0509,Unit Test 2,MATH10,100,50.4,C,28-10-2023,2023-24
STU0200,Unit Test 1,SST3,100,92.9,A+,31-05-2024,2024-25
STU0420,Final,ART9,50,36.6,B+,26-01-2025,2024-25
STU0208,Unit Test 2,HIN4,100,96.5,A+,28-10-2024,2024-25
STU0304,Unit Test 2,SST6,100,79.8,B+,28-10-2024,2024-25
STU0161,Unit Test 2,HIN4,100,77.1,B+,28-10-2025,2025-26
STU0231,Final,CS4,50,30.7,B,26-01-2025,2024-25
STU0384,Unit Test 1,CS9,100,61.7,B,31-05-2025,2025-26
STU0465,Unit Test 2,ART9,50,38.6,B+,28-10-2023,2023-24
STU0153,Midterm,SST2,100,61.2,B,30-07-2024,2024-25
STU0390,Midterm,TEL8,100,70.1,B+,30-07-2024,2024-25
STU0444,Unit Test 1,ART9,50,35.4,B+,31-05-2023,2023-24
STU0208,Midterm,HIN5,100,63.2,B,30-07-2025,2025-26
STU0384,Midterm,SST9,100,72.0,B+,30-07-2025,2025-26
STU0416,Final,HIN8,100,74.1,B+,26-01-2024,2023-24
STU0147,Midterm,CS1,50,44.2,A,30-07-2023,2023-24
STU0271,Midterm,MATH5,100,80.1,A,30-07-2024,2024-25
STU0513,Final,SST10,100,73.3,B+,26-01-2024,2023-24
STU0323,Midterm,HIN8,100,66.7,B,30-07-2025,2025-26
STU0208,Unit Test 1,PE3,50,28.8,C,31-05-2023,2023-24
STU0420,Unit Test 2,HIN9,100,53.9,C,28-10-2024,2024-25
STU0249,Final,HIN5,100,90.0,A,26-01-2025,2024-25
STU0364,Unit Test 1,MATH9,100,68.2,B,31-05-2025,2025-26
STU0441,Unit Test 1,SST10,100,47.3,D,31-05-2024,2024-25
STU0037,Final,MATHNursery,100,75.8,B+,26-01-2024,2023-24
STU0171,Unit Test 2,ENG4,100,66.1,B,28-10-2025,2025-26
STU0249,Midterm,MATH5,100,100.0,A+,30-07-2024,2024-25
STU0189,Final,ENG2,100,63.4,B,26-01-2024,2023-24
STU0384,Final,CS9,100,72.5,B+,26-01-2026,2025-26
STU0283,Final,SCI7,100,66.7,B,26-01-2026,2025-26
STU0300,Midterm,ART6,50,38.0,B+,30-07-2024,2024-25
STU0320,Unit Test 2,HIN6,100,75.6,B+,28-10-2024,2024-25
STU0509,Unit Test 1,SST10,100,69.7,B,31-05-2023,2023-24
STU0381,Midterm,PE7,50,44.1,A,30-07-2023,2023-24
STU0159,Unit Test 1,HIN3,100,98.3,A+,31-05-2025,2025-26
STU0050,Unit Test 2,HIN1,100,79.1,B+,28-10-2025,2025-26
STU0149,Unit Test 2,CS3,50,28.6,C,28-10-2025,2025-26
STU0196,Unit Test 2,ENG2,100,73.5,B+,28-10-2023,2023-24
STU0407,Unit Test 1,SST9,100,69.7,B,31-05-2024,2024-25
STU0158,Unit Test 2,ENG3,100,59.6,C,28-10-2025,2025-26
STU0364,Unit Test 2,SCI7,100,100.0,A+,28-10-2023,2023-24
