admission_number,class_name,section_name,roll_number,enrollment_date,academic_year
STU0061,Class 1,B,10,01-04-2025,2025-26
STU0062,Class 1,B,19,01-04-2025,2025-26
STU0063,Class 1,B,1,01-04-2025,2025-26
STU0064,Class 1,B,19,01-04-2025,2025-26
STU0065,Class 1,B,14,01-04-2025,2025-26
STU0066,Class 1,B,4,01-04-2025,2025-26
STU0067,Class 1,B,15,01-04-2025,2025-26
STU0068,Class 1,B,7,01-04-2025,2025-26
STU0069,Class 1,B,19,01-04-2025,2025-26
STU0070,Class 1,B,20,01-04-2025,2025-26
STU0071,Class 1,B,15,01-04-2025,2025-26
STU0072,Class 1,B,1,01-04-2025,2025-26
STU0073,Class 1,B,9,01-04-2025,2025-26
STU0074,Class 1,B,14,01-04-2025,2025-26
STU0075,Class 1,B,20,01-04-2025,2025-26
STU0076,Class 1,B,9,01-04-2025,2025-26
STU0077,Class 1,B,16,01-04-2025,2025-26
STU0078,Class 1,B,6,01-04-2025,2025-26
STU0079,Class 1,B,11,01-04-2025,2025-26
STU0080,Class 1,B,17,01-04-2025,2025-26
STU0081,Class 2,A,16,01-04-2025,2025-26
STU0082,Class 2,A,17,01-04-2025,2025-26
STU0083,Class 2,A,10,01-04-2025,2025-26
STU0084,Class 2,A,10,01-04-2025,2025-26
STU0085,Class 2,A,9,01-04-2025,2025-26
STU0086,Class 2,A,18,01-04-2025,2025-26
STU0087,Class 2,A,8,01-04-2025,2025-26
STU0088,Class 2,A,11,01-04-2025,2025-26
STU0089,Class 2,A,9,01-04-2025,2025-26
STU0090,Class 2,A,18,01-04-2025,2025-26
STU0091,Class 2,A,17,01-04-2025,2025-26
STU0092,Class 2,A,10,01-04-2025,2025-26
STU0093,Class 2,A,15,01-04-2025,2025-26
STU0094,Class 2,A,4,01-04-2025,2025-26
STU0095,Class 2,A,6,01-04-2025,2025-26
STU0096,Class 2,A,16,01-04-2025,2025-26
STU0097,Class 2,A,1,01-04-2025,2025-26
STU0098,Class 2,A,11,01-04-2025,2025-26
STU0099,Class 2,A,17,01-04-2025,2025-26
STU0100,Class 2,A,16,01-04-2025,2025-26
STU0101,Class 2,B,16,01-04-2025,2025-26
STU0102,Class 2,B,6,01-04-2025,2025-26
STU0103,Class 2,B,6,01-04-2025,2025-26
STU0104,Class 2,B,3,01-04-2025,2025-26
STU0105,Class 2,B,14,01-04-2025,2025-26
STU0106,Class 2,B,10,01-04-2025,2025-26
STU0107,Class 2,B,4,01-04-2025,2025-26
STU0108,Class 2,B,15,01-04-2025,2025-26
STU0109,Class 2,B,11,01-04-2025,2025-26
STU0110,Class 2,B,18,01-04-2025,2025-26
STU0111,Class 2,B,6,01-04-2025,2025-26
STU0112,Class 2,B,7,01-04-2025,2025-26
STU0113,Class 2,B,4,01-04-2025,2025-26
STU0114,Class 2,B,8,01-04-2025,2025-26
STU0115,Class 2,B,7,01-04-2025,2025-26
STU0116,Class 2,B,10,01-04-2025,2025-26
STU0117,Class 2,B,17,01-04-2025,2025-26
STU0118,Class 2,B,10,01-04-2025,2025-26
STU0119,Class 2,B,11,01-04-2025,2025-26
STU0120,Class 2,B,17,01-04-2025,2025-26
STU0121,Class 3,A,16,01-04-2025,2025-26
STU0122,Class 3,A,4,01-04-2025,2025-26
STU0123,Class 3,A,10,01-04-2025,2025-26
STU0124,Class 3,A,20,01-04-2025,2025-26
STU0125,Class 3,A,7,01-04-2025,2025-26
STU0126,Class 3,A,19,01-04-2025,2025-26
STU0127,Class 3,A,5,01-04-2025,2025-26
STU0128,Class 3,A,11,01-04-2025,2025-26
STU0129,Class 3,A,6,01-04-2025,2025-26
STU0130,Class 3,A,7,01-04-2025,2025-26
STU0131,Class 3,A,13,01-04-2025,2025-26
STU0132,Class 3,A,6,01-04-2025,2025-26
STU0133,Class 3,A,6,01-04-2025,2025-26
STU0134,Class 3,A,20,01-04-2025,2025-26
STU0135,Class 3,A,6,01-04-2025,2025-26
STU0136,Class 3,A,11,01-04-2025,2025-26
STU0137,Class 3,A,17,01-04-2025,2025-26
STU0138,Class 3,A,16,01-04-2025,2025-26
STU0139,Class 3,A,20,01-04-2025,2025-26
STU0140,Class 3,A,14,01-04-2025,2025-26
STU0141,Class 3,B,9,01-04-2025,2025-26
STU0142,Class 3,B,8,01-04-2025,2025-26
STU0143,Class 3,B,9,01-04-2025,2025-26
STU0144,Class 3,B,16,01-04-2025,2025-26
STU0145,Class 3,B,10,01-04-2025,2025-26
STU0146,Class 3,B,12,01-04-2025,2025-26
STU0147,Class 3,B,5,01-04-2025,2025-26
STU0148,Class 3,B,10,01-04-2025,2025-26
STU0149,Class 3,B,11,01-04-2025,2025-26
STU0150,Class 3,B,12,01-04-2025,2025-26
STU0151,Class 3,B,11,01-04-2025,2025-26
STU0152,Class 3,B,15,01-04-2025,2025-26
STU0153,Class 3,B,10,01-04-2025,2025-26
STU0154,Class 3,B,14,01-04-2025,2025-26
STU0155,Class 3,B,19,01-04-2025,2025-26
STU0156,Class 3,B,13,01-04-2025,2025-26
STU0157,Class 3,B,14,01-04-2025,2025-26
STU0158,Class 3,B,1,01-04-2025,2025-26
STU0159,Class 3,B,13,01-04-2025,2025-26
STU0160,Class 3,B,2,01-04-2025,2025-26
STU0161,Class 4,A,14,01-04-2025,2025-26
STU0162,Class 4,A,12,01-04-2025,2025-26
STU0163,Class 4,A,5,01-04-2025,2025-26
STU0164,Class 4,A,15,01-04-2025,2025-26
STU0165,Class 4,A,9,01-04-2025,2025-26
STU0166,Class 4,A,1,01-04-2025,2025-26
STU0167,Class 4,A,7,01-04-2025,2025-26
STU0168,Class 4,A,7,01-04-2025,2025-26
STU0169,Class 4,A,9,01-04-2025,2025-26
STU0170,Class 4,A,10,01-04-2025,2025-26
STU0171,Class 4,A,12,01-04-2025,2025-26
STU0172,Class 4,A,1,01-04-2025,2025-26
STU0173,Class 4,A,11,01-04-2025,2025-26
STU0174,Class 4,A,14,01-04-2025,2025-26
STU0175,Class 4,A,13,01-04-2025,2025-26
STU0176,Class 4,A,11,01-04-2025,2025-26
STU0177,Class 4,A,18,01-04-2025,2025-26
STU0178,Class 4,A,18,01-04-2025,2025-26
STU0179,Class 4,A,7,01-04-2025,2025-26
STU0180,Class 4,A,7,01-04-2025,2025-26
STU0181,Class 4,B,20,01-04-2025,2025-26
STU0182,Class 4,B,17,01-04-2025,2025-26
STU0183,Class 4,B,15,01-04-2025,2025-26
STU0184,Class 4,B,9,01-04-2025,2025-26
STU0185,Class 4,B,4,01-04-2025,2025-26
STU0186,Class 4,B,3,01-04-2025,2025-26
STU0187,Class 4,B,8,01-04-2025,2025-26
STU0188,Class 4,B,6,01-04-2025,2025-26
STU0189,Class 4,B,11,01-04-2025,2025-26
STU0190,Class 4,B,16,01-04-2025,2025-26
STU0191,Class 4,B,19,01-04-2025,2025-26
STU0192,Class 4,B,16,01-04-2025,2025-26
STU0193,Class 4,B,2,01-04-2025,2025-26
STU0194,Class 4,B,13,01-04-2025,2025-26
STU0195,Class 4,B,16,01-04-2025,2025-26
STU0196,Class 4,B,8,01-04-2025,2025-26
STU0197,Class 4,B,9,01-04-2025,2025-26
STU0198,Class 4,B,20,01-04-2025,2025-26
STU0199,Class 4,B,19,01-04-2025,2025-26
STU0200,Class 4,B,13,01-04-2025,2025-26
STU0201,Class 5,A,2,01-04-2025,2025-26
STU0202,Class 5,A,4,01-04-2025,2025-26
STU0203,Class 5,A,2,01-04-2025,2025-26
STU0204,Class 5,A,11,01-04-2025,2025-26
STU0205,Class 5,A,9,01-04-2025,2025-26
STU0206,Class 5,A,18,01-04-2025,2025-26
STU0207,Class 5,A,12,01-04-2025,2025-26
STU0208,Class 5,A,15,01-04-2025,2025-26
STU0209,Class 5,A,10,01-04-2025,2025-26
STU0210,Class 5,A,4,01-04-2025,2025-26
STU0211,Class 5,A,16,01-04-2025,2025-26
STU0212,Class 5,A,5,01-04-2025,2025-26
STU0213,Class 5,A,3,01-04-2025,2025-26
STU0214,Class 5,A,11,01-04-2025,2025-26
STU0215,Class 5,A,14,01-04-2025,2025-26
STU0216,Class 5,A,5,01-04-2025,2025-26
STU0217,Class 5,A,5,01-04-2025,2025-26
STU0218,Class 5,A,19,01-04-2025,2025-26
STU0219,Class 5,A,10,01-04-2025,2025-26
STU0220,Class 5,A,19,01-04-2025,2025-26
STU0221,Class 5,B,7,01-04-2025,2025-26
STU0222,Class 5,B,18,01-04-2025,2025-26
STU0223,Class 5,B,3,01-04-2025,2025-26
STU0224,Class 5,B,15,01-04-2025,2025-26
STU0225,Class 5,B,8,01-04-2025,2025-26
STU0226,Class 5,B,11,01-04-2025,2025-26
STU0227,Class 5,B,19,01-04-2025,2025-26
STU0228,Class 5,B,18,01-04-2025,2025-26
STU0229,Class 5,B,9,01-04-2025,2025-26
STU0230,Class 5,B,18,01-04-2025,2025-26
STU0231,Class 5,B,17,01-04-2025,2025-26
STU0232,Class 5,B,10,01-04-2025,2025-26
STU0233,Class 5,B,1,01-04-2025,2025-26
STU0234,Class 5,B,5,01-04-2025,2025-26
STU0235,Class 5,B,3,01-04-2025,2025-26
STU0236,Class 5,B,11,01-04-2025,2025-26
STU0237,Class 5,B,12,01-04-2025,2025-26
STU0238,Class 5,B,15,01-04-2025,2025-26
STU0239,Class 5,B,7,01-04-2025,2025-26
STU0240,Class 5,B,6,01-04-2025,2025-26
STU0241,Class 6,A,11,01-04-2025,2025-26
STU0242,Class 6,A,15,01-04-2025,2025-26
STU0243,Class 6,A,8,01-04-2025,2025-26
STU0244,Class 6,A,15,01-04-2025,2025-26
STU0245,Class 6,A,12,01-04-2025,2025-26
STU0246,Class 6,A,11,01-04-2025,2025-26
STU0247,Class 6,A,7,01-04-2025,2025-26
STU0248,Class 6,A,9,01-04-2025,2025-26
STU0249,Class 6,A,9,01-04-2025,2025-26
STU0250,Class 6,A,20,01-04-2025,2025-26
STU0251,Class 6,A,1,01-04-2025,2025-26
STU0252,Class 6,A,5,01-04-2025,2025-26
STU0253,Class 6,A,4,01-04-2025,2025-26
STU0254,Class 6,A,14,01-04-2025,2025-26
STU0255,Class 6,A,14,01-04-2025,2025-26
STU0256,Class 6,A,13,01-04-2025,2025-26
STU0257,Class 6,A,16,01-04-2025,2025-26
STU0258,Class 6,A,2,01-04-2025,2025-26
STU0259,Class 6,A,17,01-04-2025,2025-26
STU0260,Class 6,A,2,01-04-2025,2025-26
STU0261,Class 6,B,17,01-04-2025,2025-26
STU0262,Class 6,B,12,01-04-2025,2025-26
STU0263,Class 6,B,1,01-04-2025,2025-26
STU0264,Class 6,B,19,01-04-2025,2025-26
STU0265,Class 6,B,14,01-04-2025,2025-26
STU0266,Class 6,B,2,01-04-2025,2025-26
STU0267,Class 6,B,17,01-04-2025,2025-26
STU0268,Class 6,B,11,01-04-2025,2025-26
STU0269,Class 6,B,18,01-04-2025,2025-26
STU0270,Class 6,B,16,01-04-2025,2025-26
STU0271,Class 6,B,10,01-04-2025,2025-26
STU0272,Class 6,B,19,01-04-2025,2025-26
STU0273,Class 6,B,11,01-04-2025,2025-26
STU0274,Class 6,B,3,01-04-2025,2025-26
STU0275,Class 6,B,3,01-04-2025,2025-26
STU0276,Class 6,B,19,01-04-2025,2025-26
STU0277,Class 6,B,3,01-04-2025,2025-26
STU0278,Class 6,B,18,01-04-2025,2025-26
STU0279,Class 6,B,4,01-04-2025,2025-26
STU0280,Class 6,B,18,01-04-2025,2025-26
STU0281,Class 7,A,6,01-04-2025,2025-26
STU0282,Class 7,A,17,01-04-2025,2025-26
STU0283,Class 7,A,3,01-04-2025,2025-26
STU0284,Class 7,A,19,01-04-2025,2025-26
STU0285,Class 7,A,15,01-04-2025,2025-26
STU0286,Class 7,A,20,01-04-2025,2025-26
STU0287,Class 7,A,7,01-04-2025,2025-26
STU0288,Class 7,A,3,01-04-2025,2025-26
STU0289,Class 7,A,14,01-04-2025,2025-26
STU0290,Class 7,A,9,01-04-2025,2025-26
STU0291,Class 7,A,15,01-04-2025,2025-26
STU0292,Class 7,A,15,01-04-2025,2025-26
STU0293,Class 7,A,5,01-04-2025,2025-26
STU0294,Class 7,A,11,01-04-2025,2025-26
STU0295,Class 7,A,3,01-04-2025,2025-26
STU0296,Class 7,A,6,01-04-2025,2025-26
STU0297,Class 7,A,19,01-04-2025,2025-26
STU0298,Class 7,A,11,01-04-2025,2025-26
STU0299,Class 7,A,15,01-04-2025,2025-26
STU0300,Class 7,A,17,01-04-2025,2025-26
STU0301,Class 7,B,14,01-04-2025,2025-26
STU0302,Class 7,B,1,01-04-2025,2025-26
STU0303,Class 7,B,13,01-04-2025,2025-26
STU0304,Class 7,B,19,01-04-2025,2025-26
STU0305,Class 7,B,10,01-04-2025,2025-26
STU0306,Class 7,B,1,01-04-2025,2025-26
STU0307,Class 7,B,20,01-04-2025,2025-26
STU0308,Class 7,B,13,01-04-2025,2025-26
STU0309,Class 7,B,1,01-04-2025,2025-26
STU0310,Class 7,B,1,01-04-2025,2025-26
STU0311,Class 7,B,8,01-04-2025,2025-26
STU0312,Class 7,B,11,01-04-2025,2025-26
STU0313,Class 7,B,14,01-04-2025,2025-26
STU0314,Class 7,B,5,01-04-2025,2025-26
STU0315,Class 7,B,9,01-04-2025,2025-26
STU0316,Class 7,B,8,01-04-2025,2025-26
STU0317,Class 7,B,19,01-04-2025,2025-26
STU0318,Class 7,B,11,01-04-2025,2025-26
STU0319,Class 7,B,18,01-04-2025,2025-26
STU0320,Class 7,B,15,01-04-2025,2025-26
STU0321,Class 8,A,7,01-04-2025,2025-26
STU0322,Class 8,A,19,01-04-2025,2025-26
STU0323,Class 8,A,12,01-04-2025,2025-26
STU0324,Class 8,A,19,01-04-2025,2025-26
STU0325,Class 8,A,5,01-04-2025,2025-26
STU0326,Class 8,A,7,01-04-2025,2025-26
STU0327,Class 8,A,5,01-04-2025,2025-26
STU0328,Class 8,A,7,01-04-2025,2025-26
STU0329,Class 8,A,10,01-04-2025,2025-26
STU0330,Class 8,A,6,01-04-2025,2025-26
STU0331,Class 8,A,4,01-04-2025,2025-26
STU0332,Class 8,A,1,01-04-2025,2025-26
STU0333,Class 8,A,18,01-04-2025,2025-26
STU0334,Class 8,A,20,01-04-2025,2025-26
STU0335,Class 8,A,2,01-04-2025,2025-26
STU0336,Class 8,A,5,01-04-2025,2025-26
STU0337,Class 8,A,18,01-04-2025,2025-26
STU0338,Class 8,A,12,01-04-2025,2025-26
STU0339,Class 8,A,3,01-04-2025,2025-26
STU0340,Class 8,A,11,01-04-2025,2025-26
STU0341,Class 8,B,11,01-04-2025,2025-26
STU0342,Class 8,B,8,01-04-2025,2025-26
STU0343,Class 8,B,7,01-04-2025,2025-26
STU0344,Class 8,B,7,01-04-2025,2025-26
STU0345,Class 8,B,10,01-04-2025,2025-26
STU0346,Class 8,B,6,01-04-2025,2025-26
STU0347,Class 8,B,14,01-04-2025,2025-26
STU0348,Class 8,B,9,01-04-2025,2025-26
STU0349,Class 8,B,8,01-04-2025,2025-26
STU0350,Class 8,B,7,01-04-2025,2025-26
STU0351,Class 8,B,12,01-04-2025,2025-26
STU0352,Class 8,B,1,01-04-2025,2025-26
STU0353,Class 8,B,5,01-04-2025,2025-26
STU0354,Class 8,B,15,01-04-2025,2025-26
STU0355,Class 8,B,4,01-04-2025,2025-26
STU0356,Class 8,B,13,01-04-2025,2025-26
STU0357,Class 8,B,1,01-04-2025,2025-26
STU0358,Class 8,B,15,01-04-2025,2025-26
STU0359,Class 8,B,7,01-04-2025,2025-26
STU0360,Class 8,B,13,01-04-2025,2025-26
STU0361,Class 9,A,2,01-04-2025,2025-26
STU0362,Class 9,A,15,01-04-2025,2025-26
STU0363,Class 9,A,15,01-04-2025,2025-26
STU0364,Class 9,A,13,01-04-2025,2025-26
STU0365,Class 9,A,7,01-04-2025,2025-26
STU0366,Class 9,A,7,01-04-2025,2025-26
STU0367,Class 9,A,13,01-04-2025,2025-26
STU0368,Class 9,A,19,01-04-2025,2025-26
STU0369,Class 9,A,4,01-04-2025,2025-26
STU0370,Class 9,A,3,01-04-2025,2025-26
STU0371,Class 9,A,6,01-04-2025,2025-26
STU0372,Class 9,A,17,01-04-2025,2025-26
STU0373,Class 9,A,19,01-04-2025,2025-26
STU0374,Class 9,A,17,01-04-2025,2025-26
STU0375,Class 9,A,4,01-04-2025,2025-26
STU0376,Class 9,A,6,01-04-2025,2025-26
STU0377,Class 9,A,7,01-04-2025,2025-26
STU0378,Class 9,A,4,01-04-2025,2025-26
STU0379,Class 9,A,16,01-04-2025,2025-26
STU0380,Class 9,A,20,01-04-2025,2025-26
STU0381,Class 9,B,12,01-04-2025,2025-26
STU0382,Class 9,B,11,01-04-2025,2025-26
STU0383,Class 9,B,14,01-04-2025,2025-26
STU0384,Class 9,B,7,01-04-2025,2025-26
STU0385,Class 9,B,7,01-04-2025,2025-26
STU0386,Class 9,B,3,01-04-2025,2025-26
STU0387,Class 9,B,17,01-04-2025,2025-26
STU0388,Class 9,B,12,01-04-2025,2025-26
STU0389,Class 9,B,16,01-04-2025,2025-26
STU0390,Class 9,B,9,01-04-2025,2025-26
STU0391,Class 9,B,17,01-04-2025,2025-26
STU0392,Class 9,B,4,01-04-2025,2025-26
STU0393,Class 9,B,15,01-04-2025,2025-26
STU0394,Class 9,B,1,01-04-2025,2025-26
STU0395,Class 9,B,1,01-04-2025,2025-26
STU0396,Class 9,B,13,01-04-2025,2025-26
STU0397,Class 9,B,14,01-04-2025,2025-26
STU0398,Class 9,B,13,01-04-2025,2025-26
STU0399,Class 9,B,4,01-04-2025,2025-26
STU0400,Class 9,B,12,01-04-2025,2025-26
STU0401,Class 10,A,12,01-04-2025,2025-26
STU0402,Class 10,A,10,01-04-2025,2025-26
STU0403,Class 10,A,3,01-04-2025,2025-26
STU0404,Class 10,A,14,01-04-2025,2025-26
STU0405,Class 10,A,10,01-04-2025,2025-26
STU0406,Class 10,A,8,01-04-2025,2025-26
STU0407,Class 10,A,3,01-04-2025,2025-26
STU0408,Class 10,A,13,01-04-2025,2025-26
STU0409,Class 10,A,16,01-04-2025,2025-26
STU0410,Class 10,A,1,01-04-2025,2025-26
STU0411,Class 10,A,9,01-04-2025,2025-26
STU0412,Class 10,A,11,01-04-2025,2025-26
STU0413,Class 10,A,2,01-04-2025,2025-26
STU0414,Class 10,A,5,01-04-2025,2025-26
STU0415,Class 10,A,8,01-04-2025,2025-26
STU0416,Class 10,A,6,01-04-2025,2025-26
STU0417,Class 10,A,19,01-04-2025,2025-26
STU0418,Class 10,A,1,01-04-2025,2025-26
STU0419,Class 10,A,5,01-04-2025,2025-26
STU0420,Class 10,A,17,01-04-2025,2025-26
STU0421,Class 10,B,5,01-04-2025,2025-26
STU0422,Class 10,B,5,01-04-2025,2025-26
STU0423,Class 10,B,16,01-04-2025,2025-26
STU0424,Class 10,B,2,01-04-2025,2025-26
STU0425,Class 10,B,2,01-04-2025,2025-26
STU0426,Class 10,B,20,01-04-2025,2025-26
STU0427,Class 10,B,7,01-04-2025,2025-26
STU0428,Class 10,B,10,01-04-2025,2025-26
STU0429,Class 10,B,12,01-04-2025,2025-26
STU0430,Class 10,B,20,01-04-2025,2025-26
STU0431,Class 10,B,14,01-04-2025,2025-26
STU0432,Class 10,B,6,01-04-2025,2025-26
STU0433,Class 10,B,14,01-04-2025,2025-26
STU0434,Class 10,B,6,01-04-2025,2025-26
STU0435,Class 10,B,6,01-04-2025,2025-26
STU0436,Class 10,B,17,01-04-2025,2025-26
STU0437,Class 10,B,5,01-04-2025,2025-26
STU0438,Class 10,B,6,01-04-2025,2025-26
STU0439,Class 10,B,12,01-04-2025,2025-26
STU0440,Class 10,B,4,01-04-2025,2025-26
