admission_number,date,status,remarks
STU0365,27-04-2023,PRESENT,
STU0287,02-02-2026,PRESENT,
STU0456,02-11-2024,PRESENT,
STU0208,06-02-2025,ABSENT,Family event
STU0180,17-11-2023,PRESENT,
STU0010,03-12-2024,PRESENT,
STU0298,03-06-2023,PRESENT,
STU0365,06-09-2023,PRESENT,
STU0150,30-04-2025,PRESENT,
STU0256,14-06-2025,LEAVE,Family function
STU0147,20-04-2023,HALF_DAY,
STU0392,15-03-2024,PRESENT,
STU0188,03-06-2025,PRESENT,
STU0180,26-09-2023,PRESENT,
STU0430,27-06-2024,PRESENT,
STU0380,15-07-2024,PRESENT,
STU0186,24-04-2023,PRESENT,
STU0380,19-04-2025,PRESENT,
STU0067,30-10-2025,PRESENT,
STU0073,08-03-2025,PRESENT,
STU0278,04-06-2025,HALF_DAY,
STU0206,30-11-2023,LATE,
STU0380,19-02-2026,ABSENT,Not informed
STU0336,09-07-2025,PRESENT,
STU0366,17-07-2023,HALF_DAY,
STU0187,01-07-2024,PRESENT,
STU0033,23-08-2025,PRESENT,
STU0211,20-02-2026,PRESENT,
STU0319,18-06-2024,PRESENT,
STU0216,28-08-2023,PRESENT,
STU0357,24-06-2023,PRESENT,
STU0366,26-09-2023,ABSENT,Not informed
STU0185,15-10-2024,PRESENT,
STU0269,21-05-2024,ABSENT,Sick
STU0246,22-08-2025,PRESENT,
STU0113,02-11-2024,PRESENT,
STU0269,12-04-2024,PRESENT,
STU0211,18-06-2024,PRESENT,
STU0071,30-06-2025,PRESENT,
STU0324,05-09-2025,PRESENT,
STU0162,27-03-2025,HALF_DAY,
STU0272,23-12-2025,PRESENT,
STU0126,19-11-2024,PRESENT,
STU0342,04-07-2024,PRESENT,
STU0429,28-08-2025,PRESENT,
STU0111,26-09-2024,ABSENT,
STU0126,26-07-2024,PRESENT,
STU0112,16-05-2024,PRESENT,
STU0110,23-09-2024,HALF_DAY,
STU0336,13-06-2023,PRESENT,
STU0211,19-06-2023,HALF_DAY,
STU0094,27-04-2023,PRESENT,
STU0100,02-05-2025,PRESENT,
STU0057,27-04-2023,PRESENT,
STU0071,16-04-2025,PRESENT,
STU0405,19-02-2026,PRESENT,
STU0136,22-11-2025,PRESENT,
STU0052,07-06-2023,PRESENT,
STU0180,28-08-2023,PRESENT,
STU0389,30-07-2024,PRESENT,
STU0336,01-03-2024,PRESENT,
STU0061,11-06-2024,LATE,
STU0078,04-06-2025,PRESENT,
STU0157,18-06-2024,PRESENT,
STU0349,17-11-2023,ABSENT,Not informed
STU0067,10-09-2025,PRESENT,
STU0136,14-07-2025,LATE,
STU0298,22-06-2023,PRESENT,
STU0276,04-07-2024,PRESENT,
STU0336,22-08-2025,PRESENT,
STU0286,10-09-2025,PRESENT,
STU0055,19-04-2025,PRESENT,
STU0147,04-06-2025,PRESENT,
STU0022,12-03-2024,PRESENT,
STU0230,10-05-2023,PRESENT,
STU0392,14-04-2023,PRESENT,
STU0307,10-09-2025,PRESENT,
STU0147,10-05-2023,PRESENT,
STU0105,15-03-2025,PRESENT,
STU0493,15-09-2023,PRESENT,
STU0207,20-02-2025,ABSENT,Family event
STU0147,02-06-2023,PRESENT,
STU0493,03-10-2023,ABSENT,
STU0180,10-05-2023,PRESENT,
STU0022,29-01-2024,PRESENT,
STU0147,02-06-2025,PRESENT,
STU0230,03-06-2023,PRESENT,
STU0298,15-09-2023,PRESENT,
STU0347,04-03-2024,PRESENT,
STU0057,19-03-2024,HALF_DAY,
STU0150,12-01-2026,PRESENT,
STU0254,28-03-2025,PRESENT,
STU0209,03-06-2025,PRESENT,
STU0094,24-04-2023,LEAVE,
STU0365,15-09-2023,PRESENT,
STU0478,31-07-2023,PRESENT,
STU0046,23-08-2025,PRESENT,
STU0057,06-09-2023,PRESENT,
STU0241,02-07-2024,PRESENT,
STU0332,12-05-2025,ABSENT,
STU0287,08-01-2026,LATE,
STU0349,01-02-2024,PRESENT,
STU0338,15-03-2025,PRESENT,
STU0033,14-04-2025,PRESENT,
STU0477,13-02-2024,PRESENT,
STU0073,05-08-2024,LEAVE,Family function
STU0055,12-01-2026,ABSENT,Sick
STU0211,19-04-2025,PRESENT,
STU0418,24-06-2023,PRESENT,
STU0275,01-07-2024,ABSENT,Sick
STU0143,01-08-2024,PRESENT,
STU0016,31-07-2024,PRESENT,
STU0157,01-11-2024,PRESENT,
STU0256,30-06-2025,ABSENT,Family event
STU0140,29-01-2024,PRESENT,
STU0457,17-07-2023,HALF_DAY,
STU0064,14-04-2023,PRESENT,
STU0380,10-01-2026,PRESENT,
STU0485,13-06-2023,PRESENT,
STU0041,20-06-2025,PRESENT,
STU0195,23-06-2025,PRESENT,
STU0041,02-02-2026,LEAVE,Medical leave
STU0478,10-05-2023,PRESENT,
STU0316,08-02-2024,PRESENT,
STU0188,23-06-2025,PRESENT,
STU0212,19-04-2025,PRESENT,
STU0157,15-07-2024,PRESENT,
STU0186,21-02-2024,PRESENT,
STU0311,09-01-2026,PRESENT,
STU0071,30-10-2025,PRESENT,
STU0016,23-09-2024,PRESENT,
STU0336,12-01-2026,PRESENT,
STU0425,09-12-2023,PRESENT,
STU0022,08-02-2024,ABSENT,
STU0185,15-07-2024,PRESENT,
STU0405,10-01-2026,PRESENT,
STU0276,30-09-2024,PRESENT,
STU0338,12-02-2025,PRESENT,
STU0111,28-08-2024,PRESENT,
STU0111,01-03-2024,PRESENT,
STU0216,23-12-2025,PRESENT,
STU0052,13-02-2024,PRESENT,
STU0010,06-02-2025,PRESENT,
STU0188,19-04-2025,PRESENT,
STU0034,09-11-2023,PRESENT,
STU0067,23-08-2025,PRESENT,
STU0111,31-07-2024,PRESENT,
STU0111,28-03-2025,PRESENT,
STU0338,27-06-2024,PRESENT,
STU0140,02-06-2023,PRESENT,
STU0241,30-07-2024,PRESENT,
STU0066,12-02-2025,ABSENT,Sick
STU0046,09-01-2026,ABSENT,Sick
STU0044,08-03-2025,PRESENT,
STU0188,08-12-2025,PRESENT,
STU0057,14-04-2023,PRESENT,
STU0361,09-12-2023,HALF_DAY,
STU0150,14-07-2025,PRESENT,
STU0332,23-06-2025,PRESENT,
STU0342,23-09-2024,PRESENT,
STU0476,11-09-2024,LATE,
STU0457,30-11-2023,LEAVE,
STU0046,12-05-2025,PRESENT,
STU0034,27-04-2023,ABSENT,Not informed
STU0053,30-10-2025,PRESENT,
STU0336,03-10-2023,PRESENT,
STU0016,12-04-2024,PRESENT,
STU0010,01-10-2024,PRESENT,
STU0008,22-06-2023,LATE,
STU0254,27-06-2024,PRESENT,
STU0052,08-07-2023,PRESENT,
STU0140,30-11-2023,PRESENT,
STU0343,03-10-2023,PRESENT,
STU0041,12-01-2026,LATE,
STU0188,14-07-2025,PRESENT,
STU0430,12-02-2026,PRESENT,
STU0242,12-04-2024,PRESENT,
STU0430,02-05-2025,PRESENT,
STU0380,02-01-2026,PRESENT,
STU0336,23-08-2025,PRESENT,
STU0222,28-08-2024,PRESENT,
STU0324,15-09-2023,PRESENT,
STU0450,15-09-2023,LATE,
STU0033,10-09-2025,PRESENT,
STU0342,02-09-2024,PRESENT,
STU0395,02-09-2024,PRESENT,
STU0112,01-10-2024,PRESENT,
STU0211,14-04-2025,PRESENT,
STU0216,05-01-2026,PRESENT,
STU0246,02-06-2025,ABSENT,
STU0192,28-03-2025,PRESENT,
STU0380,20-06-2025,ABSENT,
STU0053,08-01-2026,ABSENT,
STU0365,08-07-2023,PRESENT,
STU0033,04-06-2025,PRESENT,
STU0457,02-09-2024,PRESENT,
STU0325,30-09-2024,PRESENT,
STU0241,15-03-2025,PRESENT,
STU0041,08-12-2025,ABSENT,Not informed
STU0429,12-05-2025,PRESENT,
STU0195,22-11-2025,PRESENT,
STU0491,01-03-2024,PRESENT,
STU0485,22-01-2024,PRESENT,
STU0485,06-09-2023,HALF_DAY,
STU0055,05-09-2025,ABSENT,Sick
STU0392,06-01-2024,ABSENT,Not informed
STU0343,21-02-2024,PRESENT,
STU0034,17-11-2023,PRESENT,
STU0208,26-11-2024,PRESENT,
STU0325,17-08-2024,PRESENT,
STU0195,16-04-2025,PRESENT,
STU0509,01-02-2024,PRESENT,
STU0276,12-04-2024,PRESENT,
STU0476,16-05-2024,PRESENT,
STU0053,22-11-2025,PRESENT,
STU0457,05-02-2024,PRESENT,
STU0053,02-05-2025,PRESENT,
STU0258,13-06-2023,PRESENT,
STU0066,06-02-2025,PRESENT,
STU0105,12-02-2025,PRESENT,
STU0276,18-06-2024,PRESENT,
STU0073,16-05-2024,PRESENT,
STU0008,29-01-2024,PRESENT,
STU0274,17-07-2023,LATE,
STU0188,10-01-2026,PRESENT,
STU0208,31-07-2024,PRESENT,
STU0366,07-06-2023,ABSENT,Not informed
STU0026,04-07-2024,PRESENT,
STU0143,20-02-2025,PRESENT,
STU0319,16-05-2024,PRESENT,
STU0209,05-01-2026,PRESENT,
STU0457,02-11-2024,PRESENT,
STU0338,18-06-2024,PRESENT,
STU0125,04-07-2024,PRESENT,
STU0186,30-08-2023,PRESENT,
STU0357,05-08-2024,PRESENT,
STU0324,29-10-2025,PRESENT,
STU0278,14-04-2025,PRESENT,
STU0270,30-07-2024,PRESENT,
STU0212,03-06-2025,PRESENT,
STU0112,26-07-2024,PRESENT,
STU0256,02-02-2026,PRESENT,
STU0336,30-10-2025,LEAVE,
STU0254,10-12-2024,PRESENT,
STU0143,30-09-2024,PRESENT,
STU0332,08-01-2026,PRESENT,
STU0303,05-08-2024,PRESENT,
STU0486,22-01-2024,PRESENT,
STU0307,14-07-2025,PRESENT,
STU0010,27-03-2025,PRESENT,
STU0356,28-08-2023,PRESENT,
STU0067,13-01-2026,PRESENT,
STU0078,28-08-2025,PRESENT,
STU0276,16-05-2024,PRESENT,
STU0110,16-05-2024,PRESENT,
STU0207,06-01-2024,PRESENT,
STU0105,16-05-2024,PRESENT,
STU0041,14-07-2025,ABSENT,Not informed
STU0216,12-04-2025,PRESENT,
STU0278,13-01-2026,PRESENT,
STU0450,15-03-2024,HALF_DAY,
STU0113,30-07-2024,PRESENT,
STU0041,14-04-2025,PRESENT,
STU0403,23-12-2025,PRESENT,
STU0111,27-06-2024,PRESENT,
STU0242,26-09-2024,PRESENT,
STU0033,13-01-2026,PRESENT,
STU0347,30-08-2023,ABSENT,Not informed
STU0485,08-02-2024,PRESENT,
STU0405,14-06-2025,PRESENT,
STU0325,16-05-2024,PRESENT,
STU0254,06-07-2024,PRESENT,
STU0053,09-01-2026,PRESENT,
STU0071,20-02-2026,PRESENT,
STU0349,14-04-2023,LATE,
STU0336,09-11-2023,PRESENT,
STU0324,10-05-2023,PRESENT,
STU0094,15-03-2024,PRESENT,
STU0425,27-04-2023,PRESENT,
STU0078,13-02-2024,LEAVE,Family function
STU0026,28-03-2025,PRESENT,
STU0140,09-11-2023,PRESENT,
STU0188,05-09-2025,PRESENT,
STU0010,02-09-2024,PRESENT,
STU0476,19-11-2024,PRESENT,
STU0347,12-12-2023,PRESENT,
STU0112,05-08-2024,PRESENT,
STU0079,10-05-2023,PRESENT,
STU0357,17-08-2024,PRESENT,
STU0150,19-04-2025,PRESENT,
STU0157,02-09-2024,PRESENT,
STU0380,16-12-2025,PRESENT,
STU0111,15-09-2023,PRESENT,
STU0113,16-05-2024,PRESENT,
STU0071,12-04-2025,PRESENT,
STU0307,28-08-2025,PRESENT,
STU0052,17-11-2023,PRESENT,
STU0478,22-06-2023,PRESENT,
STU0450,07-06-2023,PRESENT,
STU0452,26-11-2024,PRESENT,
STU0461,03-12-2024,HALF_DAY,
STU0303,11-06-2024,PRESENT,
STU0192,30-09-2024,PRESENT,
STU0342,27-03-2025,PRESENT,
STU0136,30-10-2025,PRESENT,
STU0366,15-03-2024,ABSENT,Not informed
STU0185,06-02-2025,ABSENT,Not informed
STU0073,01-10-2024,PRESENT,
STU0365,02-06-2023,PRESENT,
STU0357,27-03-2025,HALF_DAY,
STU0136,02-02-2026,PRESENT,
STU0100,09-01-2026,HALF_DAY,
STU0207,10-12-2024,PRESENT,
STU0357,01-07-2024,LATE,
STU0260,03-11-2025,ABSENT,Not informed
STU0064,22-06-2023,PRESENT,
STU0212,22-08-2025,PRESENT,
STU0343,09-12-2023,PRESENT,
STU0457,01-02-2024,PRESENT,
STU0185,05-08-2024,PRESENT,
STU0152,20-06-2025,PRESENT,
STU0039,04-06-2025,LATE,
STU0143,11-09-2024,PRESENT,
STU0392,03-10-2023,PRESENT,
STU0057,12-03-2024,PRESENT,
STU0207,11-06-2024,PRESENT,
STU0478,03-10-2023,PRESENT,
STU0270,23-09-2024,LATE,
STU0211,27-06-2024,PRESENT,
STU0073,12-02-2025,PRESENT,
STU0278,09-07-2025,PRESENT,
STU0272,20-02-2026,PRESENT,
STU0067,12-04-2025,ABSENT,Not informed
STU0342,16-05-2024,PRESENT,
STU0380,03-02-2026,PRESENT,
STU0046,28-08-2025,LEAVE,Family function
STU0147,10-01-2026,PRESENT,
STU0380,14-04-2025,ABSENT,Not informed
STU0208,02-11-2024,PRESENT,
STU0039,03-06-2025,PRESENT,
STU0055,10-09-2025,PRESENT,
STU0438,12-03-2024,HALF_DAY,
STU0356,27-04-2023,PRESENT,
STU0429,08-01-2026,LATE,
STU0274,14-04-2023,PRESENT,
STU0491,15-03-2024,PRESENT,
STU0476,30-07-2024,PRESENT,
STU0222,30-09-2024,PRESENT,
STU0357,17-07-2023,PRESENT,
STU0216,30-10-2025,PRESENT,
STU0270,12-04-2024,PRESENT,
STU0052,06-01-2024,PRESENT,
STU0207,05-02-2024,PRESENT,
STU0162,15-10-2024,PRESENT,
STU0509,26-09-2023,PRESENT,
STU0057,26-09-2023,PRESENT,
STU0192,26-11-2024,PRESENT,
STU0242,08-03-2025,PRESENT,
STU0046,14-04-2025,PRESENT,
STU0067,10-01-2026,PRESENT,
STU0157,12-02-2025,PRESENT,
STU0476,27-03-2025,PRESENT,
STU0195,12-01-2026,PRESENT,
STU0316,24-06-2023,PRESENT,
STU0094,04-03-2024,PRESENT,
STU0207,01-03-2024,PRESENT,
STU0269,29-05-2024,PRESENT,
STU0382,28-08-2023,PRESENT,
STU0357,30-08-2023,PRESENT,
STU0136,12-04-2025,PRESENT,
STU0147,07-06-2023,HALF_DAY,
STU0211,28-08-2025,PRESENT,
STU0110,27-03-2025,PRESENT,
STU0211,17-11-2023,PRESENT,
STU0192,05-04-2024,LATE,
STU0342,31-07-2024,PRESENT,
STU0405,03-02-2026,PRESENT,
STU0110,28-03-2025,ABSENT,Sick
STU0365,19-03-2024,LEAVE,Family function
STU0366,12-12-2023,PRESENT,
STU0287,02-05-2025,PRESENT,
STU0432,20-02-2026,PRESENT,
STU0078,09-07-2025,PRESENT,
STU0418,22-06-2023,PRESENT,
STU0303,27-03-2025,PRESENT,
STU0216,19-04-2025,PRESENT,
STU0157,06-07-2024,ABSENT,Sick
STU0382,19-06-2023,HALF_DAY,
STU0064,01-02-2024,ABSENT,Family event
STU0476,29-05-2024,PRESENT,
STU0209,02-05-2025,ABSENT,Not informed
STU0450,05-02-2024,PRESENT,
STU0349,15-09-2023,ABSENT,
STU0361,30-11-2023,PRESENT,
STU0186,03-06-2023,PRESENT,
STU0061,15-10-2024,PRESENT,
STU0392,08-07-2023,LATE,
STU0192,31-07-2024,ABSENT,Not informed
STU0071,10-09-2025,PRESENT,
STU0055,02-06-2025,PRESENT,
STU0347,01-02-2024,PRESENT,
STU0307,04-06-2025,PRESENT,
STU0336,02-02-2026,PRESENT,
STU0403,03-11-2025,PRESENT,
STU0192,15-03-2025,PRESENT,
STU0125,17-08-2024,PRESENT,
STU0347,29-01-2024,PRESENT,
STU0147,09-12-2023,LATE,
STU0485,05-02-2024,PRESENT,
STU0066,05-08-2024,LATE,
STU0033,19-02-2026,ABSENT,Not informed
STU0055,22-11-2025,PRESENT,
STU0147,12-01-2026,PRESENT,
STU0034,17-07-2023,PRESENT,
STU0143,15-07-2024,PRESENT,
STU0064,03-10-2023,PRESENT,
STU0152,23-12-2025,PRESENT,
STU0067,19-04-2025,PRESENT,
STU0152,09-01-2026,PRESENT,
STU0207,18-06-2024,LATE,
STU0147,28-08-2023,ABSENT,Sick
STU0366,14-04-2023,PRESENT,
STU0207,26-11-2024,ABSENT,Sick
STU0055,22-08-2025,PRESENT,
STU0342,28-08-2024,PRESENT,
STU0216,12-05-2025,PRESENT,
STU0242,17-08-2024,PRESENT,
STU0152,02-06-2025,PRESENT,
STU0336,14-06-2025,PRESENT,
STU0147,12-03-2024,PRESENT,
STU0246,09-01-2026,PRESENT,
STU0241,26-09-2024,PRESENT,
STU0486,09-12-2023,PRESENT,
STU0207,30-07-2024,PRESENT,
STU0287,14-06-2025,PRESENT,
STU0052,13-06-2023,PRESENT,
STU0241,01-07-2024,PRESENT,
STU0392,15-09-2023,PRESENT,
STU0450,24-06-2023,PRESENT,
STU0230,24-06-2023,ABSENT,Not informed
STU0366,15-09-2023,PRESENT,
STU0073,15-10-2024,PRESENT,
STU0405,02-05-2025,PRESENT,
STU0230,14-04-2023,PRESENT,
STU0349,29-01-2024,PRESENT,
STU0053,19-02-2026,LATE,
STU0207,26-09-2023,PRESENT,
STU0336,22-01-2024,PRESENT,
STU0101,30-07-2024,LEAVE,Family function
STU0222,17-08-2024,PRESENT,
STU0429,30-06-2025,PRESENT,
STU0343,06-01-2024,LATE,
STU0254,28-08-2024,PRESENT,
STU0361,13-06-2023,PRESENT,
STU0242,29-05-2024,PRESENT,
STU0342,05-04-2024,PRESENT,
STU0010,02-07-2024,LATE,
STU0010,01-07-2024,PRESENT,
STU0022,17-11-2023,PRESENT,
STU0026,26-11-2024,PRESENT,
STU0380,14-07-2025,PRESENT,
STU0450,27-04-2023,PRESENT,
STU0073,29-05-2024,PRESENT,
STU0405,19-04-2025,PRESENT,
STU0111,31-07-2023,PRESENT,
STU0390,27-06-2024,PRESENT,
STU0272,20-06-2025,PRESENT,
STU0382,02-06-2023,ABSENT,Sick
STU0287,10-01-2026,PRESENT,
STU0256,12-02-2026,HALF_DAY,
STU0078,13-01-2026,PRESENT,
STU0380,20-02-2026,PRESENT,
STU0457,08-03-2025,PRESENT,
STU0390,02-09-2024,ABSENT,Sick
STU0357,08-02-2024,PRESENT,
STU0110,02-07-2024,ABSENT,Not informed
STU0052,15-03-2024,LEAVE,
STU0365,15-03-2024,PRESENT,
STU0079,13-06-2023,HALF_DAY,
STU0275,23-09-2024,PRESENT,
STU0152,16-12-2025,PRESENT,
STU0307,29-10-2025,PRESENT,
STU0101,01-11-2024,PRESENT,
STU0008,03-06-2023,PRESENT,
STU0010,11-06-2024,PRESENT,
STU0380,01-08-2024,PRESENT,
STU0450,09-12-2023,PRESENT,
STU0429,09-07-2025,PRESENT,
STU0113,19-11-2024,PRESENT,
STU0457,17-11-2023,LATE,
STU0298,01-03-2024,ABSENT,Sick
STU0046,23-06-2025,PRESENT,
STU0078,19-12-2023,PRESENT,
STU0357,19-12-2023,PRESENT,
STU0211,03-06-2023,PRESENT,
STU0066,11-09-2024,PRESENT,
STU0370,20-04-2023,PRESENT,
STU0357,29-01-2024,HALF_DAY,
STU0319,17-08-2024,PRESENT,
STU0457,22-06-2023,HALF_DAY,
STU0347,09-12-2023,PRESENT,
STU0476,21-05-2024,LATE,
STU0338,03-12-2024,HALF_DAY,
STU0370,05-02-2024,ABSENT,Family event
STU0186,02-06-2023,PRESENT,
STU0452,31-07-2024,PRESENT,
STU0111,12-03-2024,PRESENT,
STU0101,28-03-2025,LATE,
STU0241,06-07-2024,PRESENT,
STU0370,24-04-2023,PRESENT,
STU0041,04-06-2025,PRESENT,
STU0276,26-11-2024,PRESENT,
STU0023,12-02-2026,PRESENT,
STU0307,02-05-2025,HALF_DAY,
STU0429,03-11-2025,PRESENT,
STU0270,30-09-2024,PRESENT,
STU0217,19-02-2026,PRESENT,
STU0136,03-06-2025,PRESENT,
STU0211,03-12-2024,PRESENT,
STU0324,14-07-2025,PRESENT,
STU0110,10-12-2024,PRESENT,
STU0338,10-12-2024,PRESENT,
STU0256,13-01-2026,LATE,
STU0347,08-02-2024,PRESENT,
STU0276,02-09-2024,LATE,
STU0486,19-12-2023,PRESENT,
STU0389,05-04-2024,PRESENT,
STU0147,16-12-2025,PRESENT,
STU0319,02-09-2024,PRESENT,
STU0430,12-04-2025,PRESENT,
STU0366,30-08-2023,PRESENT,
STU0274,19-12-2023,PRESENT,
STU0211,03-10-2023,PRESENT,
STU0078,12-12-2023,PRESENT,
STU0509,19-12-2023,PRESENT,
STU0067,14-04-2025,PRESENT,
STU0357,14-04-2023,PRESENT,
STU0260,16-12-2025,LEAVE,Family function
STU0477,30-08-2023,ABSENT,Family event
STU0347,17-11-2023,PRESENT,
STU0370,04-03-2024,LEAVE,Family function
STU0211,01-08-2024,ABSENT,Sick
STU0207,12-02-2025,PRESENT,
STU0425,15-03-2024,PRESENT,
STU0289,04-06-2025,PRESENT,
STU0307,30-06-2025,PRESENT,
STU0278,16-12-2025,PRESENT,
STU0418,01-02-2024,PRESENT,
STU0275,11-09-2024,PRESENT,
STU0052,03-06-2023,PRESENT,
STU0064,08-07-2023,PRESENT,
STU0382,22-01-2024,PRESENT,
STU0079,12-12-2023,PRESENT,
STU0276,28-03-2025,ABSENT,
STU0286,20-02-2026,LATE,
STU0395,03-12-2024,PRESENT,
STU0242,27-03-2025,HALF_DAY,
STU0361,24-04-2023,PRESENT,
STU0057,04-03-2024,PRESENT,
STU0430,22-11-2025,PRESENT,
STU0022,24-04-2023,PRESENT,
STU0055,09-07-2025,PRESENT,
STU0086,13-02-2024,ABSENT,Family event
STU0311,19-04-2025,PRESENT,
STU0486,26-09-2023,ABSENT,
STU0274,02-06-2023,PRESENT,
STU0064,09-12-2023,PRESENT,
STU0052,27-04-2023,PRESENT,
STU0192,06-07-2024,HALF_DAY,
STU0390,05-04-2024,PRESENT,
STU0365,05-02-2024,PRESENT,
STU0101,08-03-2025,PRESENT,
STU0256,16-04-2025,PRESENT,
STU0112,31-07-2024,PRESENT,
STU0425,01-03-2024,PRESENT,
STU0438,08-07-2023,PRESENT,
STU0094,12-12-2023,PRESENT,
STU0101,11-06-2024,PRESENT,
STU0195,20-02-2026,PRESENT,
STU0456,12-04-2024,PRESENT,
STU0241,05-04-2024,PRESENT,
STU0166,04-03-2024,PRESENT,
STU0316,17-07-2023,ABSENT,
STU0078,08-01-2026,PRESENT,
STU0509,30-11-2023,PRESENT,
STU0356,17-07-2023,PRESENT,
STU0039,20-06-2025,PRESENT,
STU0276,10-12-2024,PRESENT,
STU0241,16-05-2024,PRESENT,
STU0275,12-04-2024,PRESENT,
STU0342,27-06-2024,ABSENT,
STU0476,01-08-2024,PRESENT,
STU0057,20-04-2023,PRESENT,
STU0432,08-01-2026,PRESENT,
STU0211,16-05-2024,HALF_DAY,
STU0324,01-02-2024,PRESENT,
STU0382,08-07-2023,PRESENT,
STU0066,28-03-2025,PRESENT,
STU0336,30-06-2025,PRESENT,
STU0324,30-06-2025,PRESENT,
STU0053,02-06-2025,ABSENT,Sick
STU0361,12-03-2024,PRESENT,
STU0392,10-05-2023,PRESENT,
STU0207,13-06-2023,PRESENT,
STU0342,05-08-2024,PRESENT,
STU0055,04-06-2025,PRESENT,
STU0461,28-08-2024,PRESENT,
STU0457,22-01-2024,PRESENT,
STU0395,31-07-2024,PRESENT,
STU0380,29-10-2025,PRESENT,
STU0208,11-09-2024,ABSENT,Not informed
STU0260,12-05-2025,PRESENT,
STU0366,05-02-2024,PRESENT,
STU0380,26-09-2024,ABSENT,Sick
STU0066,18-06-2024,PRESENT,
STU0188,20-06-2025,PRESENT,
STU0208,15-10-2024,PRESENT,
STU0476,01-11-2024,PRESENT,
STU0258,08-07-2023,LEAVE,
STU0034,20-04-2023,PRESENT,
STU0241,10-12-2024,PRESENT,
STU0287,23-06-2025,ABSENT,
STU0366,20-04-2023,PRESENT,
STU0057,24-04-2023,PRESENT,
STU0055,12-04-2025,PRESENT,
STU0370,19-12-2023,PRESENT,
STU0111,28-08-2023,PRESENT,
STU0289,20-06-2025,PRESENT,
STU0222,01-10-2024,PRESENT,
STU0110,05-08-2024,PRESENT,
STU0456,05-04-2024,PRESENT,
STU0067,08-01-2026,PRESENT,
STU0478,12-03-2024,PRESENT,
STU0477,19-12-2023,PRESENT,
STU0370,15-09-2023,ABSENT,
STU0136,02-06-2025,PRESENT,
STU0493,06-09-2023,PRESENT,
STU0008,10-05-2023,PRESENT,
STU0269,02-11-2024,PRESENT,
STU0241,27-06-2024,LATE,
STU0478,17-11-2023,PRESENT,
STU0367,20-06-2025,PRESENT,
STU0246,08-01-2026,PRESENT,
STU0438,22-01-2024,PRESENT,
STU0343,08-07-2023,ABSENT,
STU0338,21-05-2024,PRESENT,
STU0325,15-03-2025,PRESENT,
STU0457,01-07-2024,PRESENT,
STU0147,12-02-2026,PRESENT,
STU0185,30-07-2024,PRESENT,
STU0389,12-04-2024,PRESENT,
STU0061,04-07-2024,PRESENT,
STU0022,26-09-2023,HALF_DAY,
STU0493,14-04-2023,PRESENT,
STU0078,03-02-2026,PRESENT,
STU0325,11-09-2024,PRESENT,
STU0338,27-03-2025,PRESENT,
STU0430,14-04-2025,PRESENT,
STU0270,10-12-2024,PRESENT,
STU0260,12-04-2025,PRESENT,
STU0125,01-10-2024,PRESENT,
STU0403,13-01-2026,PRESENT,
STU0216,03-06-2025,PRESENT,
STU0274,19-06-2023,PRESENT,
STU0392,13-02-2024,PRESENT,
STU0152,02-01-2026,PRESENT,
STU0457,29-05-2024,LATE,
STU0429,14-06-2025,PRESENT,
STU0270,20-02-2025,PRESENT,
STU0254,26-11-2024,PRESENT,
STU0258,03-10-2023,HALF_DAY,
STU0418,21-02-2024,PRESENT,
STU0347,17-07-2023,PRESENT,
STU0010,15-03-2025,PRESENT,
STU0430,29-10-2025,PRESENT,
STU0111,02-06-2023,PRESENT,
STU0286,16-04-2025,HALF_DAY,
STU0209,02-02-2026,PRESENT,
STU0486,09-11-2023,PRESENT,
STU0008,19-03-2024,PRESENT,
STU0493,02-06-2023,PRESENT,
STU0260,10-01-2026,ABSENT,Sick
STU0026,03-12-2024,PRESENT,
STU0044,01-07-2024,PRESENT,
STU0418,06-09-2023,ABSENT,
STU0125,26-11-2024,ABSENT,Family event
STU0078,01-02-2024,PRESENT,
STU0086,03-06-2023,PRESENT,
STU0113,05-04-2024,PRESENT,
STU0052,15-09-2023,PRESENT,
STU0046,05-09-2025,LATE,
STU0216,09-07-2025,PRESENT,
STU0319,30-07-2024,PRESENT,
STU0073,15-03-2025,PRESENT,
STU0086,08-02-2024,PRESENT,
STU0509,06-09-2023,PRESENT,
STU0380,23-12-2025,LATE,
STU0057,01-02-2024,PRESENT,
STU0086,02-06-2023,ABSENT,Family event
STU0278,03-06-2025,LEAVE,Medical leave
STU0430,01-10-2024,PRESENT,
STU0212,29-10-2025,PRESENT,
STU0241,30-09-2024,PRESENT,
STU0180,27-04-2023,PRESENT,
STU0152,05-09-2025,PRESENT,
STU0430,08-12-2025,PRESENT,
STU0461,02-09-2024,PRESENT,
STU0216,10-05-2023,PRESENT,
STU0078,20-02-2026,PRESENT,
STU0269,31-07-2024,PRESENT,
STU0432,03-11-2025,PRESENT,
STU0023,23-12-2025,LEAVE,
STU0389,15-10-2024,ABSENT,
STU0336,03-06-2023,PRESENT,
STU0389,27-06-2024,PRESENT,
STU0209,20-02-2026,PRESENT,
STU0289,02-05-2025,PRESENT,
STU0450,06-09-2023,LATE,
STU0366,17-11-2023,PRESENT,
STU0289,14-06-2025,PRESENT,
STU0256,08-12-2025,PRESENT,
STU0258,19-03-2024,PRESENT,
STU0298,30-11-2023,LATE,
STU0392,24-04-2023,PRESENT,
STU0336,20-04-2023,PRESENT,
STU0162,01-11-2024,PRESENT,
