admission_number,date,status,remarks
29,12-11-2025,PRESENT,
29,28-11-2025,PRESENT,
29,03-12-2025,ABSENT,Sick
29,06-12-2025,PRESENT,
29,19-12-2025,PRESENT,
29,20-12-2025,PRESENT,
29,07-01-2026,LATE,
29,24-01-2026,PRESENT,
29,28-01-2026,LATE,
29,20-02-2026,PRESENT,
29,21-02-2026,HALF_DAY,
29,25-02-2026,PRESENT,
29,04-03-2026,PRESENT,
29,10-03-2026,LATE,
29,20-03-2026,PRESENT,
30,08-07-2025,ABSENT,Family event
30,31-07-2025,PRESENT,
30,12-08-2025,HALF_DAY,
30,16-08-2025,HALF_DAY,
30,21-08-2025,PRESENT,
30,26-08-2025,PRESENT,
30,04-09-2025,PRESENT,
30,17-09-2025,PRESENT,
30,24-09-2025,PRESENT,
30,30-09-2025,PRESENT,
30,14-10-2025,PRESENT,
30,16-10-2025,PRESENT,
30,22-10-2025,PRESENT,
30,23-10-2025,ABSENT,Not informed
30,25-10-2025,PRESENT,
30,07-11-2025,PRESENT,
30,14-11-2025,PRESENT,
30,25-11-2025,LEAVE,Sick
30,04-12-2025,LATE,
30,10-01-2026,PRESENT,
30,15-01-2026,PRESENT,
30,05-02-2026,PRESENT,
30,17-02-2026,PRESENT,
30,20-02-2026,PRESENT,
30,05-03-2026,PRESENT,
30,07-03-2026,LEAVE,Family event
30,12-03-2026,PRESENT,
30,17-03-2026,PRESENT,
30,18-03-2026,PRESENT,
30,19-03-2026,HALF_DAY,
31,09-07-2025,ABSENT,Family event
31,17-07-2025,PRESENT,
31,23-07-2025,PRESENT,
31,19-08-2025,PRESENT,
31,20-08-2025,ABSENT,Medical leave
31,27-09-2025,ABSENT,Not informed
31,02-10-2025,ABSENT,Medical leave
31,04-10-2025,LEAVE,Family event
31,08-10-2025,PRESENT,
31,17-10-2025,PRESENT,
31,03-11-2025,PRESENT,
31,04-11-2025,PRESENT,
31,08-11-2025,PRESENT,
31,17-11-2025,PRESENT,
31,09-12-2025,LATE,
31,11-12-2025,LATE,
31,18-12-2025,LATE,
31,25-12-2025,PRESENT,
31,05-01-2026,PRESENT,
31,10-01-2026,PRESENT,
31,14-01-2026,PRESENT,
31,20-01-2026,PRESENT,
31,26-01-2026,PRESENT,
31,31-01-2026,PRESENT,
31,04-02-2026,PRESENT,
31,06-02-2026,PRESENT,
31,13-02-2026,PRESENT,
31,02-03-2026,PRESENT,
31,13-03-2026,HALF_DAY,
31,30-03-2026,ABSENT,Family event
32,12-07-2025,LATE,
32,15-07-2025,PRESENT,
32,21-07-2025,PRESENT,
32,24-07-2025,PRESENT,
32,08-08-2025,PRESENT,
32,12-08-2025,HALF_DAY,
32,16-09-2025,PRESENT,
32,22-09-2025,PRESENT,
32,03-10-2025,LATE,
32,04-10-2025,ABSENT,
32,20-10-2025,PRESENT,
32,25-10-2025,PRESENT,
32,10-11-2025,PRESENT,
32,17-11-2025,PRESENT,
32,04-12-2025,PRESENT,
32,15-12-2025,ABSENT,
32,24-12-2025,ABSENT,Family event
32,30-12-2025,LATE,
32,09-01-2026,PRESENT,
32,16-01-2026,PRESENT,
32,07-02-2026,LATE,
32,10-02-2026,PRESENT,
32,17-02-2026,PRESENT,
32,23-02-2026,PRESENT,
32,28-02-2026,PRESENT,
32,05-03-2026,PRESENT,
32,12-03-2026,PRESENT,
32,16-03-2026,LEAVE,Not informed
32,24-03-2026,PRESENT,
32,28-03-2026,PRESENT,
34,24-07-2025,PRESENT,
34,29-07-2025,LATE,
34,30-07-2025,PRESENT,
34,02-08-2025,PRESENT,
34,14-08-2025,PRESENT,
34,19-08-2025,PRESENT,
34,08-09-2025,PRESENT,
34,23-09-2025,PRESENT,
34,24-10-2025,LATE,
34,01-11-2025,PRESENT,
34,04-11-2025,PRESENT,
34,06-11-2025,LATE,
34,10-11-2025,PRESENT,
34,14-11-2025,PRESENT,
34,17-11-2025,PRESENT,
34,25-11-2025,ABSENT,Family event
34,02-12-2025,PRESENT,
34,08-12-2025,PRESENT,
34,10-12-2025,PRESENT,
34,20-12-2025,HALF_DAY,
34,27-12-2025,PRESENT,
34,29-12-2025,PRESENT,
34,12-01-2026,PRESENT,
34,24-01-2026,PRESENT,
34,28-01-2026,PRESENT,
34,04-02-2026,PRESENT,
34,24-02-2026,PRESENT,
34,11-03-2026,PRESENT,
34,21-03-2026,PRESENT,
34,28-03-2026,PRESENT,
35,07-07-2025,PRESENT,
35,15-07-2025,PRESENT,
35,18-07-2025,PRESENT,
35,21-07-2025,PRESENT,
35,26-07-2025,PRESENT,
35,11-08-2025,PRESENT,
35,12-08-2025,PRESENT,
35,18-08-2025,PRESENT,
35,21-08-2025,PRESENT,
35,29-08-2025,PRESENT,
35,09-09-2025,LATE,
35,29-09-2025,PRESENT,
35,01-10-2025,PRESENT,
35,02-10-2025,HALF_DAY,
35,04-10-2025,PRESENT,
35,06-10-2025,PRESENT,
35,18-10-2025,ABSENT,Medical leave
35,25-10-2025,HALF_DAY,
35,08-11-2025,PRESENT,
35,28-11-2025,ABSENT,Medical leave
35,29-11-2025,PRESENT,
35,09-12-2025,LATE,
35,17-12-2025,PRESENT,
35,29-12-2025,PRESENT,
35,12-02-2026,PRESENT,
35,25-02-2026,ABSENT,
35,27-02-2026,PRESENT,
35,16-03-2026,PRESENT,
35,24-03-2026,PRESENT,
35,25-03-2026,PRESENT,
36,14-07-2025,PRESENT,
36,19-07-2025,PRESENT,
36,22-07-2025,PRESENT,
36,31-07-2025,HALF_DAY,
36,01-08-2025,PRESENT,
36,12-08-2025,PRESENT,
36,25-08-2025,PRESENT,
36,02-09-2025,PRESENT,
36,27-09-2025,ABSENT,
36,07-10-2025,PRESENT,
36,15-10-2025,PRESENT,
36,15-11-2025,PRESENT,
36,15-12-2025,PRESENT,
36,20-12-2025,PRESENT,
36,24-12-2025,LATE,
36,25-12-2025,PRESENT,
36,07-01-2026,PRESENT,
36,10-01-2026,PRESENT,
36,14-01-2026,PRESENT,
36,15-01-2026,PRESENT,
36,22-01-2026,PRESENT,
36,03-02-2026,PRESENT,
36,11-02-2026,PRESENT,
36,17-02-2026,PRESENT,
36,21-02-2026,PRESENT,
36,28-02-2026,PRESENT,
36,10-03-2026,PRESENT,
36,19-03-2026,PRESENT,
36,23-03-2026,PRESENT,
36,30-03-2026,PRESENT,
37,14-07-2025,PRESENT,
37,23-07-2025,PRESENT,
37,24-07-2025,PRESENT,
37,01-08-2025,PRESENT,
37,02-08-2025,PRESENT,
37,05-08-2025,PRESENT,
37,09-08-2025,PRESENT,
37,18-08-2025,PRESENT,
37,21-08-2025,PRESENT,
37,26-08-2025,PRESENT,
37,29-08-2025,PRESENT,
37,20-09-2025,PRESENT,
37,30-09-2025,HALF_DAY,
37,03-10-2025,PRESENT,
37,06-10-2025,PRESENT,
37,09-10-2025,PRESENT,
37,11-10-2025,PRESENT,
37,28-10-2025,PRESENT,
37,05-11-2025,HALF_DAY,
37,11-12-2025,PRESENT,
37,15-12-2025,PRESENT,
37,06-01-2026,PRESENT,
37,24-01-2026,PRESENT,
37,04-02-2026,PRESENT,
37,20-02-2026,PRESENT,
37,16-03-2026,PRESENT,
37,19-03-2026,PRESENT,
37,20-03-2026,PRESENT,
37,25-03-2026,PRESENT,
37,31-03-2026,PRESENT,
38,11-07-2025,PRESENT,
38,15-07-2025,PRESENT,
38,31-07-2025,PRESENT,
38,05-08-2025,PRESENT,
38,13-08-2025,PRESENT,
38,18-08-2025,PRESENT,
38,26-08-2025,PRESENT,
38,05-09-2025,PRESENT,
38,13-09-2025,PRESENT,
38,18-09-2025,PRESENT,
38,24-09-2025,ABSENT,Family event
38,04-10-2025,PRESENT,
38,25-10-2025,PRESENT,
38,05-11-2025,PRESENT,
38,17-11-2025,PRESENT,
38,03-12-2025,PRESENT,
38,15-12-2025,PRESENT,
38,18-12-2025,ABSENT,Medical leave
38,19-12-2025,PRESENT,
38,23-12-2025,ABSENT,Family event
38,29-12-2025,PRESENT,
38,12-01-2026,PRESENT,
38,16-01-2026,PRESENT,
38,23-01-2026,PRESENT,
38,19-02-2026,PRESENT,
38,25-02-2026,LATE,
38,26-02-2026,PRESENT,
38,03-03-2026,PRESENT,
38,28-03-2026,PRESENT,
38,30-03-2026,PRESENT,
39,01-08-2025,PRESENT,
39,12-08-2025,PRESENT,
39,16-08-2025,ABSENT,Family event
39,06-09-2025,ABSENT,Sick
39,17-09-2025,PRESENT,
39,22-09-2025,PRESENT,
39,25-09-2025,PRESENT,
39,27-09-2025,PRESENT,
39,09-10-2025,ABSENT,Family event
39,10-10-2025,PRESENT,
39,16-10-2025,PRESENT,
39,01-11-2025,ABSENT,Medical leave
39,12-11-2025,HALF_DAY,
39,18-11-2025,PRESENT,
39,20-11-2025,PRESENT,
39,04-12-2025,PRESENT,
39,19-12-2025,ABSENT,Sick
39,01-01-2026,PRESENT,
39,05-01-2026,PRESENT,
39,12-01-2026,ABSENT,Medical leave
39,20-01-2026,ABSENT,Sick
39,26-01-2026,PRESENT,
39,30-01-2026,PRESENT,
39,03-02-2026,PRESENT,
39,07-02-2026,PRESENT,
39,16-02-2026,PRESENT,
39,03-03-2026,PRESENT,
39,11-03-2026,LEAVE,Sick
39,12-03-2026,PRESENT,
39,19-03-2026,PRESENT,
40,09-07-2025,PRESENT,
40,12-07-2025,PRESENT,
40,17-07-2025,PRESENT,
40,02-08-2025,ABSENT,Medical leave
40,02-09-2025,PRESENT,
40,10-09-2025,PRESENT,
40,13-09-2025,PRESENT,
40,27-09-2025,PRESENT,
40,04-10-2025,PRESENT,
40,21-10-2025,PRESENT,
40,22-10-2025,PRESENT,
40,24-10-2025,PRESENT,
40,15-11-2025,ABSENT,
40,01-12-2025,ABSENT,
40,03-01-2026,PRESENT,
40,06-01-2026,PRESENT,
40,09-01-2026,PRESENT,
40,26-01-2026,PRESENT,
40,02-02-2026,PRESENT,
40,03-02-2026,HALF_DAY,
40,05-02-2026,PRESENT,
40,13-02-2026,PRESENT,
40,18-02-2026,PRESENT,
40,27-02-2026,PRESENT,
40,04-03-2026,PRESENT,
40,05-03-2026,PRESENT,
40,06-03-2026,LATE,
40,21-03-2026,PRESENT,
40,26-03-2026,PRESENT,
40,30-03-2026,ABSENT,Sick
41,07-07-2025,PRESENT,
41,19-07-2025,PRESENT,
41,21-07-2025,PRESENT,
41,22-07-2025,PRESENT,
41,12-08-2025,PRESENT,
41,11-09-2025,PRESENT,
41,19-09-2025,PRESENT,
41,26-09-2025,PRESENT,
41,10-10-2025,PRESENT,
41,22-10-2025,PRESENT,
41,05-11-2025,PRESENT,
41,11-11-2025,PRESENT,
41,12-11-2025,LATE,
41,19-11-2025,PRESENT,
41,22-11-2025,ABSENT,Medical leave
41,01-12-2025,PRESENT,
41,08-12-2025,PRESENT,
41,12-12-2025,PRESENT,
41,20-12-2025,PRESENT,
41,06-01-2026,PRESENT,
41,14-01-2026,PRESENT,
41,16-01-2026,PRESENT,
41,23-01-2026,ABSENT,Sick
41,24-01-2026,PRESENT,
41,26-01-2026,PRESENT,
41,29-01-2026,PRESENT,
41,06-02-2026,PRESENT,
41,18-02-2026,PRESENT,
41,07-03-2026,ABSENT,Not informed
41,25-03-2026,PRESENT,
42,16-07-2025,PRESENT,
42,22-07-2025,PRESENT,
42,24-07-2025,PRESENT,
42,25-07-2025,PRESENT,
42,28-07-2025,PRESENT,
42,31-07-2025,PRESENT,
42,04-08-2025,ABSENT,Medical leave
42,07-08-2025,PRESENT,
42,12-08-2025,PRESENT,
42,15-09-2025,ABSENT,Sick
42,16-09-2025,PRESENT,
42,18-09-2025,PRESENT,
42,08-10-2025,PRESENT,
42,14-10-2025,PRESENT,
42,16-10-2025,PRESENT,
42,27-10-2025,PRESENT,
42,14-11-2025,PRESENT,
42,17-11-2025,HALF_DAY,
42,25-11-2025,PRESENT,
42,09-12-2025,PRESENT,
42,26-12-2025,PRESENT,
42,01-01-2026,ABSENT,
42,07-01-2026,PRESENT,
42,09-01-2026,PRESENT,
42,29-01-2026,PRESENT,
42,19-02-2026,PRESENT,
42,23-02-2026,PRESENT,
42,28-02-2026,PRESENT,
42,09-03-2026,PRESENT,
42,12-03-2026,PRESENT,
43,10-07-2025,PRESENT,
43,14-07-2025,PRESENT,
43,26-07-2025,PRESENT,
43,06-08-2025,PRESENT,
43,07-08-2025,PRESENT,
43,13-08-2025,PRESENT,
43,02-09-2025,PRESENT,
43,20-09-2025,PRESENT,
43,13-10-2025,PRESENT,
43,15-10-2025,PRESENT,
43,20-10-2025,ABSENT,Not informed
43,08-11-2025,PRESENT,
43,15-11-2025,PRESENT,
43,19-11-2025,PRESENT,
43,27-11-2025,LEAVE,Family event
43,05-12-2025,PRESENT,
43,08-12-2025,PRESENT,
43,24-12-2025,PRESENT,
43,29-12-2025,PRESENT,
43,30-12-2025,PRESENT,
43,31-12-2025,PRESENT,
43,07-01-2026,PRESENT,
43,13-01-2026,PRESENT,
43,16-01-2026,PRESENT,
43,23-01-2026,PRESENT,
43,04-02-2026,ABSENT,Family event
43,07-02-2026,PRESENT,
43,25-02-2026,PRESENT,
43,27-02-2026,PRESENT,
43,20-03-2026,PRESENT,
44,22-07-2025,PRESENT,
44,26-07-2025,PRESENT,
44,06-08-2025,PRESENT,
44,23-08-2025,PRESENT,
44,01-09-2025,ABSENT,Family event
44,03-09-2025,ABSENT,Family event
44,04-09-2025,PRESENT,
44,03-10-2025,PRESENT,
44,13-10-2025,PRESENT,
44,14-10-2025,PRESENT,
44,16-10-2025,PRESENT,
44,17-10-2025,LATE,
44,08-11-2025,LEAVE,Not informed
44,10-11-2025,LATE,
44,19-11-2025,PRESENT,
44,22-11-2025,PRESENT,
44,25-11-2025,PRESENT,
44,22-12-2025,PRESENT,
44,26-12-2025,PRESENT,
44,01-01-2026,PRESENT,
44,06-01-2026,PRESENT,
44,13-01-2026,PRESENT,
44,21-01-2026,PRESENT,
44,29-01-2026,PRESENT,
44,26-02-2026,PRESENT,
44,09-03-2026,PRESENT,
44,13-03-2026,PRESENT,
44,14-03-2026,PRESENT,
44,19-03-2026,PRESENT,
44,25-03-2026,PRESENT,
45,12-07-2025,PRESENT,
45,15-07-2025,PRESENT,
45,19-07-2025,PRESENT,
45,05-08-2025,PRESENT,
45,08-08-2025,PRESENT,
45,16-08-2025,PRESENT,
45,27-08-2025,PRESENT,
45,28-08-2025,ABSENT,Family event
45,03-09-2025,PRESENT,
45,10-09-2025,PRESENT,
45,17-09-2025,PRESENT,
45,23-09-2025,LATE,
45,29-09-2025,PRESENT,
45,15-10-2025,PRESENT,
45,22-10-2025,PRESENT,
45,28-10-2025,PRESENT,
45,18-12-2025,PRESENT,
45,27-12-2025,PRESENT,
45,10-01-2026,PRESENT,
45,17-01-2026,PRESENT,
45,24-01-2026,ABSENT,Not informed
45,06-02-2026,PRESENT,
45,19-02-2026,PRESENT,
45,26-02-2026,PRESENT,
45,09-03-2026,ABSENT,Family event
45,11-03-2026,PRESENT,
45,18-03-2026,HALF_DAY,
45,20-03-2026,PRESENT,
45,23-03-2026,PRESENT,
45,24-03-2026,PRESENT,
46,22-07-2025,HALF_DAY,
46,25-07-2025,PRESENT,
46,30-07-2025,PRESENT,
46,13-08-2025,PRESENT,
46,20-08-2025,PRESENT,
46,25-08-2025,PRESENT,
46,06-09-2025,PRESENT,
46,18-09-2025,PRESENT,
46,27-09-2025,LATE,
46,02-10-2025,PRESENT,
46,11-10-2025,PRESENT,
46,30-10-2025,ABSENT,Medical leave
46,24-11-2025,LATE,
46,29-11-2025,PRESENT,
46,05-12-2025,PRESENT,
46,13-12-2025,PRESENT,
46,27-12-2025,PRESENT,
46,06-01-2026,PRESENT,
46,10-01-2026,ABSENT,
46,15-01-2026,ABSENT,Sick
46,20-01-2026,PRESENT,
46,09-02-2026,PRESENT,
46,16-02-2026,PRESENT,
46,25-02-2026,PRESENT,
46,27-02-2026,PRESENT,
46,28-02-2026,PRESENT,
46,16-03-2026,PRESENT,
46,17-03-2026,PRESENT,
46,18-03-2026,PRESENT,
46,27-03-2026,PRESENT,
47,18-07-2025,PRESENT,
47,31-07-2025,PRESENT,
47,15-08-2025,PRESENT,
47,22-08-2025,PRESENT,
47,12-09-2025,PRESENT,
47,20-09-2025,PRESENT,
47,25-09-2025,ABSENT,Sick
47,02-10-2025,PRESENT,
47,09-10-2025,PRESENT,
47,15-10-2025,PRESENT,
47,20-10-2025,PRESENT,
47,24-10-2025,PRESENT,
47,25-10-2025,PRESENT,
47,05-11-2025,ABSENT,Sick
47,11-11-2025,PRESENT,
47,12-11-2025,PRESENT,
47,15-11-2025,PRESENT,
47,18-11-2025,PRESENT,
47,22-11-2025,PRESENT,
47,02-12-2025,PRESENT,
47,06-12-2025,PRESENT,
47,08-12-2025,PRESENT,
47,17-12-2025,PRESENT,
47,24-12-2025,PRESENT,
47,27-12-2025,PRESENT,
47,08-01-2026,ABSENT,Not informed
47,16-02-2026,PRESENT,
47,11-03-2026,PRESENT,
47,14-03-2026,HALF_DAY,
47,24-03-2026,LEAVE,Not informed
48,09-07-2025,PRESENT,
48,10-07-2025,PRESENT,
48,16-08-2025,LATE,
48,20-08-2025,HALF_DAY,
48,01-09-2025,PRESENT,
48,22-09-2025,PRESENT,
48,29-09-2025,PRESENT,
48,03-10-2025,PRESENT,
48,17-10-2025,PRESENT,
48,01-11-2025,PRESENT,
48,04-11-2025,HALF_DAY,
48,24-11-2025,PRESENT,
48,06-12-2025,LATE,
48,16-12-2025,PRESENT,
48,26-12-2025,PRESENT,
48,02-01-2026,PRESENT,
48,17-01-2026,PRESENT,
48,02-02-2026,PRESENT,
48,05-02-2026,PRESENT,
48,12-02-2026,LEAVE,Medical leave
48,16-02-2026,PRESENT,
48,17-02-2026,PRESENT,
48,18-02-2026,PRESENT,
48,21-02-2026,PRESENT,
48,25-02-2026,PRESENT,
48,05-03-2026,PRESENT,
48,09-03-2026,PRESENT,
48,11-03-2026,PRESENT,
48,14-03-2026,PRESENT,
48,18-03-2026,PRESENT,
49,09-07-2025,PRESENT,
49,12-07-2025,PRESENT,
49,16-07-2025,PRESENT,
49,16-08-2025,PRESENT,
49,21-08-2025,PRESENT,
49,11-09-2025,PRESENT,
49,03-10-2025,PRESENT,
49,11-10-2025,PRESENT,
49,13-10-2025,PRESENT,
49,15-10-2025,PRESENT,
49,20-10-2025,PRESENT,
49,04-11-2025,PRESENT,
49,08-11-2025,PRESENT,
49,10-11-2025,PRESENT,
49,02-12-2025,PRESENT,
49,13-12-2025,PRESENT,
49,23-12-2025,ABSENT,Not informed
49,29-12-2025,PRESENT,
49,10-01-2026,PRESENT,
49,19-01-2026,PRESENT,
49,27-01-2026,ABSENT,
49,28-01-2026,PRESENT,
49,11-02-2026,PRESENT,
49,16-02-2026,ABSENT,
49,19-02-2026,PRESENT,
49,24-02-2026,PRESENT,
49,26-02-2026,PRESENT,
49,05-03-2026,PRESENT,
49,12-03-2026,PRESENT,
49,27-03-2026,PRESENT,
50,09-07-2025,LATE,
50,23-07-2025,ABSENT,Medical leave
50,26-07-2025,PRESENT,
50,08-08-2025,PRESENT,
50,14-08-2025,PRESENT,
50,22-08-2025,PRESENT,
50,26-08-2025,PRESENT,
50,05-09-2025,PRESENT,
50,13-09-2025,PRESENT,
50,29-09-2025,LATE,
50,01-10-2025,ABSENT,Medical leave
50,07-10-2025,PRESENT,
50,11-10-2025,PRESENT,
50,24-10-2025,PRESENT,
50,30-10-2025,PRESENT,
50,31-10-2025,PRESENT,
50,06-11-2025,PRESENT,
50,08-11-2025,PRESENT,
50,12-11-2025,PRESENT,
50,19-11-2025,PRESENT,
50,26-11-2025,PRESENT,
50,08-12-2025,PRESENT,
50,10-12-2025,PRESENT,
50,13-12-2025,PRESENT,
50,19-01-2026,PRESENT,
50,13-02-2026,PRESENT,
50,02-03-2026,PRESENT,
50,10-03-2026,PRESENT,
50,24-03-2026,LATE,
50,30-03-2026,PRESENT,
51,04-08-2025,PRESENT,
51,27-08-2025,PRESENT,
51,28-08-2025,PRESENT,
51,29-08-2025,PRESENT,
51,18-09-2025,ABSENT,
51,30-09-2025,PRESENT,
51,03-10-2025,ABSENT,Sick
51,17-10-2025,ABSENT,Family event
51,29-10-2025,PRESENT,
51,31-10-2025,PRESENT,
51,07-11-2025,HALF_DAY,
51,12-11-2025,PRESENT,
51,19-11-2025,PRESENT,
51,20-11-2025,PRESENT,
51,23-12-2025,PRESENT,
51,05-01-2026,HALF_DAY,
51,07-01-2026,PRESENT,
51,15-01-2026,PRESENT,
51,19-01-2026,LEAVE,Not informed
51,30-01-2026,PRESENT,
51,31-01-2026,PRESENT,
51,04-02-2026,PRESENT,
51,10-02-2026,PRESENT,
51,27-02-2026,PRESENT,
51,02-03-2026,PRESENT,
51,05-03-2026,PRESENT,
51,09-03-2026,PRESENT,
51,14-03-2026,PRESENT,
51,19-03-2026,PRESENT,
51,26-03-2026,ABSENT,Medical leave
52,09-07-2025,PRESENT,
52,17-07-2025,PRESENT,
52,26-07-2025,PRESENT,
52,31-07-2025,PRESENT,
52,09-08-2025,PRESENT,
52,15-08-2025,PRESENT,
52,16-08-2025,PRESENT,
52,23-08-2025,PRESENT,
52,02-09-2025,LATE,
52,17-09-2025,PRESENT,
52,19-09-2025,PRESENT,
52,27-09-2025,PRESENT,
52,11-10-2025,ABSENT,Sick
52,16-10-2025,ABSENT,Not informed
52,28-10-2025,PRESENT,
52,01-11-2025,PRESENT,
52,03-11-2025,PRESENT,
52,14-11-2025,PRESENT,
52,21-11-2025,PRESENT,
52,24-11-2025,LATE,
52,28-11-2025,PRESENT,
52,17-12-2025,ABSENT,
52,19-01-2026,PRESENT,
52,22-01-2026,PRESENT,
52,03-02-2026,ABSENT,Sick
52,04-02-2026,ABSENT,
52,13-02-2026,ABSENT,Sick
52,14-02-2026,PRESENT,
52,12-03-2026,ABSENT,Not informed
52,19-03-2026,PRESENT,
53,08-07-2025,PRESENT,
53,10-07-2025,PRESENT,
53,11-07-2025,PRESENT,
53,15-07-2025,PRESENT,
53,21-07-2025,PRESENT,
53,22-07-2025,PRESENT,
53,25-07-2025,PRESENT,
53,02-08-2025,ABSENT,Family event
53,04-08-2025,PRESENT,
53,25-08-2025,PRESENT,
53,02-09-2025,PRESENT,
53,04-09-2025,PRESENT,
53,10-09-2025,PRESENT,
53,16-09-2025,PRESENT,
53,18-09-2025,PRESENT,
53,15-10-2025,PRESENT,
53,25-10-2025,PRESENT,
53,27-10-2025,PRESENT,
53,08-11-2025,PRESENT,
53,01-01-2026,PRESENT,
53,21-01-2026,PRESENT,
53,22-01-2026,PRESENT,
53,26-01-2026,ABSENT,Not informed
53,07-02-2026,PRESENT,
53,20-02-2026,PRESENT,
53,21-02-2026,PRESENT,
53,27-02-2026,PRESENT,
53,02-03-2026,PRESENT,
53,09-03-2026,PRESENT,
53,23-03-2026,ABSENT,Not informed
54,19-07-2025,ABSENT,Not informed
54,26-07-2025,ABSENT,Medical leave
54,04-08-2025,PRESENT,
54,06-08-2025,PRESENT,
54,15-08-2025,PRESENT,
54,26-08-2025,PRESENT,
54,27-08-2025,PRESENT,
54,09-09-2025,PRESENT,
54,19-09-2025,PRESENT,
54,04-10-2025,PRESENT,
54,11-10-2025,ABSENT,Family event
54,14-10-2025,PRESENT,
54,24-10-2025,PRESENT,
54,30-10-2025,LATE,
54,06-11-2025,PRESENT,
54,02-12-2025,PRESENT,
54,13-12-2025,PRESENT,
54,23-12-2025,PRESENT,
54,01-01-2026,HALF_DAY,
54,08-01-2026,PRESENT,
54,10-01-2026,PRESENT,
54,16-01-2026,PRESENT,
54,24-01-2026,LATE,
54,29-01-2026,PRESENT,
54,30-01-2026,HALF_DAY,
54,04-02-2026,PRESENT,
54,20-02-2026,PRESENT,
54,21-02-2026,PRESENT,
54,27-02-2026,PRESENT,
54,20-03-2026,PRESENT,
55,14-07-2025,LATE,
55,17-07-2025,PRESENT,
55,18-07-2025,PRESENT,
55,15-08-2025,PRESENT,
55,20-08-2025,PRESENT,
55,04-09-2025,PRESENT,
55,05-09-2025,PRESENT,
55,12-09-2025,ABSENT,Family event
55,15-09-2025,ABSENT,Family event
55,27-09-2025,PRESENT,
55,30-09-2025,PRESENT,
55,02-10-2025,PRESENT,
55,09-10-2025,PRESENT,
55,13-10-2025,PRESENT,
55,25-10-2025,PRESENT,
55,27-10-2025,ABSENT,Sick
55,07-11-2025,PRESENT,
55,15-11-2025,PRESENT,
55,02-12-2025,PRESENT,
55,09-12-2025,PRESENT,
55,01-01-2026,PRESENT,
55,14-01-2026,ABSENT,Family event
55,15-01-2026,PRESENT,
55,07-02-2026,PRESENT,
55,12-02-2026,PRESENT,
55,16-02-2026,PRESENT,
55,18-02-2026,PRESENT,
55,26-02-2026,PRESENT,
55,27-02-2026,PRESENT,
55,23-03-2026,PRESENT,
56,30-07-2025,PRESENT,
56,25-08-2025,PRESENT,
56,28-08-2025,PRESENT,
56,03-09-2025,LATE,
56,04-09-2025,PRESENT,
56,17-09-2025,HALF_DAY,
56,18-09-2025,PRESENT,
56,25-09-2025,PRESENT,
56,30-09-2025,PRESENT,
56,04-10-2025,HALF_DAY,
56,07-10-2025,PRESENT,
56,22-10-2025,PRESENT,
56,27-10-2025,PRESENT,
56,01-11-2025,HALF_DAY,
56,10-11-2025,PRESENT,
56,11-11-2025,PRESENT,
56,14-11-2025,PRESENT,
56,17-11-2025,PRESENT,
56,22-11-2025,PRESENT,
56,24-11-2025,LATE,
56,27-11-2025,PRESENT,
56,04-12-2025,PRESENT,
56,25-12-2025,PRESENT,
56,03-01-2026,PRESENT,
56,12-01-2026,PRESENT,
56,06-02-2026,PRESENT,
56,07-02-2026,PRESENT,
56,25-02-2026,PRESENT,
56,24-03-2026,PRESENT,
56,30-03-2026,PRESENT,
57,08-07-2025,PRESENT,
57,10-07-2025,PRESENT,
57,17-07-2025,PRESENT,
57,28-07-2025,PRESENT,
57,12-08-2025,HALF_DAY,
57,15-08-2025,PRESENT,
57,21-08-2025,PRESENT,
57,01-09-2025,LEAVE,Not informed
57,03-09-2025,PRESENT,
57,06-10-2025,LATE,
57,14-10-2025,PRESENT,
57,25-10-2025,ABSENT,Not informed
57,29-10-2025,ABSENT,Sick
57,01-11-2025,ABSENT,Medical leave
57,04-11-2025,PRESENT,
57,05-11-2025,LATE,
57,07-11-2025,PRESENT,
57,24-11-2025,PRESENT,
57,27-11-2025,PRESENT,
57,29-11-2025,PRESENT,
57,03-12-2025,PRESENT,
57,29-12-2025,ABSENT,Sick
57,14-01-2026,ABSENT,Family event
57,05-02-2026,PRESENT,
57,07-02-2026,PRESENT,
57,09-02-2026,PRESENT,
57,13-02-2026,ABSENT,Family event
57,13-03-2026,PRESENT,
57,14-03-2026,PRESENT,
57,30-03-2026,PRESENT,
58,10-07-2025,PRESENT,
58,30-07-2025,HALF_DAY,
58,02-08-2025,LATE,
58,09-08-2025,PRESENT,
58,23-08-2025,PRESENT,
58,25-08-2025,ABSENT,
58,01-09-2025,LEAVE,Not informed
58,19-09-2025,PRESENT,
58,04-10-2025,PRESENT,
58,06-10-2025,HALF_DAY,
58,28-10-2025,PRESENT,
58,29-10-2025,HALF_DAY,
58,01-11-2025,PRESENT,
58,10-11-2025,ABSENT,Not informed
58,11-11-2025,PRESENT,
58,03-12-2025,PRESENT,
58,08-12-2025,PRESENT,
58,12-12-2025,PRESENT,
58,26-12-2025,PRESENT,
58,29-12-2025,PRESENT,
58,14-01-2026,LEAVE,Medical leave
58,19-01-2026,PRESENT,
58,20-01-2026,PRESENT,
58,29-01-2026,ABSENT,Not informed
58,02-02-2026,LATE,
58,04-02-2026,PRESENT,
58,10-02-2026,PRESENT,
58,21-02-2026,PRESENT,
58,14-03-2026,PRESENT,
58,16-03-2026,PRESENT,
59,24-07-2025,PRESENT,
