invoice_number,admission_number,fee_type,amount,due_date,invoice_date,academic_year
INV/2025-26/000329,24,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000330,24,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000331,24,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000332,24,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000333,24,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000334,24,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000335,24,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000336,24,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000337,25,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000338,25,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000339,25,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000340,25,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000341,25,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000342,25,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000343,25,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000344,25,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000345,25,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000346,25,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000347,25,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000348,25,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000349,25,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000350,25,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000351,26,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000352,26,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000353,26,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000354,26,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000355,26,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000356,26,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000357,26,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000358,26,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000359,26,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000360,26,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000361,26,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000362,26,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000363,26,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000364,26,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000365,27,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000366,27,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000367,27,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000368,27,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000369,27,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000370,27,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000371,27,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000372,27,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000373,27,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000374,27,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000375,27,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000376,27,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000377,27,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000378,27,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000379,28,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000380,28,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000381,28,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000382,28,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000383,28,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000384,28,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000385,28,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000386,28,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000387,28,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000388,28,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000389,28,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000390,28,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000391,28,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000392,28,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000393,29,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000394,29,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000395,29,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000396,29,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000397,29,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000398,29,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000399,29,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000400,29,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000401,29,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000402,29,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000403,29,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000404,29,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000405,29,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000406,29,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000407,30,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000408,30,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000409,30,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000410,30,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000411,30,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000412,30,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000413,30,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000414,30,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000415,30,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000416,30,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000417,30,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000418,30,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000419,30,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000420,30,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000421,31,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000422,31,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000423,31,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000424,31,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000425,31,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000426,31,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000427,31,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000428,31,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000429,31,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000430,31,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000431,31,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000432,31,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000433,31,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000434,31,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000435,32,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000436,32,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000437,32,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000438,32,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000439,32,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000440,32,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000441,32,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000442,32,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000443,32,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000444,32,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000445,32,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000446,32,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000447,32,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000448,32,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000449,34,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000450,34,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000451,34,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000452,34,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000453,34,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000454,34,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000455,34,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000456,34,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000457,34,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000458,34,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000459,34,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000460,34,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000461,34,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000462,34,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000463,35,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000464,35,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000465,35,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000466,35,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000467,35,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000468,35,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000469,35,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000470,35,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000471,35,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000472,35,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000473,35,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000474,35,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000475,35,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000476,35,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000477,36,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000478,36,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000479,36,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000480,36,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000481,36,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000482,36,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000483,36,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000484,36,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000485,36,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000486,36,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000487,36,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000488,36,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000489,36,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000490,36,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000491,37,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000492,37,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000493,37,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000494,37,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000495,37,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000496,37,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000497,37,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000498,37,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000499,37,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000500,37,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000501,37,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000502,37,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000503,37,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000504,37,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000505,38,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000506,38,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000507,38,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000508,38,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000509,38,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000510,38,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000511,38,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000512,38,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000513,38,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000514,38,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000515,38,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000516,38,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000517,38,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000518,38,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000519,39,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000520,39,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000521,39,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000522,39,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000523,39,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000524,39,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000525,39,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000526,39,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000527,39,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000528,39,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000529,39,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000530,39,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000531,39,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000532,39,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000533,40,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000534,40,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000535,40,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000536,40,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000537,40,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000538,40,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000539,40,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000540,40,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000541,40,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000542,40,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000543,40,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000544,40,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000545,40,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000546,40,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000547,41,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000548,41,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000549,41,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000550,41,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000551,41,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000552,41,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000553,41,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000554,41,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000555,41,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000556,41,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000557,41,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000558,41,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000559,41,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000560,41,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000561,42,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000562,42,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000563,42,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000564,42,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000565,42,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000566,42,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000567,42,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000568,42,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000569,42,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000570,42,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000571,42,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000572,42,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000573,42,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000574,42,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000575,43,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000576,43,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000577,43,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000578,43,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000579,43,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000580,43,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000581,43,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000582,43,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000583,43,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000584,43,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000585,43,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000586,43,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000587,43,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000588,43,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000589,44,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000590,44,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000591,44,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000592,44,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000593,44,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000594,44,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000595,44,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000596,44,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000597,44,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000598,44,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000599,44,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000600,44,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000601,44,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000602,44,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000603,45,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000604,45,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000605,45,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000606,45,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000607,45,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000608,45,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000609,45,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000610,45,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000611,45,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000612,45,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000613,45,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000614,45,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000615,45,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000616,45,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000617,46,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000618,46,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000619,46,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000620,46,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000621,46,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000622,46,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000623,46,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000624,46,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000625,46,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000626,46,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000627,46,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000628,46,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000629,46,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000630,46,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000631,47,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000632,47,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000633,47,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000634,47,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000635,47,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000636,47,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000637,47,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000638,47,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000639,47,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000640,47,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000641,47,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000642,47,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000643,47,Exam Fee,250,22-07-2025,07-07-2025,2025-26
INV/2025-26/000644,47,Exam Fee,250,16-01-2026,01-01-2026,2025-26
INV/2025-26/000645,48,Tuition Fee,2000,10-07-2025,01-07-2025,2025-26
INV/2025-26/000646,48,Tuition Fee,2000,10-08-2025,01-08-2025,2025-26
INV/2025-26/000647,48,Tuition Fee,2000,10-09-2025,01-09-2025,2025-26
INV/2025-26/000648,48,Tuition Fee,2000,10-10-2025,01-10-2025,2025-26
INV/2025-26/000649,48,Tuition Fee,2000,10-11-2025,01-11-2025,2025-26
INV/2025-26/000650,48,Tuition Fee,2000,10-12-2025,01-12-2025,2025-26
INV/2025-26/000651,48,Tuition Fee,2000,10-01-2026,01-01-2026,2025-26
INV/2025-26/000652,48,Tuition Fee,2000,10-02-2026,01-02-2026,2025-26
INV/2025-26/000653,48,Tuition Fee,2000,10-03-2026,01-03-2026,2025-26
INV/2025-26/000654,48,Annual Fee,5000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000655,48,Library Fee,500,22-07-2025,07-07-2025,2025-26
INV/2025-26/000656,48,Sports Fee,1000,22-07-2025,07-07-2025,2025-26
INV/2025-26/000657,48,Exam Fee,250,22-07-2025,07-07-2025,2025-26
