admission_number,exam_name,subject_code,max_marks,marks_obtained,grade,exam_date,academic_year
22,Final,URDNursery,100,94.3,A+,10-03-2026,2025-26
23,Unit Test 1,HINNursery,100,56.5,C,25-08-2025,2025-26
23,Unit Test 1,ARTNursery,50,25.6,C,25-08-2025,2025-26
23,Unit Test 1,URDNursery,100,35.5,F,25-08-2025,2025-26
23,Unit Test 1,ENGNursery,100,48.8,D,25-08-2025,2025-26
23,Unit Test 1,EVSNursery,100,99.2,A+,25-08-2025,2025-26
23,Unit Test 1,MATHNursery,100,72.4,B+,25-08-2025,2025-26
23,Midterm,EVSNursery,100,69.5,B,15-10-2025,2025-26
23,Midterm,ENGNursery,100,38.8,F,15-10-2025,2025-26
23,Midterm,HINNursery,100,32.1,F,15-10-2025,2025-26
23,Midterm,ARTNursery,50,34.8,B,15-10-2025,2025-26
23,Midterm,URDNursery,100,36.2,F,15-10-2025,2025-26
23,Midterm,MATHNursery,100,50.3,C,15-10-2025,2025-26
23,Unit Test 2,HINNursery,100,47.8,D,15-12-2025,2025-26
23,Unit Test 2,ARTNursery,50,48.9,A+,15-12-2025,2025-26
23,Unit Test 2,MATHNursery,100,66.2,B,15-12-2025,2025-26
23,Final,MATHNursery,100,57.6,C,10-03-2026,2025-26
23,Final,HINNursery,100,88.9,A,10-03-2026,2025-26
23,Final,URDNursery,100,61.6,B,10-03-2026,2025-26
23,Final,ARTNursery,50,41.6,A,10-03-2026,2025-26
24,Unit Test 1,ENGNursery,100,70.6,B+,25-08-2025,2025-26
24,Unit Test 1,ARTNursery,50,28.5,C,25-08-2025,2025-26
24,Unit Test 1,EVSNursery,100,63.9,B,25-08-2025,2025-26
24,Unit Test 1,HINNursery,100,62.1,B,25-08-2025,2025-26
24,Unit Test 1,MATHNursery,100,41.2,D,25-08-2025,2025-26
24,Midterm,ENGNursery,100,70.9,B+,15-10-2025,2025-26
24,Midterm,EVSNursery,100,69.9,B,15-10-2025,2025-26
24,Midterm,MATHNursery,100,64.7,B,15-10-2025,2025-26
24,Midterm,HINNursery,100,50.6,C,15-10-2025,2025-26
24,Midterm,URDNursery,100,53.0,C,15-10-2025,2025-26
24,Midterm,ARTNursery,50,42.2,A,15-10-2025,2025-26
24,Unit Test 2,EVSNursery,100,26.3,F,15-12-2025,2025-26
24,Unit Test 2,URDNursery,100,52.8,C,15-12-2025,2025-26
24,Unit Test 2,HINNursery,100,43.5,D,15-12-2025,2025-26
24,Unit Test 2,ENGNursery,100,95.8,A+,15-12-2025,2025-26
24,Final,EVSNursery,100,50.6,C,10-03-2026,2025-26
24,Final,HINNursery,100,84.5,A,10-03-2026,2025-26
24,Final,ARTNursery,50,42.5,A,10-03-2026,2025-26
24,Final,URDNursery,100,92.6,A+,10-03-2026,2025-26
25,Unit Test 1,ARTNursery,50,45.3,A+,25-08-2025,2025-26
25,Unit Test 1,URDNursery,100,43.7,D,25-08-2025,2025-26
25,Unit Test 1,MATHNursery,100,67.2,B,25-08-2025,2025-26
25,Unit Test 1,EVSNursery,100,91.8,A+,25-08-2025,2025-26
25,Unit Test 1,ENGNursery,100,48.5,D,25-08-2025,2025-26
25,Midterm,HINNursery,100,31.1,F,15-10-2025,2025-26
25,Midterm,MATHNursery,100,61.8,B,15-10-2025,2025-26
25,Midterm,EVSNursery,100,70.2,B+,15-10-2025,2025-26
25,Unit Test 2,ENGNursery,100,78.4,B+,15-12-2025,2025-26
25,Unit Test 2,HINNursery,100,52.3,C,15-12-2025,2025-26
25,Unit Test 2,URDNursery,100,83.3,A,15-12-2025,2025-26
25,Unit Test 2,ARTNursery,50,36.8,B+,15-12-2025,2025-26
25,Unit Test 2,MATHNursery,100,41.7,D,15-12-2025,2025-26
25,Final,EVSNursery,100,67.1,B,10-03-2026,2025-26
25,Final,ARTNursery,50,44.6,A,10-03-2026,2025-26
25,Final,HINNursery,100,96.8,A+,10-03-2026,2025-26
26,Unit Test 1,EVSNursery,100,47.2,D,25-08-2025,2025-26
26,Unit Test 1,URDNursery,100,29.5,F,25-08-2025,2025-26
26,Unit Test 1,MATHNursery,100,91.4,A+,25-08-2025,2025-26
26,Unit Test 1,ARTNursery,50,38.1,B+,25-08-2025,2025-26
26,Unit Test 1,ENGNursery,100,62.8,B,25-08-2025,2025-26
26,Unit Test 1,HINNursery,100,43.6,D,25-08-2025,2025-26
26,Midterm,HINNursery,100,47.2,D,15-10-2025,2025-26
26,Midterm,ENGNursery,100,27.2,F,15-10-2025,2025-26
26,Midterm,EVSNursery,100,73.3,B+,15-10-2025,2025-26
26,Midterm,MATHNursery,100,56.6,C,15-10-2025,2025-26
26,Midterm,URDNursery,100,52.6,C,15-10-2025,2025-26
26,Midterm,ARTNursery,50,44.4,A,15-10-2025,2025-26
26,Unit Test 2,HINNursery,100,58.3,C,15-12-2025,2025-26
26,Unit Test 2,ARTNursery,50,32.9,B,15-12-2025,2025-26
26,Unit Test 2,MATHNursery,100,95.3,A+,15-12-2025,2025-26
26,Unit Test 2,EVSNursery,100,59.2,C,15-12-2025,2025-26
26,Final,ARTNursery,50,29.1,C,10-03-2026,2025-26
26,Final,URDNursery,100,34.6,F,10-03-2026,2025-26
26,Final,HINNursery,100,96.7,A+,10-03-2026,2025-26
26,Final,MATHNursery,100,34.3,F,10-03-2026,2025-26
27,Unit Test 1,URDNursery,100,87.4,A,25-08-2025,2025-26
27,Unit Test 1,HINNursery,100,53.1,C,25-08-2025,2025-26
27,Unit Test 1,EVSNursery,100,26.9,F,25-08-2025,2025-26
27,Unit Test 1,ENGNursery,100,57.6,C,25-08-2025,2025-26
27,Unit Test 1,MATHNursery,100,49.3,D,25-08-2025,2025-26
27,Midterm,EVSNursery,100,46.2,D,15-10-2025,2025-26
27,Midterm,URDNursery,100,67.4,B,15-10-2025,2025-26
27,Midterm,ENGNursery,100,67.6,B,15-10-2025,2025-26
27,Midterm,ARTNursery,50,47.1,A+,15-10-2025,2025-26
27,Unit Test 2,ARTNursery,50,26.6,C,15-12-2025,2025-26
27,Unit Test 2,MATHNursery,100,30.1,F,15-12-2025,2025-26
27,Unit Test 2,HINNursery,100,36.4,F,15-12-2025,2025-26
27,Final,ARTNursery,50,49.3,A+,10-03-2026,2025-26
27,Final,MATHNursery,100,50.4,C,10-03-2026,2025-26
27,Final,ENGNursery,100,55.9,C,10-03-2026,2025-26
27,Final,URDNursery,100,81.3,A,10-03-2026,2025-26
28,Unit Test 1,HINNursery,100,77.1,B+,25-08-2025,2025-26
28,Unit Test 1,URDNursery,100,66.1,B,25-08-2025,2025-26
28,Unit Test 1,ENGNursery,100,31.7,F,25-08-2025,2025-26
28,Unit Test 1,EVSNursery,100,40.5,D,25-08-2025,2025-26
28,Unit Test 1,MATHNursery,100,36.9,F,25-08-2025,2025-26
28,Unit Test 1,ARTNursery,50,44.1,A,25-08-2025,2025-26
28,Midterm,MATHNursery,100,28.9,F,15-10-2025,2025-26
28,Midterm,ARTNursery,50,46.1,A+,15-10-2025,2025-26
28,Midterm,ENGNursery,100,41.9,D,15-10-2025,2025-26
28,Midterm,EVSNursery,100,28.2,F,15-10-2025,2025-26
28,Midterm,HINNursery,100,41.4,D,15-10-2025,2025-26
28,Unit Test 2,MATHNursery,100,54.1,C,15-12-2025,2025-26
28,Unit Test 2,ARTNursery,50,40.9,A,15-12-2025,2025-26
28,Unit Test 2,EVSNursery,100,54.7,C,15-12-2025,2025-26
28,Unit Test 2,URDNursery,100,63.3,B,15-12-2025,2025-26
28,Final,HINNursery,100,28.0,F,10-03-2026,2025-26
28,Final,ENGNursery,100,69.2,B,10-03-2026,2025-26
28,Final,ARTNursery,50,30.2,B,10-03-2026,2025-26
28,Final,EVSNursery,100,68.7,B,10-03-2026,2025-26
28,Final,URDNursery,100,25.5,F,10-03-2026,2025-26
29,Unit Test 1,URDNursery,100,54.8,C,25-08-2025,2025-26
29,Unit Test 1,EVSNursery,100,36.4,F,25-08-2025,2025-26
29,Unit Test 1,MATHNursery,100,25.6,F,25-08-2025,2025-26
29,Midterm,EVSNursery,100,37.0,F,15-10-2025,2025-26
29,Midterm,URDNursery,100,40.1,D,15-10-2025,2025-26
29,Midterm,ARTNursery,50,40.2,A,15-10-2025,2025-26
29,Midterm,HINNursery,100,50.1,C,15-10-2025,2025-26
29,Midterm,MATHNursery,100,49.5,D,15-10-2025,2025-26
29,Unit Test 2,HINNursery,100,58.4,C,15-12-2025,2025-26
29,Unit Test 2,ENGNursery,100,97.6,A+,15-12-2025,2025-26
29,Unit Test 2,EVSNursery,100,75.4,B+,15-12-2025,2025-26
29,Unit Test 2,MATHNursery,100,82.8,A,15-12-2025,2025-26
29,Unit Test 2,URDNursery,100,40.3,D,15-12-2025,2025-26
29,Final,ENGNursery,100,80.7,A,10-03-2026,2025-26
29,Final,HINNursery,100,90.6,A+,10-03-2026,2025-26
29,Final,ARTNursery,50,30.0,B,10-03-2026,2025-26
30,Unit Test 1,ARTNursery,50,26.4,C,25-08-2025,2025-26
30,Unit Test 1,MATHNursery,100,72.0,B+,25-08-2025,2025-26
30,Unit Test 1,EVSNursery,100,67.5,B,25-08-2025,2025-26
30,Unit Test 1,URDNursery,100,91.3,A+,25-08-2025,2025-26
30,Unit Test 1,HINNursery,100,43.9,D,25-08-2025,2025-26
30,Midterm,EVSNursery,100,87.2,A,15-10-2025,2025-26
30,Midterm,ENGNursery,100,89.5,A,15-10-2025,2025-26
30,Midterm,MATHNursery,100,40.5,D,15-10-2025,2025-26
30,Unit Test 2,ARTNursery,50,37.0,B+,15-12-2025,2025-26
30,Unit Test 2,EVSNursery,100,69.8,B,15-12-2025,2025-26
30,Unit Test 2,HINNursery,100,84.6,A,15-12-2025,2025-26
30,Unit Test 2,MATHNursery,100,75.0,B+,15-12-2025,2025-26
30,Unit Test 2,ENGNursery,100,95.3,A+,15-12-2025,2025-26
30,Unit Test 2,URDNursery,100,30.8,F,15-12-2025,2025-26
30,Final,ENGNursery,100,89.3,A,10-03-2026,2025-26
30,Final,ARTNursery,50,48.7,A+,10-03-2026,2025-26
30,Final,URDNursery,100,94.8,A+,10-03-2026,2025-26
31,Unit Test 1,HINNursery,100,52.6,C,25-08-2025,2025-26
31,Unit Test 1,ARTNursery,50,41.1,A,25-08-2025,2025-26
31,Unit Test 1,MATHNursery,100,97.8,A+,25-08-2025,2025-26
31,Unit Test 1,ENGNursery,100,80.6,A,25-08-2025,2025-26
31,Unit Test 1,EVSNursery,100,53.0,C,25-08-2025,2025-26
31,Midterm,HINNursery,100,47.7,D,15-10-2025,2025-26
31,Midterm,ENGNursery,100,44.7,D,15-10-2025,2025-26
31,Midterm,EVSNursery,100,94.8,A+,15-10-2025,2025-26
31,Midterm,URDNursery,100,91.6,A+,15-10-2025,2025-26
31,Midterm,ARTNursery,50,45.0,A+,15-10-2025,2025-26
31,Unit Test 2,ENGNursery,100,26.1,F,15-12-2025,2025-26
31,Unit Test 2,ARTNursery,50,27.2,C,15-12-2025,2025-26
31,Unit Test 2,HINNursery,100,42.6,D,15-12-2025,2025-26
31,Unit Test 2,URDNursery,100,90.2,A+,15-12-2025,2025-26
31,Final,EVSNursery,100,41.2,D,10-03-2026,2025-26
31,Final,ENGNursery,100,54.8,C,10-03-2026,2025-26
31,Final,HINNursery,100,53.3,C,10-03-2026,2025-26
31,Final,URDNursery,100,27.8,F,10-03-2026,2025-26
31,Final,ARTNursery,50,35.8,B+,10-03-2026,2025-26
32,Unit Test 1,HINNursery,100,97.0,A+,25-08-2025,2025-26
32,Unit Test 1,MATHNursery,100,90.7,A+,25-08-2025,2025-26
32,Unit Test 1,ENGNursery,100,78.2,B+,25-08-2025,2025-26
32,Unit Test 1,EVSNursery,100,78.9,B+,25-08-2025,2025-26
32,Unit Test 1,ARTNursery,50,30.1,B,25-08-2025,2025-26
32,Unit Test 1,URDNursery,100,45.0,D,25-08-2025,2025-26
32,Midterm,MATHNursery,100,90.5,A+,15-10-2025,2025-26
32,Midterm,ARTNursery,50,45.9,A+,15-10-2025,2025-26
32,Midterm,HINNursery,100,57.7,C,15-10-2025,2025-26
32,Midterm,ENGNursery,100,96.4,A+,15-10-2025,2025-26
32,Midterm,EVSNursery,100,61.6,B,15-10-2025,2025-26
32,Unit Test 2,ARTNursery,50,27.2,C,15-12-2025,2025-26
32,Unit Test 2,ENGNursery,100,52.5,C,15-12-2025,2025-26
32,Unit Test 2,EVSNursery,100,86.6,A,15-12-2025,2025-26
32,Unit Test 2,MATHNursery,100,65.8,B,15-12-2025,2025-26
32,Final,ARTNursery,50,35.2,B+,10-03-2026,2025-26
32,Final,EVSNursery,100,68.5,B,10-03-2026,2025-26
32,Final,MATHNursery,100,52.9,C,10-03-2026,2025-26
32,Final,HINNursery,100,98.8,A+,10-03-2026,2025-26
32,Final,URDNursery,100,82.5,A,10-03-2026,2025-26
34,Unit Test 1,ARTLKG,50,49.0,A+,25-08-2025,2025-26
34,Unit Test 1,HINLKG,100,31.5,F,25-08-2025,2025-26
34,Unit Test 1,URDLKG,100,44.0,D,25-08-2025,2025-26
34,Unit Test 1,MATHLKG,100,35.3,F,25-08-2025,2025-26
34,Midterm,ARTLKG,50,47.2,A+,15-10-2025,2025-26
34,Midterm,HINLKG,100,50.8,C,15-10-2025,2025-26
34,Midterm,URDLKG,100,93.9,A+,15-10-2025,2025-26
34,Midterm,EVSLKG,100,98.7,A+,15-10-2025,2025-26
34,Midterm,ENGLKG,100,35.9,F,15-10-2025,2025-26
34,Unit Test 2,URDLKG,100,31.1,F,15-12-2025,2025-26
34,Unit Test 2,MATHLKG,100,56.4,C,15-12-2025,2025-26
34,Unit Test 2,ARTLKG,50,27.8,C,15-12-2025,2025-26
34,Unit Test 2,ENGLKG,100,62.6,B,15-12-2025,2025-26
34,Unit Test 2,HINLKG,100,28.1,F,15-12-2025,2025-26
34,Final,URDLKG,100,95.1,A+,10-03-2026,2025-26
34,Final,ENGLKG,100,74.8,B+,10-03-2026,2025-26
34,Final,EVSLKG,100,37.4,F,10-03-2026,2025-26
35,Unit Test 1,ARTLKG,50,33.1,B,25-08-2025,2025-26
35,Unit Test 1,EVSLKG,100,87.7,A,25-08-2025,2025-26
35,Unit Test 1,HINLKG,100,53.0,C,25-08-2025,2025-26
35,Unit Test 1,ENGLKG,100,95.3,A+,25-08-2025,2025-26
35,Midterm,MATHLKG,100,41.9,D,15-10-2025,2025-26
35,Midterm,URDLKG,100,73.3,B+,15-10-2025,2025-26
35,Midterm,EVSLKG,100,36.7,F,15-10-2025,2025-26
35,Midterm,HINLKG,100,77.0,B+,15-10-2025,2025-26
35,Midterm,ARTLKG,50,43.8,A,15-10-2025,2025-26
35,Midterm,ENGLKG,100,78.7,B+,15-10-2025,2025-26
35,Unit Test 2,HINLKG,100,77.1,B+,15-12-2025,2025-26
35,Unit Test 2,MATHLKG,100,48.0,D,15-12-2025,2025-26
35,Unit Test 2,ENGLKG,100,81.7,A,15-12-2025,2025-26
35,Final,MATHLKG,100,26.2,F,10-03-2026,2025-26
35,Final,URDLKG,100,47.2,D,10-03-2026,2025-26
35,Final,ENGLKG,100,40.5,D,10-03-2026,2025-26
35,Final,HINLKG,100,87.1,A,10-03-2026,2025-26
35,Final,EVSLKG,100,76.0,B+,10-03-2026,2025-26
36,Unit Test 1,EVSLKG,100,56.6,C,25-08-2025,2025-26
36,Unit Test 1,HINLKG,100,51.8,C,25-08-2025,2025-26
36,Unit Test 1,ENGLKG,100,55.2,C,25-08-2025,2025-26
36,Midterm,EVSLKG,100,57.1,C,15-10-2025,2025-26
36,Midterm,HINLKG,100,69.2,B,15-10-2025,2025-26
36,Midterm,ARTLKG,50,37.0,B+,15-10-2025,2025-26
36,Midterm,ENGLKG,100,71.1,B+,15-10-2025,2025-26
36,Midterm,MATHLKG,100,28.1,F,15-10-2025,2025-26
36,Unit Test 2,ENGLKG,100,77.5,B+,15-12-2025,2025-26
36,Unit Test 2,HINLKG,100,89.6,A,15-12-2025,2025-26
36,Unit Test 2,EVSLKG,100,53.8,C,15-12-2025,2025-26
36,Unit Test 2,MATHLKG,100,65.4,B,15-12-2025,2025-26
36,Unit Test 2,ARTLKG,50,27.5,C,15-12-2025,2025-26
36,Unit Test 2,URDLKG,100,76.6,B+,15-12-2025,2025-26
36,Final,ARTLKG,50,49.1,A+,10-03-2026,2025-26
36,Final,HINLKG,100,81.9,A,10-03-2026,2025-26
36,Final,ENGLKG,100,31.5,F,10-03-2026,2025-26
36,Final,MATHLKG,100,43.9,D,10-03-2026,2025-26
36,Final,URDLKG,100,31.9,F,10-03-2026,2025-26
37,Unit Test 1,ARTLKG,50,43.7,A,25-08-2025,2025-26
37,Unit Test 1,ENGLKG,100,43.1,D,25-08-2025,2025-26
37,Unit Test 1,HINLKG,100,98.8,A+,25-08-2025,2025-26
37,Unit Test 1,MATHLKG,100,27.6,F,25-08-2025,2025-26
37,Midterm,URDLKG,100,32.1,F,15-10-2025,2025-26
37,Midterm,HINLKG,100,76.3,B+,15-10-2025,2025-26
37,Midterm,MATHLKG,100,69.5,B,15-10-2025,2025-26
37,Midterm,EVSLKG,100,75.6,B+,15-10-2025,2025-26
37,Midterm,ARTLKG,50,25.7,C,15-10-2025,2025-26
37,Unit Test 2,ENGLKG,100,85.1,A,15-12-2025,2025-26
37,Unit Test 2,URDLKG,100,65.2,B,15-12-2025,2025-26
37,Unit Test 2,MATHLKG,100,79.3,B+,15-12-2025,2025-26
37,Unit Test 2,HINLKG,100,44.0,D,15-12-2025,2025-26
37,Unit Test 2,EVSLKG,100,33.8,F,15-12-2025,2025-26
37,Unit Test 2,ARTLKG,50,37.9,B+,15-12-2025,2025-26
37,Final,HINLKG,100,46.8,D,10-03-2026,2025-26
37,Final,EVSLKG,100,49.9,D,10-03-2026,2025-26
37,Final,MATHLKG,100,33.2,F,10-03-2026,2025-26
37,Final,ENGLKG,100,36.6,F,10-03-2026,2025-26
38,Unit Test 1,MATHLKG,100,43.7,D,25-08-2025,2025-26
38,Unit Test 1,HINLKG,100,54.0,C,25-08-2025,2025-26
38,Unit Test 1,URDLKG,100,80.8,A,25-08-2025,2025-26
38,Midterm,HINLKG,100,41.8,D,15-10-2025,2025-26
38,Midterm,ENGLKG,100,89.9,A,15-10-2025,2025-26
38,Midterm,EVSLKG,100,68.8,B,15-10-2025,2025-26
38,Midterm,URDLKG,100,62.0,B,15-10-2025,2025-26
38,Unit Test 2,ARTLKG,50,43.5,A,15-12-2025,2025-26
38,Unit Test 2,ENGLKG,100,96.0,A+,15-12-2025,2025-26
38,Unit Test 2,URDLKG,100,67.2,B,15-12-2025,2025-26
38,Unit Test 2,HINLKG,100,57.9,C,15-12-2025,2025-26
38,Unit Test 2,EVSLKG,100,52.5,C,15-12-2025,2025-26
38,Unit Test 2,MATHLKG,100,77.4,B+,15-12-2025,2025-26
38,Final,ARTLKG,50,40.9,A,10-03-2026,2025-26
38,Final,URDLKG,100,33.0,F,10-03-2026,2025-26
38,Final,EVSLKG,100,60.5,B,10-03-2026,2025-26
39,Unit Test 1,HINLKG,100,31.5,F,25-08-2025,2025-26
39,Unit Test 1,URDLKG,100,90.8,A+,25-08-2025,2025-26
39,Unit Test 1,ARTLKG,50,41.6,A,25-08-2025,2025-26
39,Unit Test 1,ENGLKG,100,60.6,B,25-08-2025,2025-26
39,Unit Test 1,EVSLKG,100,63.0,B,25-08-2025,2025-26
39,Midterm,MATHLKG,100,31.5,F,15-10-2025,2025-26
39,Midterm,ENGLKG,100,39.0,F,15-10-2025,2025-26
39,Midterm,URDLKG,100,39.7,F,15-10-2025,2025-26
39,Midterm,HINLKG,100,74.5,B+,15-10-2025,2025-26
39,Unit Test 2,URDLKG,100,68.7,B,15-12-2025,2025-26
39,Unit Test 2,EVSLKG,100,33.7,F,15-12-2025,2025-26
39,Unit Test 2,HINLKG,100,28.0,F,15-12-2025,2025-26
39,Unit Test 2,ENGLKG,100,40.2,D,15-12-2025,2025-26
39,Unit Test 2,ARTLKG,50,32.5,B,15-12-2025,2025-26
39,Final,ENGLKG,100,64.3,B,10-03-2026,2025-26
39,Final,EVSLKG,100,44.9,D,10-03-2026,2025-26
39,Final,ARTLKG,50,38.3,B+,10-03-2026,2025-26
39,Final,URDLKG,100,47.8,D,10-03-2026,2025-26
39,Final,HINLKG,100,85.9,A,10-03-2026,2025-26
39,Final,MATHLKG,100,49.0,D,10-03-2026,2025-26
40,Unit Test 1,HINLKG,100,60.6,B,25-08-2025,2025-26
40,Unit Test 1,MATHLKG,100,60.9,B,25-08-2025,2025-26
40,Unit Test 1,URDLKG,100,32.4,F,25-08-2025,2025-26
40,Unit Test 1,EVSLKG,100,54.1,C,25-08-2025,2025-26
40,Midterm,MATHLKG,100,89.6,A,15-10-2025,2025-26
40,Midterm,ARTLKG,50,26.7,C,15-10-2025,2025-26
40,Midterm,URDLKG,100,63.5,B,15-10-2025,2025-26
40,Unit Test 2,URDLKG,100,72.0,B+,15-12-2025,2025-26
40,Unit Test 2,MATHLKG,100,56.0,C,15-12-2025,2025-26
40,Unit Test 2,ARTLKG,50,40.6,A,15-12-2025,2025-26
40,Final,EVSLKG,100,28.2,F,10-03-2026,2025-26
40,Final,HINLKG,100,49.0,D,10-03-2026,2025-26
40,Final,ENGLKG,100,54.6,C,10-03-2026,2025-26
40,Final,MATHLKG,100,39.4,F,10-03-2026,2025-26
41,Unit Test 1,HINLKG,100,61.0,B,25-08-2025,2025-26
41,Unit Test 1,ARTLKG,50,48.7,A+,25-08-2025,2025-26
41,Unit Test 1,MATHLKG,100,63.2,B,25-08-2025,2025-26
41,Unit Test 1,EVSLKG,100,55.5,C,25-08-2025,2025-26
41,Unit Test 1,ENGLKG,100,90.4,A+,25-08-2025,2025-26
41,Midterm,MATHLKG,100,83.0,A,15-10-2025,2025-26
41,Midterm,URDLKG,100,57.5,C,15-10-2025,2025-26
41,Midterm,EVSLKG,100,27.3,F,15-10-2025,2025-26
41,Midterm,ARTLKG,50,26.7,C,15-10-2025,2025-26
41,Unit Test 2,ARTLKG,50,34.2,B,15-12-2025,2025-26
41,Unit Test 2,MATHLKG,100,54.5,C,15-12-2025,2025-26
41,Unit Test 2,ENGLKG,100,59.8,C,15-12-2025,2025-26
41,Final,EVSLKG,100,63.4,B,10-03-2026,2025-26
41,Final,URDLKG,100,54.0,C,10-03-2026,2025-26
41,Final,ARTLKG,50,46.8,A+,10-03-2026,2025-26
41,Final,MATHLKG,100,76.6,B+,10-03-2026,2025-26
41,Final,HINLKG,100,77.1,B+,10-03-2026,2025-26
42,Unit Test 1,HINLKG,100,61.7,B,25-08-2025,2025-26
42,Unit Test 1,EVSLKG,100,50.7,C,25-08-2025,2025-26
42,Unit Test 1,ENGLKG,100,63.8,B,25-08-2025,2025-26
42,Unit Test 1,URDLKG,100,72.4,B+,25-08-2025,2025-26
42,Midterm,ARTLKG,50,32.8,B,15-10-2025,2025-26
42,Midterm,EVSLKG,100,92.9,A+,15-10-2025,2025-26
42,Midterm,URDLKG,100,93.0,A+,15-10-2025,2025-26
42,Midterm,MATHLKG,100,67.5,B,15-10-2025,2025-26
42,Midterm,ENGLKG,100,51.1,C,15-10-2025,2025-26
42,Unit Test 2,MATHLKG,100,69.8,B,15-12-2025,2025-26
42,Unit Test 2,EVSLKG,100,75.2,B+,15-12-2025,2025-26
42,Unit Test 2,HINLKG,100,39.1,F,15-12-2025,2025-26
42,Unit Test 2,ARTLKG,50,40.3,A,15-12-2025,2025-26
42,Unit Test 2,URDLKG,100,84.0,A,15-12-2025,2025-26
42,Final,MATHLKG,100,68.6,B,10-03-2026,2025-26
42,Final,EVSLKG,100,38.0,F,10-03-2026,2025-26
42,Final,URDLKG,100,79.3,B+,10-03-2026,2025-26
42,Final,ENGLKG,100,90.7,A+,10-03-2026,2025-26
42,Final,ARTLKG,50,41.0,A,10-03-2026,2025-26
43,Unit Test 1,URDLKG,100,85.7,A,25-08-2025,2025-26
43,Unit Test 1,EVSLKG,100,53.1,C,25-08-2025,2025-26
43,Unit Test 1,MATHLKG,100,54.4,C,25-08-2025,2025-26
43,Unit Test 1,ARTLKG,50,42.9,A,25-08-2025,2025-26
43,Midterm,URDLKG,100,34.3,F,15-10-2025,2025-26
43,Midterm,EVSLKG,100,53.2,C,15-10-2025,2025-26
43,Midterm,MATHLKG,100,66.3,B,15-10-2025,2025-26
43,Midterm,HINLKG,100,54.5,C,15-10-2025,2025-26
43,Midterm,ENGLKG,100,30.0,F,15-10-2025,2025-26
43,Midterm,ARTLKG,50,45.3,A+,15-10-2025,2025-26
43,Unit Test 2,HINLKG,100,39.9,F,15-12-2025,2025-26
43,Unit Test 2,ARTLKG,50,26.3,C,15-12-2025,2025-26
43,Unit Test 2,EVSLKG,100,57.1,C,15-12-2025,2025-26
43,Unit Test 2,URDLKG,100,98.6,A+,15-12-2025,2025-26
43,Unit Test 2,MATHLKG,100,69.6,B,15-12-2025,2025-26
43,Final,HINLKG,100,34.2,F,10-03-2026,2025-26
43,Final,ARTLKG,50,44.0,A,10-03-2026,2025-26
43,Final,EVSLKG,100,99.6,A+,10-03-2026,2025-26
43,Final,ENGLKG,100,28.1,F,10-03-2026,2025-26
43,Final,URDLKG,100,30.3,F,10-03-2026,2025-26
43,Final,MATHLKG,100,33.1,F,10-03-2026,2025-26
44,Unit Test 1,MATHLKG,100,91.8,A+,25-08-2025,2025-26
44,Unit Test 1,ENGLKG,100,67.5,B,25-08-2025,2025-26
44,Unit Test 1,HINLKG,100,25.7,F,25-08-2025,2025-26
44,Unit Test 1,URDLKG,100,50.3,C,25-08-2025,2025-26
44,Unit Test 1,EVSLKG,100,71.8,B+,25-08-2025,2025-26
44,Midterm,EVSLKG,100,71.4,B+,15-10-2025,2025-26
44,Midterm,HINLKG,100,67.8,B,15-10-2025,2025-26
44,Midterm,MATHLKG,100,45.0,D,15-10-2025,2025-26
44,Midterm,ENGLKG,100,66.4,B,15-10-2025,2025-26
44,Midterm,ARTLKG,50,46.0,A+,15-10-2025,2025-26
44,Unit Test 2,ENGLKG,100,37.9,F,15-12-2025,2025-26
44,Unit Test 2,URDLKG,100,97.5,A+,15-12-2025,2025-26
44,Unit Test 2,EVSLKG,100,53.7,C,15-12-2025,2025-26
44,Unit Test 2,ARTLKG,50,38.5,B+,15-12-2025,2025-26
44,Final,MATHLKG,100,85.7,A,10-03-2026,2025-26
44,Final,ENGLKG,100,34.3,F,10-03-2026,2025-26
44,Final,EVSLKG,100,43.5,D,10-03-2026,2025-26
45,Unit Test 1,MATHLKG,100,93.8,A+,25-08-2025,2025-26
45,Unit Test 1,ARTLKG,50,32.0,B,25-08-2025,2025-26
45,Unit Test 1,HINLKG,100,25.2,F,25-08-2025,2025-26
45,Unit Test 1,EVSLKG,100,75.3,B+,25-08-2025,2025-26
45,Unit Test 1,ENGLKG,100,57.6,C,25-08-2025,2025-26
45,Unit Test 1,URDLKG,100,89.6,A,25-08-2025,2025-26
45,Midterm,HINLKG,100,78.4,B+,15-10-2025,2025-26
45,Midterm,MATHLKG,100,58.2,C,15-10-2025,2025-26
45,Midterm,URDLKG,100,80.4,A,15-10-2025,2025-26
45,Midterm,ENGLKG,100,53.8,C,15-10-2025,2025-26
45,Midterm,EVSLKG,100,71.1,B+,15-10-2025,2025-26
45,Midterm,ARTLKG,50,34.5,B,15-10-2025,2025-26
45,Unit Test 2,MATHLKG,100,49.2,D,15-12-2025,2025-26
45,Unit Test 2,HINLKG,100,62.4,B,15-12-2025,2025-26
45,Unit Test 2,URDLKG,100,71.2,B+,15-12-2025,2025-26
45,Unit Test 2,EVSLKG,100,87.9,A,15-12-2025,2025-26
45,Unit Test 2,ARTLKG,50,40.2,A,15-12-2025,2025-26
45,Final,MATHLKG,100,40.5,D,10-03-2026,2025-26
45,Final,ENGLKG,100,48.6,D,10-03-2026,2025-26
