admission_number,exam_name,subject_code,max_marks,marks_obtained,grade,exam_date,academic_year
STU20240405,Midterm,MATH10,100,97,A+,10-09-2024,2024-25
STU20240406,Midterm,MATH10,100,98,A+,10-09-2024,2024-25
STU20240407,Midterm,MATH10,100,99,A+,10-09-2024,2024-25
STU20240408,Midterm,MATH10,100,100,A+,10-09-2024,2024-25
STU20240409,Midterm,MATH10,100,50,C,10-09-2024,2024-25
STU20240410,Midterm,MATH10,100,51,C,10-09-2024,2024-25
STU20240411,Midterm,MATH10,100,52,C,10-09-2024,2024-25
STU20240412,Midterm,MATH10,100,53,C,10-09-2024,2024-25
STU20240413,Midterm,MATH10,100,54,C,10-09-2024,2024-25
STU20240414,Midterm,MATH10,100,55,C,10-09-2024,2024-25
STU20240415,Midterm,MATH10,100,56,C,10-09-2024,2024-25
STU20240416,Midterm,MATH10,100,57,C,10-09-2024,2024-25
STU20240417,Midterm,MATH10,100,58,C,10-09-2024,2024-25
STU20240418,Midterm,MATH10,100,59,C,10-09-2024,2024-25
STU20240419,Midterm,MATH10,100,60,B,10-09-2024,2024-25
STU20240420,Midterm,MATH10,100,61,B,10-09-2024,2024-25
STU20240421,Midterm,MATH10,100,62,B,10-09-2024,2024-25
STU20240422,Midterm,MATH10,100,63,B,10-09-2024,2024-25
STU20240423,Midterm,MATH10,100,64,B,10-09-2024,2024-25
STU20240424,Midterm,MATH10,100,65,B,10-09-2024,2024-25
STU20240425,Midterm,MATH10,100,66,B,10-09-2024,2024-25
STU20240426,Midterm,MATH10,100,67,B,10-09-2024,2024-25
STU20240427,Midterm,MATH10,100,68,B,10-09-2024,2024-25
STU20240428,Midterm,MATH10,100,69,B,10-09-2024,2024-25
STU20240429,Midterm,MATH10,100,70,B+,10-09-2024,2024-25
STU20240430,Midterm,MATH10,100,71,B+,10-09-2024,2024-25
STU20240431,Midterm,MATH10,100,72,B+,10-09-2024,2024-25
STU20240432,Midterm,MATH10,100,73,B+,10-09-2024,2024-25
STU20240433,Midterm,MATH10,100,74,B+,10-09-2024,2024-25
STU20240434,Midterm,MATH10,100,75,B+,10-09-2024,2024-25
STU20240435,Midterm,MATH10,100,76,B+,10-09-2024,2024-25
STU20240436,Midterm,MATH10,100,77,B+,10-09-2024,2024-25
STU20240437,Midterm,MATH10,100,78,B+,10-09-2024,2024-25
STU20240438,Midterm,MATH10,100,79,B+,10-09-2024,2024-25
STU20240439,Midterm,MATH10,100,80,A,10-09-2024,2024-25
STU20240440,Midterm,MATH10,100,81,A,10-09-2024,2024-25
STU20240441,Midterm,MATH10,100,82,A,10-09-2024,2024-25
STU20240442,Midterm,MATH10,100,83,A,10-09-2024,2024-25
STU20240443,Midterm,MATH10,100,84,A,10-09-2024,2024-25
STU20240444,Midterm,MATH10,100,85,A,10-09-2024,2024-25
STU20240445,Midterm,MATH10,100,86,A,10-09-2024,2024-25
STU20240446,Midterm,MATH10,100,87,A,10-09-2024,2024-25
STU20240447,Midterm,MATH10,100,88,A,10-09-2024,2024-25
STU20240448,Midterm,MATH10,100,89,A,10-09-2024,2024-25
STU20240449,Midterm,MATH10,100,90,A+,10-09-2024,2024-25
STU20240450,Midterm,MATH10,100,91,A+,10-09-2024,2024-25
STU20240451,Midterm,MATH10,100,92,A+,10-09-2024,2024-25
STU20240452,Midterm,MATH10,100,93,A+,10-09-2024,2024-25
STU20240453,Midterm,MATH10,100,94,A+,10-09-2024,2024-25
STU20240454,Midterm,MATH10,100,95,A+,10-09-2024,2024-25
STU20240455,Midterm,MATH10,100,96,A+,10-09-2024,2024-25
STU20240456,Midterm,MATH10,100,97,A+,10-09-2024,2024-25
STU20240457,Midterm,MATH10,100,98,A+,10-09-2024,2024-25
STU20240458,Midterm,MATH10,100,99,A+,10-09-2024,2024-25
STU20240459,Midterm,MATH10,100,100,A+,10-09-2024,2024-25
STU20240460,Midterm,MATH10,100,50,C,10-09-2024,2024-25
STU20240461,Midterm,MATH10,100,51,C,10-09-2024,2024-25
STU20240462,Midterm,MATH10,100,52,C,10-09-2024,2024-25
STU20240463,Midterm,MATH10,100,53,C,10-09-2024,2024-25
STU20240464,Midterm,MATH10,100,54,C,10-09-2024,2024-25
STU20240465,Midterm,MATH10,100,55,C,10-09-2024,2024-25
STU20240466,Midterm,MATH10,100,56,C,10-09-2024,2024-25
STU20240467,Midterm,MATH10,100,57,C,10-09-2024,2024-25
STU20240468,Midterm,MATH10,100,58,C,10-09-2024,2024-25
STU20240469,Midterm,MATH10,100,59,C,10-09-2024,2024-25
STU20240470,Midterm,MATH10,100,60,B,10-09-2024,2024-25
STU20240471,Midterm,MATH10,100,61,B,10-09-2024,2024-25
STU20240472,Midterm,MATH10,100,62,B,10-09-2024,2024-25
STU20240473,Midterm,MATH10,100,63,B,10-09-2024,2024-25
STU20240474,Midterm,MATH10,100,64,B,10-09-2024,2024-25
STU20240475,Midterm,MATH10,100,65,B,10-09-2024,2024-25
STU20240476,Midterm,MATH10,100,66,B,10-09-2024,2024-25
STU20240477,Midterm,MATH10,100,67,B,10-09-2024,2024-25
STU20240478,Midterm,MATH10,100,68,B,10-09-2024,2024-25
STU20240479,Midterm,MATH10,100,69,B,10-09-2024,2024-25
STU20240480,Midterm,MATH10,100,70,B+,10-09-2024,2024-25
STU20240481,Midterm,MATH10,100,71,B+,10-09-2024,2024-25
STU20240482,Midterm,MATH10,100,72,B+,10-09-2024,2024-25
STU20240483,Midterm,MATH10,100,73,B+,10-09-2024,2024-25
STU20240484,Midterm,MATH10,100,74,B+,10-09-2024,2024-25
STU20240485,Midterm,MATH10,100,75,B+,10-09-2024,2024-25
STU20240486,Midterm,MATH10,100,76,B+,10-09-2024,2024-25
STU20240487,Midterm,MATH10,100,77,B+,10-09-2024,2024-25
STU20240488,Midterm,MATH10,100,78,B+,10-09-2024,2024-25
STU20240489,Midterm,MATH10,100,79,B+,10-09-2024,2024-25
STU20240490,Midterm,MATH10,100,80,A,10-09-2024,2024-25
STU20240491,Midterm,MATH10,100,81,A,10-09-2024,2024-25
STU20240492,Midterm,MATH10,100,82,A,10-09-2024,2024-25
STU20240493,Midterm,MATH10,100,83,A,10-09-2024,2024-25
STU20240494,Midterm,MATH10,100,84,A,10-09-2024,2024-25
STU20240495,Midterm,MATH10,100,85,A,10-09-2024,2024-25
STU20240496,Midterm,MATH10,100,86,A,10-09-2024,2024-25
STU20240497,Midterm,MATH10,100,87,A,10-09-2024,2024-25
STU20240498,Midterm,MATH10,100,88,A,10-09-2024,2024-25
STU20240499,Midterm,MATH10,100,89,A,10-09-2024,2024-25
STU20240500,Midterm,MATH10,100,90,A+,10-09-2024,2024-25
