receipt_number,invoice_number,amount_paid,payment_date,payment_mode,remarks
RCP-INV-STU20240120-02-1,INV-STU20240120-02,195.78,29-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240121-02-1,INV-STU20240121-02,497.09,22-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240122-01-1,INV-STU20240122-01,2134.22,17-01-2026,CASH,Auto-generated payment
RCP-INV-STU20240122-02-1,INV-STU20240122-02,901.28,21-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240123-01-1,INV-STU20240123-01,2154.58,27-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240123-02-1,INV-STU20240123-02,322.36,21-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240124-01-1,INV-STU20240124-01,1749.50,17-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240124-02-1,INV-STU20240124-02,873.11,18-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240124-02-2,INV-STU20240124-02,1803.72,28-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240125-02-1,INV-STU20240125-02,847.23,16-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240126-01-1,INV-STU20240126-01,2266.98,04-01-2026,CASH,Auto-generated payment
RCP-INV-STU20240126-01-2,INV-STU20240126-01,446.33,19-01-2026,CHEQUE,Auto-generated payment
RCP-INV-STU20240126-02-1,INV-STU20240126-02,1552.50,28-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240126-02-2,INV-STU20240126-02,1681.82,12-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240127-02-1,INV-STU20240127-02,1057.85,07-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240127-02-2,INV-STU20240127-02,1098.28,22-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240128-01-1,INV-STU20240128-01,1018.18,05-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240128-01-2,INV-STU20240128-01,552.11,28-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240128-02-1,INV-STU20240128-02,3286.15,29-08-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240128-02-2,INV-STU20240128-02,193.11,03-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240129-01-1,INV-STU20240129-01,1019.99,01-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240129-01-2,INV-STU20240129-01,1555.58,31-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240129-02-1,INV-STU20240129-02,1226.45,22-01-2026,CHEQUE,Auto-generated payment
RCP-INV-STU20240129-02-2,INV-STU20240129-02,1389.52,15-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240130-01-1,INV-STU20240130-01,2288.57,17-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240130-02-1,INV-STU20240130-02,1453.38,25-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240130-02-2,INV-STU20240130-02,274.60,22-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240131-02-1,INV-STU20240131-02,224.48,19-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240131-02-2,INV-STU20240131-02,989.89,14-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240132-01-1,INV-STU20240132-01,1650.84,19-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240132-02-1,INV-STU20240132-02,193.20,08-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240132-02-2,INV-STU20240132-02,3073.23,22-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240133-01-1,INV-STU20240133-01,2124.61,24-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240133-01-2,INV-STU20240133-01,634.70,20-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240134-01-1,INV-STU20240134-01,630.92,04-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240134-02-1,INV-STU20240134-02,2346.60,13-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240135-01-1,INV-STU20240135-01,953.55,23-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240136-01-1,INV-STU20240136-01,2140.98,30-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240136-02-1,INV-STU20240136-02,270.75,26-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240136-02-2,INV-STU20240136-02,576.31,13-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240137-02-1,INV-STU20240137-02,428.67,01-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240138-01-1,INV-STU20240138-01,2227.08,28-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240138-01-2,INV-STU20240138-01,710.06,19-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240139-01-1,INV-STU20240139-01,2576.62,21-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240139-01-2,INV-STU20240139-01,120.04,24-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240139-02-1,INV-STU20240139-02,1696.80,15-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240139-02-2,INV-STU20240139-02,888.13,24-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240140-01-1,INV-STU20240140-01,1060.53,02-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240140-02-1,INV-STU20240140-02,1186.69,11-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240141-01-1,INV-STU20240141-01,2501.80,09-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240141-01-2,INV-STU20240141-01,478.87,12-08-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240141-02-1,INV-STU20240141-02,2315.39,16-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240143-01-1,INV-STU20240143-01,1598.31,06-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240143-01-2,INV-STU20240143-01,316.21,23-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240143-02-1,INV-STU20240143-02,128.56,07-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240144-01-1,INV-STU20240144-01,860.66,28-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240144-01-2,INV-STU20240144-01,1026.02,01-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240144-02-1,INV-STU20240144-02,721.53,14-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240144-02-2,INV-STU20240144-02,2200.43,29-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240145-01-1,INV-STU20240145-01,1590.82,29-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240145-02-1,INV-STU20240145-02,2332.54,18-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240145-02-2,INV-STU20240145-02,474.79,19-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240147-01-1,INV-STU20240147-01,851.46,03-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240147-01-2,INV-STU20240147-01,1797.40,12-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240148-01-1,INV-STU20240148-01,1764.31,15-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240148-01-2,INV-STU20240148-01,415.97,09-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240149-02-1,INV-STU20240149-02,1339.11,23-01-2026,ONLINE,Auto-generated payment
RCP-INV-STU20240149-02-2,INV-STU20240149-02,1444.41,06-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240150-01-1,INV-STU20240150-01,2114.69,04-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240150-02-1,INV-STU20240150-02,1127.42,14-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240150-02-2,INV-STU20240150-02,1546.21,30-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240151-01-1,INV-STU20240151-01,323.98,02-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240151-01-2,INV-STU20240151-01,316.13,31-08-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240151-02-1,INV-STU20240151-02,200.04,12-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240152-01-1,INV-STU20240152-01,988.34,23-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240152-01-2,INV-STU20240152-01,1060.52,03-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240153-01-1,INV-STU20240153-01,1039.63,18-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240153-02-1,INV-STU20240153-02,2878.76,25-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240153-02-2,INV-STU20240153-02,127.46,16-01-2026,CHEQUE,Auto-generated payment
RCP-INV-STU20240154-01-1,INV-STU20240154-01,951.03,15-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240154-01-2,INV-STU20240154-01,1141.77,06-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240155-02-1,INV-STU20240155-02,2224.72,29-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240156-01-1,INV-STU20240156-01,1285.85,21-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240156-01-2,INV-STU20240156-01,871.05,06-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240157-01-1,INV-STU20240157-01,289.46,30-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240157-01-2,INV-STU20240157-01,1595.69,27-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240157-02-1,INV-STU20240157-02,3096.10,28-08-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240158-01-1,INV-STU20240158-01,2164.08,10-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240158-01-2,INV-STU20240158-01,563.42,21-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240158-02-1,INV-STU20240158-02,2118.66,07-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240159-02-1,INV-STU20240159-02,2931.45,13-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240160-02-1,INV-STU20240160-02,2668.76,11-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240161-02-1,INV-STU20240161-02,2199.04,02-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240163-01-1,INV-STU20240163-01,1048.89,08-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240163-02-1,INV-STU20240163-02,2222.87,24-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240164-02-1,INV-STU20240164-02,2960.92,26-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240164-02-2,INV-STU20240164-02,378.89,29-01-2026,CASH,Auto-generated payment
RCP-INV-STU20240165-01-1,INV-STU20240165-01,2929.47,10-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240166-02-1,INV-STU20240166-02,539.70,23-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240166-02-2,INV-STU20240166-02,572.97,20-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240167-02-1,INV-STU20240167-02,423.18,20-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240167-02-2,INV-STU20240167-02,1577.25,19-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240168-01-1,INV-STU20240168-01,1586.32,06-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240168-01-2,INV-STU20240168-01,709.08,19-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240170-02-1,INV-STU20240170-02,1057.73,26-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240170-02-2,INV-STU20240170-02,1242.77,15-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240172-01-1,INV-STU20240172-01,1079.75,15-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240172-01-2,INV-STU20240172-01,116.50,30-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240173-01-1,INV-STU20240173-01,1201.13,13-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240173-01-2,INV-STU20240173-01,795.04,06-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240174-01-1,INV-STU20240174-01,2071.50,05-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240174-01-2,INV-STU20240174-01,676.43,07-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240175-01-1,INV-STU20240175-01,2052.02,28-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240175-01-2,INV-STU20240175-01,567.55,07-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240175-02-1,INV-STU20240175-02,1364.98,15-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240175-02-2,INV-STU20240175-02,1641.88,21-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240176-01-1,INV-STU20240176-01,1233.39,15-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240176-01-2,INV-STU20240176-01,1387.52,19-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240177-02-1,INV-STU20240177-02,1345.21,02-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240178-01-1,INV-STU20240178-01,325.86,06-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240178-01-2,INV-STU20240178-01,350.77,24-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240178-02-1,INV-STU20240178-02,3272.44,20-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240179-01-1,INV-STU20240179-01,2293.57,17-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240179-01-2,INV-STU20240179-01,212.90,04-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240179-02-1,INV-STU20240179-02,2841.13,06-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240179-02-2,INV-STU20240179-02,529.88,18-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240180-01-1,INV-STU20240180-01,2208.74,03-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240180-02-1,INV-STU20240180-02,558.14,18-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240180-02-2,INV-STU20240180-02,745.81,24-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240181-01-1,INV-STU20240181-01,1348.05,10-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240182-02-1,INV-STU20240182-02,2919.08,02-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240182-02-2,INV-STU20240182-02,212.59,08-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240183-02-1,INV-STU20240183-02,1064.95,15-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240183-02-2,INV-STU20240183-02,448.80,18-01-2026,CASH,Auto-generated payment
RCP-INV-STU20240184-02-1,INV-STU20240184-02,516.71,09-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240185-01-1,INV-STU20240185-01,1317.86,27-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240185-01-2,INV-STU20240185-01,599.32,01-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240185-02-1,INV-STU20240185-02,2455.16,11-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240186-01-1,INV-STU20240186-01,2059.43,09-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240187-02-1,INV-STU20240187-02,2161.66,17-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240188-02-1,INV-STU20240188-02,577.77,03-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240188-02-2,INV-STU20240188-02,2469.37,26-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240189-02-1,INV-STU20240189-02,1008.02,22-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240190-01-1,INV-STU20240190-01,654.03,27-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240190-02-1,INV-STU20240190-02,100.67,11-01-2026,UPI,Auto-generated payment
RCP-INV-STU20240190-02-2,INV-STU20240190-02,2792.00,07-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240191-01-1,INV-STU20240191-01,769.12,23-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240191-02-1,INV-STU20240191-02,3273.99,26-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240191-02-2,INV-STU20240191-02,115.77,19-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240192-01-1,INV-STU20240192-01,779.05,14-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240192-01-2,INV-STU20240192-01,781.71,13-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240192-02-1,INV-STU20240192-02,1121.36,11-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240195-01-1,INV-STU20240195-01,2982.19,19-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240195-02-1,INV-STU20240195-02,171.51,25-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240195-02-2,INV-STU20240195-02,2236.75,18-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240196-01-1,INV-STU20240196-01,2821.94,07-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240196-01-2,INV-STU20240196-01,111.53,12-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240196-02-1,INV-STU20240196-02,1293.77,10-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240196-02-2,INV-STU20240196-02,497.94,29-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240197-01-1,INV-STU20240197-01,2886.28,27-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240198-02-1,INV-STU20240198-02,886.33,06-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240199-01-1,INV-STU20240199-01,292.35,21-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240199-01-2,INV-STU20240199-01,2142.71,28-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240200-01-1,INV-STU20240200-01,2161.41,15-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240200-01-2,INV-STU20240200-01,644.62,19-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240200-02-1,INV-STU20240200-02,3077.42,21-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240200-02-2,INV-STU20240200-02,358.61,06-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240201-01-1,INV-STU20240201-01,209.34,26-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240201-02-1,INV-STU20240201-02,494.28,21-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240203-01-1,INV-STU20240203-01,1998.22,03-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240203-01-2,INV-STU20240203-01,497.51,23-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240203-02-1,INV-STU20240203-02,2858.44,04-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240204-02-1,INV-STU20240204-02,3088.24,31-12-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240205-01-1,INV-STU20240205-01,2664.75,25-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240205-01-2,INV-STU20240205-01,195.48,05-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240205-02-1,INV-STU20240205-02,1285.69,23-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240206-02-1,INV-STU20240206-02,2341.01,17-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240206-02-2,INV-STU20240206-02,484.35,26-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240207-02-1,INV-STU20240207-02,3003.61,07-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240208-01-1,INV-STU20240208-01,578.73,17-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240208-01-2,INV-STU20240208-01,1485.90,22-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240208-02-1,INV-STU20240208-02,1811.19,12-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240208-02-2,INV-STU20240208-02,308.55,24-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240209-01-1,INV-STU20240209-01,2447.44,09-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240209-01-2,INV-STU20240209-01,209.45,15-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240209-02-1,INV-STU20240209-02,940.07,18-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240209-02-2,INV-STU20240209-02,655.93,18-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240210-01-1,INV-STU20240210-01,2359.41,08-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240210-01-2,INV-STU20240210-01,551.88,18-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240210-02-1,INV-STU20240210-02,1153.97,21-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240210-02-2,INV-STU20240210-02,1246.11,12-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240211-01-1,INV-STU20240211-01,2541.81,07-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240211-02-1,INV-STU20240211-02,136.28,12-08-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240212-01-1,INV-STU20240212-01,131.86,23-01-2026,CASH,Auto-generated payment
RCP-INV-STU20240212-01-2,INV-STU20240212-01,310.75,15-01-2026,ONLINE,Auto-generated payment
RCP-INV-STU20240213-01-1,INV-STU20240213-01,1681.52,19-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240213-02-1,INV-STU20240213-02,1815.53,18-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240213-02-2,INV-STU20240213-02,1121.10,14-09-2025,CASH,Auto-generated payment
RCP-INV-STU20240215-01-1,INV-STU20240215-01,924.89,15-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240215-02-1,INV-STU20240215-02,2872.10,11-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240218-02-1,INV-STU20240218-02,803.54,02-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240219-01-1,INV-STU20240219-01,106.26,27-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240219-01-2,INV-STU20240219-01,2250.67,22-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240219-02-1,INV-STU20240219-02,1022.63,12-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240220-01-1,INV-STU20240220-01,639.97,25-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240221-01-1,INV-STU20240221-01,1390.20,02-02-2026,CASH,Auto-generated payment
RCP-INV-STU20240221-02-1,INV-STU20240221-02,2620.34,21-08-2025,CASH,Auto-generated payment
RCP-INV-STU20240221-02-2,INV-STU20240221-02,799.40,12-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240222-01-1,INV-STU20240222-01,1631.78,20-10-2025,UPI,Auto-generated payment
RCP-INV-STU20240222-01-2,INV-STU20240222-01,965.12,27-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240222-02-1,INV-STU20240222-02,1529.28,11-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240222-02-2,INV-STU20240222-02,1564.08,14-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240223-02-1,INV-STU20240223-02,2735.68,25-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240223-02-2,INV-STU20240223-02,367.28,13-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240224-01-1,INV-STU20240224-01,2290.36,21-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240224-02-1,INV-STU20240224-02,757.99,03-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240224-02-2,INV-STU20240224-02,1066.56,10-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240225-02-1,INV-STU20240225-02,1323.76,27-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240226-01-1,INV-STU20240226-01,2153.09,15-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240226-01-2,INV-STU20240226-01,652.40,11-11-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240226-02-1,INV-STU20240226-02,1216.74,22-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240227-01-1,INV-STU20240227-01,1057.06,23-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240227-01-2,INV-STU20240227-01,1129.93,08-12-2025,CASH,Auto-generated payment
RCP-INV-STU20240228-01-1,INV-STU20240228-01,849.59,07-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240228-01-2,INV-STU20240228-01,1428.36,08-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240228-02-1,INV-STU20240228-02,1331.98,19-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240228-02-2,INV-STU20240228-02,772.24,24-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240229-02-1,INV-STU20240229-02,645.88,01-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240229-02-2,INV-STU20240229-02,2541.59,16-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240230-01-1,INV-STU20240230-01,900.12,26-11-2025,CASH,Auto-generated payment
RCP-INV-STU20240230-02-1,INV-STU20240230-02,2432.30,09-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240231-02-1,INV-STU20240231-02,1262.15,03-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240231-02-2,INV-STU20240231-02,1099.43,27-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240232-02-1,INV-STU20240232-02,1069.06,19-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240233-01-1,INV-STU20240233-01,394.00,14-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240234-02-1,INV-STU20240234-02,1406.79,02-10-2025,CASH,Auto-generated payment
RCP-INV-STU20240234-02-2,INV-STU20240234-02,1429.63,01-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240235-01-1,INV-STU20240235-01,593.67,30-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240235-02-1,INV-STU20240235-02,2998.40,06-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240235-02-2,INV-STU20240235-02,370.92,13-12-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240236-01-1,INV-STU20240236-01,2610.51,12-01-2026,ONLINE,Auto-generated payment
RCP-INV-STU20240237-01-1,INV-STU20240237-01,836.03,04-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240237-01-2,INV-STU20240237-01,645.34,25-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240237-02-1,INV-STU20240237-02,1828.71,03-08-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240237-02-2,INV-STU20240237-02,234.54,16-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240238-01-1,INV-STU20240238-01,2474.32,11-09-2025,UPI,Auto-generated payment
RCP-INV-STU20240238-01-2,INV-STU20240238-01,336.76,04-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240238-02-1,INV-STU20240238-02,2711.95,03-11-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240239-02-1,INV-STU20240239-02,3336.04,21-09-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240240-01-1,INV-STU20240240-01,1839.63,28-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240240-02-1,INV-STU20240240-02,1183.75,06-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240241-01-1,INV-STU20240241-01,2598.47,19-10-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240241-01-2,INV-STU20240241-01,279.78,20-10-2025,CHEQUE,Auto-generated payment
RCP-INV-STU20240241-02-1,INV-STU20240241-02,487.21,26-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240241-02-2,INV-STU20240241-02,2593.76,16-08-2025,UPI,Auto-generated payment
RCP-INV-STU20240242-02-1,INV-STU20240242-02,553.74,02-12-2025,UPI,Auto-generated payment
RCP-INV-STU20240243-01-1,INV-STU20240243-01,1497.97,23-09-2025,ONLINE,Auto-generated payment
RCP-INV-STU20240243-02-1,INV-STU20240243-02,3185.90,23-11-2025,UPI,Auto-generated payment
RCP-INV-STU20240244-01-1,INV-STU20240244-01,297.79,17-09-2025,ONLINE,Auto-generated payment
