invoice_number,admission_number,fee_type,amount,due_date,invoice_date,academic_year
INV-STU20240140-01,STU20240140,Tuition Fee,3000.00,15-12-2025,15-11-2025,2026-2027
INV-STU20240140-02,STU20240140,Tuition Fee,3500.00,04-09-2025,05-08-2025,2026-2027
INV-STU20240141-01,STU20240141,Tuition Fee,3000.00,05-09-2025,06-08-2025,2026-2027
INV-STU20240141-02,STU20240141,Tuition Fee,3500.00,09-11-2025,10-10-2025,2026-2027
INV-STU20240142-01,STU20240142,Tuition Fee,3000.00,08-11-2025,09-10-2025,2026-2027
INV-STU20240142-02,STU20240142,Tuition Fee,3500.00,15-10-2025,15-09-2025,2026-2027
INV-STU20240143-01,STU20240143,Tuition Fee,3000.00,10-01-2026,11-12-2025,2026-2027
INV-STU20240143-02,STU20240143,Tuition Fee,3500.00,01-01-2026,02-12-2025,2026-2027
INV-STU20240144-01,STU20240144,Tuition Fee,3000.00,26-10-2025,26-09-2025,2026-2027
INV-STU20240144-02,STU20240144,Tuition Fee,3500.00,25-09-2025,26-08-2025,2026-2027
INV-STU20240145-01,STU20240145,Tuition Fee,3000.00,17-11-2025,18-10-2025,2026-2027
INV-STU20240145-02,STU20240145,Tuition Fee,3500.00,24-09-2025,25-08-2025,2026-2027
INV-STU20240146-01,STU20240146,Tuition Fee,3000.00,06-01-2026,07-12-2025,2026-2027
INV-STU20240146-02,STU20240146,Tuition Fee,3500.00,05-12-2025,05-11-2025,2026-2027
INV-STU20240147-01,STU20240147,Tuition Fee,3000.00,05-12-2025,05-11-2025,2026-2027
INV-STU20240147-02,STU20240147,Tuition Fee,3500.00,07-12-2025,07-11-2025,2026-2027
INV-STU20240148-01,STU20240148,Tuition Fee,3000.00,17-09-2025,18-08-2025,2026-2027
INV-STU20240148-02,STU20240148,Tuition Fee,3500.00,25-11-2025,26-10-2025,2026-2027
INV-STU20240149-01,STU20240149,Tuition Fee,3000.00,06-11-2025,07-10-2025,2026-2027
INV-STU20240149-02,STU20240149,Tuition Fee,3500.00,15-01-2026,16-12-2025,2026-2027
INV-STU20240150-01,STU20240150,Tuition Fee,3000.00,28-11-2025,29-10-2025,2026-2027
INV-STU20240150-02,STU20240150,Tuition Fee,3500.00,05-09-2025,06-08-2025,2026-2027
INV-STU20240151-01,STU20240151,Tuition Fee,3000.00,11-09-2025,12-08-2025,2026-2027
INV-STU20240151-02,STU20240151,Tuition Fee,3500.00,06-10-2025,06-09-2025,2026-2027
INV-STU20240152-01,STU20240152,Tuition Fee,3000.00,18-09-2025,19-08-2025,2026-2027
INV-STU20240152-02,STU20240152,Tuition Fee,3500.00,31-08-2025,01-08-2025,2026-2027
INV-STU20240153-01,STU20240153,Tuition Fee,3000.00,09-12-2025,09-11-2025,2026-2027
INV-STU20240153-02,STU20240153,Tuition Fee,3500.00,19-01-2026,20-12-2025,2026-2027
INV-STU20240154-01,STU20240154,Tuition Fee,3000.00,08-01-2026,09-12-2025,2026-2027
INV-STU20240154-02,STU20240154,Tuition Fee,3500.00,15-10-2025,15-09-2025,2026-2027
INV-STU20240155-01,STU20240155,Tuition Fee,3000.00,05-01-2026,06-12-2025,2026-2027
INV-STU20240155-02,STU20240155,Tuition Fee,3500.00,06-01-2026,07-12-2025,2026-2027
INV-STU20240156-01,STU20240156,Tuition Fee,3000.00,11-11-2025,12-10-2025,2026-2027
INV-STU20240156-02,STU20240156,Tuition Fee,3500.00,02-12-2025,02-11-2025,2026-2027
INV-STU20240157-01,STU20240157,Tuition Fee,3000.00,27-11-2025,28-10-2025,2026-2027
INV-STU20240157-02,STU20240157,Tuition Fee,3500.00,20-09-2025,21-08-2025,2026-2027
INV-STU20240158-01,STU20240158,Tuition Fee,3000.00,19-01-2026,20-12-2025,2026-2027
INV-STU20240158-02,STU20240158,Tuition Fee,3500.00,03-11-2025,04-10-2025,2026-2027
INV-STU20240159-01,STU20240159,Tuition Fee,3000.00,17-09-2025,18-08-2025,2026-2027
INV-STU20240159-02,STU20240159,Tuition Fee,3500.00,30-11-2025,31-10-2025,2026-2027
INV-STU20240160-01,STU20240160,Tuition Fee,3000.00,17-12-2025,17-11-2025,2026-2027
INV-STU20240160-02,STU20240160,Tuition Fee,3500.00,02-12-2025,02-11-2025,2026-2027
INV-STU20240161-01,STU20240161,Tuition Fee,3000.00,19-09-2025,20-08-2025,2026-2027
INV-STU20240161-02,STU20240161,Tuition Fee,3500.00,07-11-2025,08-10-2025,2026-2027
INV-STU20240162-01,STU20240162,Tuition Fee,3000.00,15-11-2025,16-10-2025,2026-2027
INV-STU20240162-02,STU20240162,Tuition Fee,3500.00,14-12-2025,14-11-2025,2026-2027
INV-STU20240163-01,STU20240163,Tuition Fee,3000.00,30-09-2025,31-08-2025,2026-2027
INV-STU20240163-02,STU20240163,Tuition Fee,3500.00,02-12-2025,02-11-2025,2026-2027
INV-STU20240164-01,STU20240164,Tuition Fee,3000.00,18-09-2025,19-08-2025,2026-2027
INV-STU20240164-02,STU20240164,Tuition Fee,3500.00,24-01-2026,25-12-2025,2026-2027
INV-STU20240165-01,STU20240165,Tuition Fee,3000.00,25-12-2025,25-11-2025,2026-2027
INV-STU20240165-02,STU20240165,Tuition Fee,3500.00,21-01-2026,22-12-2025,2026-2027
INV-STU20240166-01,STU20240166,Tuition Fee,3000.00,03-09-2025,04-08-2025,2026-2027
INV-STU20240166-02,STU20240166,Tuition Fee,3500.00,15-09-2025,16-08-2025,2026-2027
INV-STU20240167-01,STU20240167,Tuition Fee,3000.00,05-12-2025,05-11-2025,2026-2027
INV-STU20240167-02,STU20240167,Tuition Fee,3500.00,23-12-2025,23-11-2025,2026-2027
INV-STU20240168-01,STU20240168,Tuition Fee,3000.00,14-10-2025,14-09-2025,2026-2027
INV-STU20240168-02,STU20240168,Tuition Fee,3500.00,14-11-2025,15-10-2025,2026-2027
INV-STU20240169-01,STU20240169,Tuition Fee,3000.00,01-01-2026,02-12-2025,2026-2027
INV-STU20240169-02,STU20240169,Tuition Fee,3500.00,27-09-2025,28-08-2025,2026-2027
INV-STU20240170-01,STU20240170,Tuition Fee,3000.00,14-01-2026,15-12-2025,2026-2027
INV-STU20240170-02,STU20240170,Tuition Fee,3500.00,11-01-2026,12-12-2025,2026-2027
INV-STU20240171-01,STU20240171,Tuition Fee,3000.00,11-10-2025,11-09-2025,2026-2027
INV-STU20240171-02,STU20240171,Tuition Fee,3500.00,19-10-2025,19-09-2025,2026-2027
INV-STU20240172-01,STU20240172,Tuition Fee,3000.00,10-12-2025,10-11-2025,2026-2027
INV-STU20240172-02,STU20240172,Tuition Fee,3500.00,27-11-2025,28-10-2025,2026-2027
INV-STU20240173-01,STU20240173,Tuition Fee,3000.00,08-11-2025,09-10-2025,2026-2027
INV-STU20240173-02,STU20240173,Tuition Fee,3500.00,24-11-2025,25-10-2025,2026-2027
INV-STU20240174-01,STU20240174,Tuition Fee,3000.00,20-12-2025,20-11-2025,2026-2027
INV-STU20240174-02,STU20240174,Tuition Fee,3500.00,29-08-2025,30-07-2025,2026-2027
INV-STU20240175-01,STU20240175,Tuition Fee,3000.00,16-10-2025,16-09-2025,2026-2027
INV-STU20240175-02,STU20240175,Tuition Fee,3500.00,13-12-2025,13-11-2025,2026-2027
INV-STU20240176-01,STU20240176,Tuition Fee,3000.00,09-09-2025,10-08-2025,2026-2027
INV-STU20240176-02,STU20240176,Tuition Fee,3500.00,07-12-2025,07-11-2025,2026-2027
INV-STU20240177-01,STU20240177,Tuition Fee,3000.00,21-12-2025,21-11-2025,2026-2027
INV-STU20240177-02,STU20240177,Tuition Fee,3500.00,14-11-2025,15-10-2025,2026-2027
INV-STU20240178-01,STU20240178,Tuition Fee,3000.00,18-09-2025,19-08-2025,2026-2027
INV-STU20240178-02,STU20240178,Tuition Fee,3500.00,08-12-2025,08-11-2025,2026-2027
INV-STU20240179-01,STU20240179,Tuition Fee,3000.00,26-11-2025,27-10-2025,2026-2027
INV-STU20240179-02,STU20240179,Tuition Fee,3500.00,08-09-2025,09-08-2025,2026-2027
INV-STU20240180-01,STU20240180,Tuition Fee,3000.00,20-01-2026,21-12-2025,2026-2027
INV-STU20240180-02,STU20240180,Tuition Fee,3500.00,19-11-2025,20-10-2025,2026-2027
INV-STU20240181-01,STU20240181,Tuition Fee,3000.00,31-08-2025,01-08-2025,2026-2027
INV-STU20240181-02,STU20240181,Tuition Fee,3500.00,14-10-2025,14-09-2025,2026-2027
INV-STU20240182-01,STU20240182,Tuition Fee,3000.00,17-01-2026,18-12-2025,2026-2027
INV-STU20240182-02,STU20240182,Tuition Fee,3500.00,24-10-2025,24-09-2025,2026-2027
INV-STU20240183-01,STU20240183,Tuition Fee,3000.00,22-10-2025,22-09-2025,2026-2027
INV-STU20240183-02,STU20240183,Tuition Fee,3500.00,09-01-2026,10-12-2025,2026-2027
INV-STU20240184-01,STU20240184,Tuition Fee,3000.00,23-09-2025,24-08-2025,2026-2027
INV-STU20240184-02,STU20240184,Tuition Fee,3500.00,15-10-2025,15-09-2025,2026-2027
INV-STU20240185-01,STU20240185,Tuition Fee,3000.00,14-12-2025,14-11-2025,2026-2027
INV-STU20240185-02,STU20240185,Tuition Fee,3500.00,08-09-2025,09-08-2025,2026-2027
INV-STU20240186-01,STU20240186,Tuition Fee,3000.00,19-10-2025,19-09-2025,2026-2027
INV-STU20240186-02,STU20240186,Tuition Fee,3500.00,13-10-2025,13-09-2025,2026-2027
INV-STU20240187-01,STU20240187,Tuition Fee,3000.00,21-11-2025,22-10-2025,2026-2027
INV-STU20240187-02,STU20240187,Tuition Fee,3500.00,07-12-2025,07-11-2025,2026-2027
INV-STU20240188-01,STU20240188,Tuition Fee,3000.00,13-11-2025,14-10-2025,2026-2027
INV-STU20240188-02,STU20240188,Tuition Fee,3500.00,29-11-2025,30-10-2025,2026-2027
INV-STU20240189-01,STU20240189,Tuition Fee,3000.00,02-09-2025,03-08-2025,2026-2027
INV-STU20240189-02,STU20240189,Tuition Fee,3500.00,08-11-2025,09-10-2025,2026-2027
INV-STU20240190-01,STU20240190,Tuition Fee,3000.00,13-12-2025,13-11-2025,2026-2027
INV-STU20240190-02,STU20240190,Tuition Fee,3500.00,01-01-2026,02-12-2025,2026-2027
INV-STU20240191-01,STU20240191,Tuition Fee,3000.00,14-09-2025,15-08-2025,2026-2027
INV-STU20240191-02,STU20240191,Tuition Fee,3500.00,12-09-2025,13-08-2025,2026-2027
INV-STU20240192-01,STU20240192,Tuition Fee,3000.00,01-09-2025,02-08-2025,2026-2027
INV-STU20240192-02,STU20240192,Tuition Fee,3500.00,28-10-2025,28-09-2025,2026-2027
INV-STU20240193-01,STU20240193,Tuition Fee,3000.00,28-08-2025,29-07-2025,2026-2027
INV-STU20240193-02,STU20240193,Tuition Fee,3500.00,16-10-2025,16-09-2025,2026-2027
INV-STU20240194-01,STU20240194,Tuition Fee,3000.00,31-12-2025,01-12-2025,2026-2027
INV-STU20240194-02,STU20240194,Tuition Fee,3500.00,01-10-2025,01-09-2025,2026-2027
INV-STU20240195-01,STU20240195,Tuition Fee,3000.00,11-09-2025,12-08-2025,2026-2027
INV-STU20240195-02,STU20240195,Tuition Fee,3500.00,04-10-2025,04-09-2025,2026-2027
INV-STU20240196-01,STU20240196,Tuition Fee,3000.00,09-09-2025,10-08-2025,2026-2027
INV-STU20240196-02,STU20240196,Tuition Fee,3500.00,23-12-2025,23-11-2025,2026-2027
INV-STU20240197-01,STU20240197,Tuition Fee,3000.00,08-11-2025,09-10-2025,2026-2027
INV-STU20240197-02,STU20240197,Tuition Fee,3500.00,21-10-2025,21-09-2025,2026-2027
INV-STU20240198-01,STU20240198,Tuition Fee,3000.00,07-09-2025,08-08-2025,2026-2027
INV-STU20240198-02,STU20240198,Tuition Fee,3500.00,20-11-2025,21-10-2025,2026-2027
INV-STU20240199-01,STU20240199,Tuition Fee,3000.00,23-09-2025,24-08-2025,2026-2027
INV-STU20240199-02,STU20240199,Tuition Fee,3500.00,07-10-2025,07-09-2025,2026-2027
INV-STU20240200-01,STU20240200,Tuition Fee,3000.00,12-11-2025,13-10-2025,2026-2027
INV-STU20240200-02,STU20240200,Tuition Fee,3500.00,29-09-2025,30-08-2025,2026-2027
INV-STU20240201-01,STU20240201,Tuition Fee,3000.00,10-01-2026,11-12-2025,2026-2027
INV-STU20240201-02,STU20240201,Tuition Fee,3500.00,13-09-2025,14-08-2025,2026-2027
INV-STU20240202-01,STU20240202,Tuition Fee,3000.00,25-11-2025,26-10-2025,2026-2027
INV-STU20240202-02,STU20240202,Tuition Fee,3500.00,03-09-2025,04-08-2025,2026-2027
INV-STU20240203-01,STU20240203,Tuition Fee,3000.00,15-11-2025,16-10-2025,2026-2027
INV-STU20240203-02,STU20240203,Tuition Fee,3500.00,31-08-2025,01-08-2025,2026-2027
INV-STU20240204-01,STU20240204,Tuition Fee,3000.00,14-11-2025,15-10-2025,2026-2027
INV-STU20240204-02,STU20240204,Tuition Fee,3500.00,11-01-2026,12-12-2025,2026-2027
INV-STU20240205-01,STU20240205,Tuition Fee,3000.00,16-11-2025,17-10-2025,2026-2027
INV-STU20240205-02,STU20240205,Tuition Fee,3500.00,05-12-2025,05-11-2025,2026-2027
INV-STU20240206-01,STU20240206,Tuition Fee,3000.00,14-12-2025,14-11-2025,2026-2027
INV-STU20240206-02,STU20240206,Tuition Fee,3500.00,22-10-2025,22-09-2025,2026-2027
INV-STU20240207-01,STU20240207,Tuition Fee,3000.00,30-09-2025,31-08-2025,2026-2027
INV-STU20240207-02,STU20240207,Tuition Fee,3500.00,01-11-2025,02-10-2025,2026-2027
INV-STU20240208-01,STU20240208,Tuition Fee,3000.00,02-12-2025,02-11-2025,2026-2027
INV-STU20240208-02,STU20240208,Tuition Fee,3500.00,15-11-2025,16-10-2025,2026-2027
INV-STU20240209-01,STU20240209,Tuition Fee,3000.00,07-10-2025,07-09-2025,2026-2027
INV-STU20240209-02,STU20240209,Tuition Fee,3500.00,24-10-2025,24-09-2025,2026-2027
INV-STU20240210-01,STU20240210,Tuition Fee,3000.00,15-10-2025,15-09-2025,2026-2027
INV-STU20240210-02,STU20240210,Tuition Fee,3500.00,17-11-2025,18-10-2025,2026-2027
INV-STU20240211-01,STU20240211,Tuition Fee,3000.00,13-12-2025,13-11-2025,2026-2027
INV-STU20240211-02,STU20240211,Tuition Fee,3500.00,09-09-2025,10-08-2025,2026-2027
INV-STU20240212-01,STU20240212,Tuition Fee,3000.00,19-01-2026,20-12-2025,2026-2027
INV-STU20240212-02,STU20240212,Tuition Fee,3500.00,15-09-2025,16-08-2025,2026-2027
INV-STU20240213-01,STU20240213,Tuition Fee,3000.00,07-10-2025,07-09-2025,2026-2027
INV-STU20240213-02,STU20240213,Tuition Fee,3500.00,12-09-2025,13-08-2025,2026-2027
INV-STU20240214-01,STU20240214,Tuition Fee,3000.00,02-11-2025,03-10-2025,2026-2027
INV-STU20240214-02,STU20240214,Tuition Fee,3500.00,05-11-2025,06-10-2025,2026-2027
INV-STU20240215-01,STU20240215,Tuition Fee,3000.00,29-08-2025,30-07-2025,2026-2027
INV-STU20240215-02,STU20240215,Tuition Fee,3500.00,05-01-2026,06-12-2025,2026-2027
INV-STU20240216-01,STU20240216,Tuition Fee,3000.00,18-12-2025,18-11-2025,2026-2027
INV-STU20240216-02,STU20240216,Tuition Fee,3500.00,08-09-2025,09-08-2025,2026-2027
INV-STU20240217-01,STU20240217,Tuition Fee,3000.00,17-11-2025,18-10-2025,2026-2027
INV-STU20240217-02,STU20240217,Tuition Fee,3500.00,28-10-2025,28-09-2025,2026-2027
INV-STU20240218-01,STU20240218,Tuition Fee,3000.00,29-10-2025,29-09-2025,2026-2027
INV-STU20240218-02,STU20240218,Tuition Fee,3500.00,17-10-2025,17-09-2025,2026-2027
INV-STU20240219-01,STU20240219,Tuition Fee,3000.00,25-10-2025,25-09-2025,2026-2027
INV-STU20240219-02,STU20240219,Tuition Fee,3500.00,15-11-2025,16-10-2025,2026-2027
INV-STU20240220-01,STU20240220,Tuition Fee,3000.00,11-12-2025,11-11-2025,2026-2027
INV-STU20240220-02,STU20240220,Tuition Fee,3500.00,01-01-2026,02-12-2025,2026-2027
INV-STU20240221-01,STU20240221,Tuition Fee,3000.00,23-01-2026,24-12-2025,2026-2027
INV-STU20240221-02,STU20240221,Tuition Fee,3500.00,07-09-2025,08-08-2025,2026-2027
INV-STU20240222-01,STU20240222,Tuition Fee,3000.00,05-11-2025,06-10-2025,2026-2027
INV-STU20240222-02,STU20240222,Tuition Fee,3500.00,06-12-2025,06-11-2025,2026-2027
INV-STU20240223-01,STU20240223,Tuition Fee,3000.00,01-01-2026,02-12-2025,2026-2027
INV-STU20240223-02,STU20240223,Tuition Fee,3500.00,28-10-2025,28-09-2025,2026-2027
INV-STU20240224-01,STU20240224,Tuition Fee,3000.00,06-01-2026,07-12-2025,2026-2027
INV-STU20240224-02,STU20240224,Tuition Fee,3500.00,05-11-2025,06-10-2025,2026-2027
INV-STU20240225-01,STU20240225,Tuition Fee,3000.00,08-11-2025,09-10-2025,2026-2027
INV-STU20240225-02,STU20240225,Tuition Fee,3500.00,24-12-2025,24-11-2025,2026-2027
INV-STU20240226-01,STU20240226,Tuition Fee,3000.00,05-11-2025,06-10-2025,2026-2027
INV-STU20240226-02,STU20240226,Tuition Fee,3500.00,13-09-2025,14-08-2025,2026-2027
INV-STU20240227-01,STU20240227,Tuition Fee,3000.00,02-12-2025,02-11-2025,2026-2027
INV-STU20240227-02,STU20240227,Tuition Fee,3500.00,13-09-2025,14-08-2025,2026-2027
INV-STU20240228-01,STU20240228,Tuition Fee,3000.00,16-12-2025,16-11-2025,2026-2027
INV-STU20240228-02,STU20240228,Tuition Fee,3500.00,15-10-2025,15-09-2025,2026-2027
INV-STU20240229-01,STU20240229,Tuition Fee,3000.00,22-09-2025,23-08-2025,2026-2027
INV-STU20240229-02,STU20240229,Tuition Fee,3500.00,08-10-2025,08-09-2025,2026-2027
INV-STU20240230-01,STU20240230,Tuition Fee,3000.00,13-12-2025,13-11-2025,2026-2027
INV-STU20240230-02,STU20240230,Tuition Fee,3500.00,16-10-2025,16-09-2025,2026-2027
INV-STU20240231-01,STU20240231,Tuition Fee,3000.00,28-09-2025,29-08-2025,2026-2027
INV-STU20240231-02,STU20240231,Tuition Fee,3500.00,20-11-2025,21-10-2025,2026-2027
INV-STU20240232-01,STU20240232,Tuition Fee,3000.00,08-01-2026,09-12-2025,2026-2027
INV-STU20240232-02,STU20240232,Tuition Fee,3500.00,24-09-2025,25-08-2025,2026-2027
INV-STU20240233-01,STU20240233,Tuition Fee,3000.00,22-11-2025,23-10-2025,2026-2027
INV-STU20240233-02,STU20240233,Tuition Fee,3500.00,01-09-2025,02-08-2025,2026-2027
INV-STU20240234-01,STU20240234,Tuition Fee,3000.00,04-10-2025,04-09-2025,2026-2027
INV-STU20240234-02,STU20240234,Tuition Fee,3500.00,09-10-2025,09-09-2025,2026-2027
INV-STU20240235-01,STU20240235,Tuition Fee,3000.00,20-09-2025,21-08-2025,2026-2027
INV-STU20240235-02,STU20240235,Tuition Fee,3500.00,23-12-2025,23-11-2025,2026-2027
INV-STU20240236-01,STU20240236,Tuition Fee,3000.00,10-01-2026,11-12-2025,2026-2027
INV-STU20240236-02,STU20240236,Tuition Fee,3500.00,02-09-2025,03-08-2025,2026-2027
INV-STU20240237-01,STU20240237,Tuition Fee,3000.00,24-10-2025,24-09-2025,2026-2027
INV-STU20240237-02,STU20240237,Tuition Fee,3500.00,31-08-2025,01-08-2025,2026-2027
INV-STU20240238-01,STU20240238,Tuition Fee,3000.00,17-09-2025,18-08-2025,2026-2027
INV-STU20240238-02,STU20240238,Tuition Fee,3500.00,09-11-2025,10-10-2025,2026-2027
INV-STU20240239-01,STU20240239,Tuition Fee,3000.00,01-12-2025,01-11-2025,2026-2027
INV-STU20240239-02,STU20240239,Tuition Fee,3500.00,11-09-2025,12-08-2025,2026-2027
INV-STU20240240-01,STU20240240,Tuition Fee,3000.00,17-11-2025,18-10-2025,2026-2027
INV-STU20240240-02,STU20240240,Tuition Fee,3500.00,29-11-2025,30-10-2025,2026-2027
INV-STU20240241-01,STU20240241,Tuition Fee,3000.00,30-10-2025,30-09-2025,2026-2027
INV-STU20240241-02,STU20240241,Tuition Fee,3500.00,30-08-2025,31-07-2025,2026-2027
INV-STU20240242-01,STU20240242,Tuition Fee,3000.00,12-11-2025,13-10-2025,2026-2027
INV-STU20240242-02,STU20240242,Tuition Fee,3500.00,26-11-2025,27-10-2025,2026-2027
INV-STU20240243-01,STU20240243,Tuition Fee,3000.00,09-10-2025,09-09-2025,2026-2027
INV-STU20240243-02,STU20240243,Tuition Fee,3500.00,18-11-2025,19-10-2025,2026-2027
INV-STU20240244-01,STU20240244,Tuition Fee,3000.00,04-10-2025,04-09-2025,2026-2027
INV-STU20240244-02,STU20240244,Tuition Fee,3500.00,07-12-2025,07-11-2025,2026-2027
INV-STU20240245-01,STU20240245,Tuition Fee,3000.00,17-09-2025,18-08-2025,2026-2027
INV-STU20240245-02,STU20240245,Tuition Fee,3500.00,26-12-2025,26-11-2025,2026-2027
INV-STU20240246-01,STU20240246,Tuition Fee,3000.00,23-01-2026,24-12-2025,2026-2027
INV-STU20240246-02,STU20240246,Tuition Fee,3500.00,24-09-2025,25-08-2025,2026-2027
INV-STU20240247-01,STU20240247,Tuition Fee,3000.00,16-01-2026,17-12-2025,2026-2027
INV-STU20240247-02,STU20240247,Tuition Fee,3500.00,30-11-2025,31-10-2025,2026-2027
INV-STU20240248-01,STU20240248,Tuition Fee,3000.00,05-12-2025,05-11-2025,2026-2027
INV-STU20240248-02,STU20240248,Tuition Fee,3500.00,27-11-2025,28-10-2025,2026-2027
INV-STU20240249-01,STU20240249,Tuition Fee,3000.00,18-11-2025,19-10-2025,2026-2027
INV-STU20240249-02,STU20240249,Tuition Fee,3500.00,01-10-2025,01-09-2025,2026-2027
INV-STU20240250-01,STU20240250,Tuition Fee,3000.00,13-12-2025,13-11-2025,2026-2027
INV-STU20240250-02,STU20240250,Tuition Fee,3500.00,13-09-2025,14-08-2025,2026-2027
INV-STU20240251-01,STU20240251,Tuition Fee,3000.00,15-09-2025,16-08-2025,2026-2027
INV-STU20240251-02,STU20240251,Tuition Fee,3500.00,13-11-2025,14-10-2025,2026-2027
INV-STU20240252-01,STU20240252,Tuition Fee,3000.00,13-01-2026,14-12-2025,2026-2027
INV-STU20240252-02,STU20240252,Tuition Fee,3500.00,25-12-2025,25-11-2025,2026-2027
INV-STU20240253-01,STU20240253,Tuition Fee,3000.00,13-09-2025,14-08-2025,2026-2027
INV-STU20240253-02,STU20240253,Tuition Fee,3500.00,05-12-2025,05-11-2025,2026-2027
INV-STU20240254-01,STU20240254,Tuition Fee,3000.00,23-11-2025,24-10-2025,2026-2027
INV-STU20240254-02,STU20240254,Tuition Fee,3500.00,31-10-2025,01-10-2025,2026-2027
INV-STU20240255-01,STU20240255,Tuition Fee,3000.00,13-01-2026,14-12-2025,2026-2027
INV-STU20240255-02,STU20240255,Tuition Fee,3500.00,19-12-2025,19-11-2025,2026-2027
INV-STU20240256-01,STU20240256,Tuition Fee,3000.00,09-11-2025,10-10-2025,2026-2027
INV-STU20240256-02,STU20240256,Tuition Fee,3500.00,13-01-2026,14-12-2025,2026-2027
INV-STU20240257-01,STU20240257,Tuition Fee,3000.00,29-08-2025,30-07-2025,2026-2027
INV-STU20240257-02,STU20240257,Tuition Fee,3500.00,11-09-2025,12-08-2025,2026-2027
INV-STU20240258-01,STU20240258,Tuition Fee,3000.00,02-01-2026,03-12-2025,2026-2027
INV-STU20240258-02,STU20240258,Tuition Fee,3500.00,24-12-2025,24-11-2025,2026-2027
INV-STU20240259-01,STU20240259,Tuition Fee,3000.00,10-01-2026,11-12-2025,2026-2027
INV-STU20240259-02,STU20240259,Tuition Fee,3500.00,12-09-2025,13-08-2025,2026-2027
INV-STU20240260-01,STU20240260,Tuition Fee,3000.00,18-12-2025,18-11-2025,2026-2027
INV-STU20240260-02,STU20240260,Tuition Fee,3500.00,12-10-2025,12-09-2025,2026-2027
INV-STU20240261-01,STU20240261,Tuition Fee,3000.00,23-09-2025,24-08-2025,2026-2027
INV-STU20240261-02,STU20240261,Tuition Fee,3500.00,10-01-2026,11-12-2025,2026-2027
INV-STU20240262-01,STU20240262,Tuition Fee,3000.00,21-12-2025,21-11-2025,2026-2027
INV-STU20240262-02,STU20240262,Tuition Fee,3500.00,09-11-2025,10-10-2025,2026-2027
INV-STU20240263-01,STU20240263,Tuition Fee,3000.00,13-10-2025,13-09-2025,2026-2027
INV-STU20240263-02,STU20240263,Tuition Fee,3500.00,17-01-2026,18-12-2025,2026-2027
INV-STU20240264-01,STU20240264,Tuition Fee,3000.00,03-09-2025,04-08-2025,2026-2027
INV-STU20240264-02,STU20240264,Tuition Fee,3500.00,14-11-2025,15-10-2025,2026-2027
INV-STU20240265-01,STU20240265,Tuition Fee,3000.00,26-09-2025,27-08-2025,2026-2027
INV-STU20240265-02,STU20240265,Tuition Fee,3500.00,13-09-2025,14-08-2025,2026-2027
INV-STU20240266-01,STU20240266,Tuition Fee,3000.00,30-08-2025,31-07-2025,2026-2027
INV-STU20240266-02,STU20240266,Tuition Fee,3500.00,09-01-2026,10-12-2025,2026-2027
INV-STU20240267-01,STU20240267,Tuition Fee,3000.00,21-12-2025,21-11-2025,2026-2027
INV-STU20240267-02,STU20240267,Tuition Fee,3500.00,29-11-2025,30-10-2025,2026-2027
INV-STU20240268-01,STU20240268,Tuition Fee,3000.00,08-01-2026,09-12-2025,2026-2027
INV-STU20240268-02,STU20240268,Tuition Fee,3500.00,19-10-2025,19-09-2025,2026-2027
INV-STU20240269-01,STU20240269,Tuition Fee,3000.00,01-12-2025,01-11-2025,2026-2027
INV-STU20240269-02,STU20240269,Tuition Fee,3500.00,14-10-2025,14-09-2025,2026-2027
INV-STU20240270-01,STU20240270,Tuition Fee,3000.00,29-12-2025,29-11-2025,2026-2027
INV-STU20240270-02,STU20240270,Tuition Fee,3500.00,03-09-2025,04-08-2025,2026-2027
INV-STU20240271-01,STU20240271,Tuition Fee,3000.00,24-01-2026,25-12-2025,2026-2027
INV-STU20240271-02,STU20240271,Tuition Fee,3500.00,26-09-2025,27-08-2025,2026-2027
INV-STU20240272-01,STU20240272,Tuition Fee,3000.00,03-01-2026,04-12-2025,2026-2027
INV-STU20240272-02,STU20240272,Tuition Fee,3500.00,03-01-2026,04-12-2025,2026-2027
INV-STU20240273-01,STU20240273,Tuition Fee,3000.00,10-12-2025,10-11-2025,2026-2027
INV-STU20240273-02,STU20240273,Tuition Fee,3500.00,29-08-2025,30-07-2025,2026-2027
INV-STU20240274-01,STU20240274,Tuition Fee,3000.00,13-01-2026,14-12-2025,2026-2027
INV-STU20240274-02,STU20240274,Tuition Fee,3500.00,27-10-2025,27-09-2025,2026-2027
INV-STU20240275-01,STU20240275,Tuition Fee,3000.00,20-12-2025,20-11-2025,2026-2027
INV-STU20240275-02,STU20240275,Tuition Fee,3500.00,08-11-2025,09-10-2025,2026-2027
INV-STU20240276-01,STU20240276,Tuition Fee,3000.00,14-11-2025,15-10-2025,2026-2027
INV-STU20240276-02,STU20240276,Tuition Fee,3500.00,08-11-2025,09-10-2025,2026-2027
INV-STU20240277-01,STU20240277,Tuition Fee,3000.00,28-12-2025,28-11-2025,2026-2027
INV-STU20240277-02,STU20240277,Tuition Fee,3500.00,17-09-2025,18-08-2025,2026-2027
INV-STU20240278-01,STU20240278,Tuition Fee,3000.00,06-11-2025,07-10-2025,2026-2027
INV-STU20240278-02,STU20240278,Tuition Fee,3500.00,18-11-2025,19-10-2025,2026-2027
INV-STU20240279-01,STU20240279,Tuition Fee,3000.00,13-09-2025,14-08-2025,2026-2027
